ASIN,username,rating,title,date,likes,description,keyword,importance,sentiment_score,magnitude,aspect
982105,Priyanka Barwal,5,Perfect Kit ,25/03/2021 18:11,0,"Very fresh smell, It really provides moisture to your dry hair and makes your hair soft and smooth and more manageable good for daily use highly recommended..",hair,0.14010857,0.800000012,0.800000012,
982105,Priyanka Barwal,5,Perfect Kit ,25/03/2021 18:11,0,"Very fresh smell, It really provides moisture to your dry hair and makes your hair soft and smooth and more manageable good for daily use highly recommended..",smell,0.419133931,0.800000012,0.800000012,Fragrance
982105,Priyanka Prakash,5,Must Have ,02/04/2021 13:38,0,It makes my hair perfectly straight and smooth manageable.. I loved using this conditioner it keeps my hair straight for three continuous days fully recommend it to everyone..,everyone,0.018195821,0.800000012,0.800000012,
982105,Priyanka Prakash,5,Must Have ,02/04/2021 13:38,0,It makes my hair perfectly straight and smooth manageable.. I loved using this conditioner it keeps my hair straight for three continuous days fully recommend it to everyone..,conditioner,0.077087611,0.899999976,1.799999952,
982105,Priyanka Prakash,5,Must Have ,02/04/2021 13:38,0,It makes my hair perfectly straight and smooth manageable.. I loved using this conditioner it keeps my hair straight for three continuous days fully recommend it to everyone..,hair,0.904716551,0.800000012,2.599999905,
982105,Priyanka Prakash,5,Amazing Product ,03/12/2021 15:56,0,It's have nice fragrance makes my hair smooth and silky shiny manageable and moisturized hair with every time I use this product.. I have oily scalp and dry hair and this shampoo suits my hair smoothens hair and leaves a natural shine fully recommend it to everyone..,shampoo,0.008716987,0.600000024,0.600000024,
982105,Priyanka Prakash,5,Amazing Product ,03/12/2021 15:56,0,It's have nice fragrance makes my hair smooth and silky shiny manageable and moisturized hair with every time I use this product.. I have oily scalp and dry hair and this shampoo suits my hair smoothens hair and leaves a natural shine fully recommend it to everyone..,everyone,0.013887063,0.5,0.5,
982105,Priyanka Prakash,5,Amazing Product ,03/12/2021 15:56,0,It's have nice fragrance makes my hair smooth and silky shiny manageable and moisturized hair with every time I use this product.. I have oily scalp and dry hair and this shampoo suits my hair smoothens hair and leaves a natural shine fully recommend it to everyone..,scalp,0.025882872,0.5,0.5,
982105,Priyanka Prakash,5,Amazing Product ,03/12/2021 15:56,0,It's have nice fragrance makes my hair smooth and silky shiny manageable and moisturized hair with every time I use this product.. I have oily scalp and dry hair and this shampoo suits my hair smoothens hair and leaves a natural shine fully recommend it to everyone..,hair,0.028034305,0.600000024,0.600000024,
982105,firdose khan,4,Very nice product,11/06/2022 11:16,0,It makes hair smooth and shiny.... smells also good,hair,1,0.800000012,0.800000012,
982105,Priyanka Prakash,5,Amazing Product ,03/12/2021 15:56,0,It's have nice fragrance makes my hair smooth and silky shiny manageable and moisturized hair with every time I use this product.. I have oily scalp and dry hair and this shampoo suits my hair smoothens hair and leaves a natural shine fully recommend it to everyone..,hair,0.037058879,0.600000024,0.600000024,
982105,anwesha acharyya,4,Recommended!,15/01/2021 23:59,1,Good combo from Tressemme. Comes with a hair dryer.,Tressemme,0.161907762,0.899999976,0.899999976,
982105,Priyanka Barwal,5,Perfect ,12/01/2021 12:16,0,In the first use only I get to see a significant change with my hair texture.. It made my hair more manageable and more smooth fully recommend it to everyone..,everyone,0.032561708,0.699999988,0.699999988,
982105,Sonia,5,Perfect Kit ,12/03/2021 21:15,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyon..,product,0.056037832,0.400000006,0.400000006,Quality
982105,Sonia,5,Perfect Kit ,12/03/2021 21:15,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyon..,life saver,0.044613101,0.300000012,0.300000012,
982105,Sonia,5,Perfect Kit ,12/03/2021 21:15,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyon..,everyon,0.023769915,0.400000006,0.400000006,
982105,anwesha acharyya,4,Recommended!,15/01/2021 23:59,1,Good combo from Tressemme. Comes with a hair dryer.,combo,0.742904902,0.899999976,0.899999976,
982105,Sonia,5,Perfect Kit ,12/03/2021 21:15,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyon..,nothing,0.333387047,0.600000024,0.600000024,
982105,anwesha acharyya,4,Recommended!,15/01/2021 23:59,1,Good combo from Tressemme. Comes with a hair dryer.,hair dryer,0.095187366,0.100000001,0.100000001,
982105,Priyanka Barwal,5,Perfect ,12/01/2021 12:16,0,In the first use only I get to see a significant change with my hair texture.. It made my hair more manageable and more smooth fully recommend it to everyone..,use,0.464131862,0,0,
982105,Priyanka Barwal,5,Perfect ,12/01/2021 12:16,0,In the first use only I get to see a significant change with my hair texture.. It made my hair more manageable and more smooth fully recommend it to everyone..,hair,0.225705415,0.699999988,1.5,
982105,Priyanka Barwal,5,Perfect ,12/01/2021 12:16,0,In the first use only I get to see a significant change with my hair texture.. It made my hair more manageable and more smooth fully recommend it to everyone..,change,0.142058611,0,0,
982105,Priyanka Barwal,5,Perfect ,12/01/2021 12:16,0,In the first use only I get to see a significant change with my hair texture.. It made my hair more manageable and more smooth fully recommend it to everyone..,hair texture,0.135542408,0,0,Quality
982105,esika biswas,5,Recommended,23/03/2021 11:10,0,"Makes hair smooth and shinySoft and frizz free hairNice mild fragranceAffordableParaben free",Soft,0.086384296,0.800000012,0.800000012,
982105,Sonia,5,Perfect Kit ,12/03/2021 21:15,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyon..,favourite,0.111388579,0.400000006,0.899999976,
982105,Sonia,5,Perfect Kit ,12/03/2021 21:15,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyon..,hair,0.333387047,0.600000024,0.600000024,
982105,Priyanka Prakash,5,Highly Recommended ,15/03/2021 15:28,0,I tried a lot of conditioners always experiments with products.. In love with the results of this product it works great made my hair smooth and silky shiny manageable and moisturized hair with every wash nice smell..,smell,0.023320131,0.800000012,0.800000012,Fragrance
982105,Priyanka Prakash,5,Highly Recommended ,15/03/2021 15:28,0,I tried a lot of conditioners always experiments with products.. In love with the results of this product it works great made my hair smooth and silky shiny manageable and moisturized hair with every wash nice smell..,hair,0.037754327,0.800000012,0.800000012,
982105,Priyanka Prakash,5,Highly Recommended ,15/03/2021 15:28,0,I tried a lot of conditioners always experiments with products.. In love with the results of this product it works great made my hair smooth and silky shiny manageable and moisturized hair with every wash nice smell..,love,0.047227323,0.699999988,0.699999988,
982105,Priyanka Prakash,5,Highly Recommended ,15/03/2021 15:28,0,I tried a lot of conditioners always experiments with products.. In love with the results of this product it works great made my hair smooth and silky shiny manageable and moisturized hair with every wash nice smell..,results,0.047802512,0.800000012,0.800000012,
982105,Priyanka Prakash,5,Highly Recommended ,15/03/2021 15:28,0,I tried a lot of conditioners always experiments with products.. In love with the results of this product it works great made my hair smooth and silky shiny manageable and moisturized hair with every wash nice smell..,hair,0.049895767,0.800000012,0.800000012,
982105,Priyanka Prakash,5,Highly Recommended ,15/03/2021 15:28,0,I tried a lot of conditioners always experiments with products.. In love with the results of this product it works great made my hair smooth and silky shiny manageable and moisturized hair with every wash nice smell..,product,0.054300454,0.899999976,0.899999976,Quality
982105,Priyanka Prakash,5,Highly Recommended ,15/03/2021 15:28,0,I tried a lot of conditioners always experiments with products.. In love with the results of this product it works great made my hair smooth and silky shiny manageable and moisturized hair with every wash nice smell..,experiments,0.126938552,-0.300000012,0.300000012,
982105,Priyanka Prakash,5,Highly Recommended ,15/03/2021 15:28,0,I tried a lot of conditioners always experiments with products.. In love with the results of this product it works great made my hair smooth and silky shiny manageable and moisturized hair with every wash nice smell..,conditioners,0.141058743,-0.300000012,0.300000012,
982105,Priyanka Prakash,5,Highly Recommended ,15/03/2021 15:28,0,I tried a lot of conditioners always experiments with products.. In love with the results of this product it works great made my hair smooth and silky shiny manageable and moisturized hair with every wash nice smell..,products,0.159486219,-0.200000003,0.200000003,Quality
982105,Sonia,5,Perfect Kit ,12/03/2021 21:15,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyon..,effect,0.097416461,0.600000024,0.600000024,
982102,Priyanka Priya,5,One of the Best ,15/03/2021 11:51,0,"I would recommend this product, It works wonders for your beautiful tresses! Excellent results a very good product and it really works great highly recommended..",product,0.070404179,0.899999976,1.799999952,Quality
982102,Priyanka Priya,5,One of the Best ,15/03/2021 11:51,0,"I would recommend this product, It works wonders for your beautiful tresses! Excellent results a very good product and it really works great highly recommended..",results,0.073228151,0.899999976,0.899999976,
982102,Priyanka Barwal,5,Best Ever ,13/03/2021 16:16,0,It reduced my hair dryness within a week.. It's an amazing product to use specially women who has field job and often expose to sunlight this product will help you a lot highly recommended..,product,0.067685425,0.699999988,0.699999988,Quality
982102,Priyanka Barwal,5,Best Ever ,13/03/2021 16:16,0,It reduced my hair dryness within a week.. It's an amazing product to use specially women who has field job and often expose to sunlight this product will help you a lot highly recommended..,product,0.3339113,0.600000024,1.299999952,Quality
982102,Priyanka Prakash,5,Silky Shiny hair ,31/10/2021 00:23,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyone..,everyone,0.023769915,0.400000006,0.400000006,
982102,firdose khan,5,Nice,25/10/2021 12:13,1,After using this shampoo and conditioner hair becomes soft and manageable ,conditioner,0.341685116,0.5,0.5,
982102,firdose khan,5,Nice,25/10/2021 12:13,1,After using this shampoo and conditioner hair becomes soft and manageable ,shampoo,0.338034838,0.600000024,0.600000024,
982102,firdose khan,5,Nice,25/10/2021 12:13,1,After using this shampoo and conditioner hair becomes soft and manageable ,hair,0.320280075,0.5,0.5,
982102,lata singh,4,Amazing,24/06/2021 12:32,0,Amazing combo.with free hair dryer,hair dryer,1,0.899999976,0.899999976,
982102,Priyanka Barwal,5,Best Ever ,13/03/2021 16:16,0,It reduced my hair dryness within a week.. It's an amazing product to use specially women who has field job and often expose to sunlight this product will help you a lot highly recommended..,hair dryness,0.363690019,0.600000024,0.600000024,Quality
982102,Priyanka Priya,5,One of the Best ,15/03/2021 11:51,0,"I would recommend this product, It works wonders for your beautiful tresses! Excellent results a very good product and it really works great highly recommended..",tresses,0.161781013,0.699999988,0.699999988,
982102,Priyanka Priya,5,One of the Best ,15/03/2021 11:51,0,"I would recommend this product, It works wonders for your beautiful tresses! Excellent results a very good product and it really works great highly recommended..",wonders,0.159899831,0.699999988,0.699999988,
982102,Priyanka Priya,5,One of the Best ,15/03/2021 11:51,0,"I would recommend this product, It works wonders for your beautiful tresses! Excellent results a very good product and it really works great highly recommended..",product,0.534686804,0.699999988,1.5,Quality
982102,Priyanka Prakash,5,Silky Shiny hair ,31/10/2021 00:23,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyone..,favourite,0.111388579,0.600000024,1.200000048,
982102,Priyanka Prakash,5,Silky Shiny hair ,31/10/2021 00:23,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyone..,life saver,0.044613101,0.400000006,0.400000006,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",hair density,0.010758668,0.600000024,0.600000024,Quality
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",best,0.507823765,0.699999988,3.099999905,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",combo,0.097735181,0.699999988,0.699999988,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",conditioner,0.092879251,0.699999988,0.699999988,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",shampoo,0.092879251,0.699999988,0.699999988,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",hair,0.049736578,0.699999988,0.699999988,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",hair dryer,0.032340162,0.699999988,0.699999988,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",above,0.021979693,0.699999988,0.699999988,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",hair,0.020400556,0.800000012,1.600000024,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",shampoo,0.020400548,0.699999988,0.699999988,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",hair,0.015257156,0.699999988,0.699999988,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",scalp,0.010705501,0.800000012,0.800000012,
982102,Priyanka Prakash,5,Silky Shiny hair ,31/10/2021 00:23,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyone..,product,0.056037832,0.600000024,0.600000024,Quality
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",variety conditioner,0.008438445,0.800000012,0.800000012,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",another,0.007416564,0.800000012,0.800000012,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",hair,0.006174483,0.800000012,0.800000012,
982102,Yogita Vaishnav,5,Keratin smooth shampoo,20/03/2022 07:01,0,"This shampoo and conditioner combo is the best to treat you frizzy hair it make it smooth and hair dryer on above is great deal. This shampoo really helps to repair your hair density. Good for scalp, it cleanse your hair and scalp squeaky clean and does not make your hair super dry, follow with same variety conditioner it help another and give you smooth and strong hair. Good for hair go for it. ",hair,0.005074207,0.699999988,0.699999988,
982102,Zara Khan,5,Awesome,04/12/2021 18:30,1,Very good combo.........hair become very smooth and shiny.,combo,0.578466535,0.899999976,0.899999976,
982102,Zara Khan,5,Awesome,04/12/2021 18:30,1,Very good combo.........hair become very smooth and shiny.,hair,0.421533436,0.699999988,0.699999988,
982102,Priyanka Prakash,5,Silky Shiny hair ,31/10/2021 00:23,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyone..,hair,0.333387047,0.600000024,0.600000024,
982102,Priyanka Prakash,5,Silky Shiny hair ,31/10/2021 00:23,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyone..,nothing,0.333387047,0.600000024,0.600000024,
982102,Priyanka Barwal,5,Best Ever ,13/03/2021 16:16,0,It reduced my hair dryness within a week.. It's an amazing product to use specially women who has field job and often expose to sunlight this product will help you a lot highly recommended..,lot,0.024883041,0.600000024,0.600000024,
982102,Priyanka Prakash,5,Silky Shiny hair ,31/10/2021 00:23,0,It smoothens hair like nothing else and has a very long lasting effect.. This product came as a life saver an absolute favourite and must have fully recommend it to everyone..,effect,0.097416461,0.600000024,0.600000024,
982102,Priyanka Barwal,5,Best Ever ,13/03/2021 16:16,0,It reduced my hair dryness within a week.. It's an amazing product to use specially women who has field job and often expose to sunlight this product will help you a lot highly recommended..,field job,0.046829637,0.300000012,0.300000012,
982102,Priyanka Barwal,5,Best Ever ,13/03/2021 16:16,0,It reduced my hair dryness within a week.. It's an amazing product to use specially women who has field job and often expose to sunlight this product will help you a lot highly recommended..,women,0.147365168,0,0,
982102,Priyanka Barwal,5,Best Ever ,13/03/2021 16:16,0,It reduced my hair dryness within a week.. It's an amazing product to use specially women who has field job and often expose to sunlight this product will help you a lot highly recommended..,sunlight,0.015635418,0.600000024,0.600000024,
982102,Yash Tomer,5,Excellent combo,13/02/2021 13:48,3,This combo is all in one. Conditioner is excellent. Dryer is just perfect. Size is so cute. It is travel friendly and it works fine.,Size,0.100225911,0.899999976,0.899999976,Quantity
982102,Yash Tomer,5,Excellent combo,13/02/2021 13:48,3,This combo is all in one. Conditioner is excellent. Dryer is just perfect. Size is so cute. It is travel friendly and it works fine.,combo,0.67728579,0.5,0.5,
982102,Priyanka Prakash,5,Very Nice Product ,02/03/2021 21:33,0,"Very fresh smell, It really provides moisture to your dry hair and makes your hair soft and smooth and more manageable good for daily use highly recommended..",use,0.086995073,0.800000012,0.800000012,
982102,Priyanka Prakash,5,Very Nice Product ,02/03/2021 21:33,0,"Very fresh smell, It really provides moisture to your dry hair and makes your hair soft and smooth and more manageable good for daily use highly recommended..",good,0.086995073,0.899999976,0.899999976,
982102,Priyanka Prakash,5,Very Nice Product ,02/03/2021 21:33,0,"Very fresh smell, It really provides moisture to your dry hair and makes your hair soft and smooth and more manageable good for daily use highly recommended..",hair,0.129146427,0.800000012,0.800000012,
982102,Priyanka Prakash,5,Very Nice Product ,02/03/2021 21:33,0,"Very fresh smell, It really provides moisture to your dry hair and makes your hair soft and smooth and more manageable good for daily use highly recommended..",moisture,0.137620956,0.800000012,0.800000012,Quality
982102,Yash Tomer,5,Excellent combo,13/02/2021 13:48,3,This combo is all in one. Conditioner is excellent. Dryer is just perfect. Size is so cute. It is travel friendly and it works fine.,Dryer,0.064911306,0.899999976,0.899999976,
982102,Sonia,5,Just Superb ,13/02/2021 13:36,0,I have been using this conditioner for a very long time.. It makes my hair smooth and silky and this silkyness stays for long if you are happy with the results then go for it just Superb..,conditioner,0.52919209,0.300000012,0.300000012,
982102,Sonia,5,Just Superb ,13/02/2021 13:36,0,I have been using this conditioner for a very long time.. It makes my hair smooth and silky and this silkyness stays for long if you are happy with the results then go for it just Superb..,hair,0.179991916,0.400000006,0.400000006,
982102,Sonia,5,Just Superb ,13/02/2021 13:36,0,I have been using this conditioner for a very long time.. It makes my hair smooth and silky and this silkyness stays for long if you are happy with the results then go for it just Superb..,silkyness,0.165463984,0.5,0.5,Quality
982102,Sonia,5,Just Superb ,13/02/2021 13:36,0,I have been using this conditioner for a very long time.. It makes my hair smooth and silky and this silkyness stays for long if you are happy with the results then go for it just Superb..,results,0.125351995,0.5,0.5,
982102,Priyanka Prakash,5,Very Nice Product ,02/03/2021 21:33,0,"Very fresh smell, It really provides moisture to your dry hair and makes your hair soft and smooth and more manageable good for daily use highly recommended..",smell,0.419133931,0.800000012,0.800000012,Fragrance
982102,Yash Tomer,5,Excellent combo,13/02/2021 13:48,3,This combo is all in one. Conditioner is excellent. Dryer is just perfect. Size is so cute. It is travel friendly and it works fine.,Conditioner,0.157577008,0.899999976,0.899999976,
982102,Priyanka Prakash,5,Very Nice Product ,02/03/2021 21:33,0,"Very fresh smell, It really provides moisture to your dry hair and makes your hair soft and smooth and more manageable good for daily use highly recommended..",hair,0.14010857,0.800000012,0.800000012,
971624,Krisha Meisheri,1,Mid Hair Breakage ,13/09/2022 10:15,0,"I was soo excited to try this shampoo, found from it in the list of top best shampoos on Nykaa .. but to my disappointment it failed to treat my hair rightly. I have noticed my hair become too frizzy and mid hair breakage which i was soo shocked to see (I never ever had it) .. whether I normally comb my hair, oil my hair or wash my hair i have noticed extreme hairfall all the time after I started using this product. The Conditioner is okaish better than shampoo atleast.  ",disappointment,0.027505681,0.200000003,0.200000003,
971624,Rinku Dutta,5,Good ,09/09/2022 15:19,0,Hair feels soft and smooth. Nice smell. Didn't get any straightning effect.,effect,0.119950294,-0.100000001,0.100000001,
