ASIN,Question,Answer,Votes,Date
B079QNTQ84,If it got repaired  then what to do,"You can contact the manufacturer directly, the details are mentioned in the product brochure.",0,01-06-2022
B079QNTQ84,Come with the stand,Yes.,0,01-06-2022
B079QNTQ84,Which material gasket is used in this refrigerator : silicon or rubber?,Silicon.,0,01-06-2022
B079QNTQ84,Is it frost free.? Do we need to keep defrosting?,Yes you have to defrost the machine after every 7days.,0,01-06-2022
B08W9BRBMP,Do we need to remove the water manually when we defrost or it dry automatically ?,No need to dry manually. But you should do the defrost operation twice a week compulsory.,0,28-06-2022
B08W9BRBMP,How to now the manufacturing year of the product,Best product,0,03-06-2022
B08W9BRBMP,Stand available with this product?,No,0,28-06-2022
B08W9BRBMP,What is the year and month of model,05/2022,0,28-06-2022
B088QGY2G5,How much storage volume,220 Litres.,0,20-05-2022
B088QGY2G5,Auto defrost available???,No.,0,20-05-2022
B088QGY2G5,Can we store dry fruits,Yes. Why not.,0,20-05-2022
B088QGY2G5,Product description says it is purple colour but in the product description it has pink colour. what colour would it come ?,Its a combination of pink and Purple. Mostly purple,0,20-05-2022
B088QGY2G5,Gross volume and storage volumn.,235 Litres and 220 Litres.,0,20-05-2022
B088QGY2G5,Power consumption per year?,power consumption -300 watt per day or 110kw per annum. note to reduce power cosumption by a fridge try to reduce door opening and closing nos per day. never keep open the fridge door close it as early as possible. LG IS BEST ENERGY EFFICIENT SO FAR IDENTIFIED. I AM USING ONE 1.5 TON 5STAR 2022 MAKE SPLIT A.C THAT ALSO CONSUMING LESS THAN 3KW PER DAY-15 HOURS OPERATING PER DAY. CARE VERY SOON ENERGY COST WILL GO UP.see less,0,24-04-2022
B088QGY2G5,Need to buy inverter separately?,"I AM NOT A LG SALES MAN, ASK TO LG DIRECTLY.",0,24-04-2022
B088QGY2G5,What is the manufacturing year?,EVERY DAY REFRIGERATION TECHNOLOGY IS GETTING CHANGED.,0,24-04-2022
B088QGY2G5,Is there light bulb inside,"YES THERE IS A LIGHT, BUT IT IS NOT ILLUMINATING ENTIRE FRIDGE.",0,24-04-2022
B088QGY2G5,Power connection kitana hai,"QUESTION IT SELF CONFUSING, MAY BE POWER COSUMPTION KITNA HAI.",0,24-04-2022
B08W8TJ3FM,What is the manufacturing year?,2021,0,13-06-2022
B084Y86B9Z,what dilvery time take,25days,0,14-05-2022
B084Y86B9Z,Year of manufacture?,2020 I think,0,14-05-2022
B084Y86B9Z,This fridge have keylock,Yes have key lock,0,05-05-2022
B084Y86B9Z,Inverter compressor and non inverter compressor,Yes,0,24-04-2022
B084Y86B9Z,Lock system is available,Yes,0,05-05-2022
B084Y86B9Z,How many hours of cooling when the power cut ???,7hrs,0,05-05-2022
B084Y86B9Z,Is it need stabilizer??,No,0,05-05-2022
B084Y86B9Z,Is it automatic defrosting?,"No, defrosting is not automatic, need to low down.",0,08-07-2022
B07W7B94GZ,This fridge has 2 temparature controllers or 1 temperature control,One temperature control regulator only.,0,02-05-2022
B083JN87RJ,"In chef mode, the freezer converts to normal fridge?","Hi,",0,23-06-2022
B083JN87RJ,Does it have coolpack in it???,Don't go for this fridge. Opt for LG or Samsung instead,0,07-05-2022
B083JN87RJ,Shelves are toughened glass or not?,Yes they are... I have bought the same refrigerator,0,27-07-2022
B083JN87RJ,Does it have seperate air vent for refrigerator section and freezer section,Yes,0,27-07-2022
B083JN87RJ,Will delivery people deliver the fridge to 2nd floor,Yes I stay in 3rd floor it can be delivered bought the same fridge,0,27-07-2022
B091Q3T3KQ,What is the year of manufacturing,All is good mast cooling no problem,0,09-05-2022
B091Q3T3KQ,If i order which year modle i get?,Good product,0,09-05-2022
B091Q3T3KQ,What is period of compressor guaranty,10 yeas,0,09-05-2022
B091Q3T3KQ,Does the freezer door jam due to formation of ice? isn't their a risk of breaking the hinge of the door?,No,0,09-05-2022
B091Q3T3KQ,5 amp or 15 amp plug point required?,5amp,0,09-05-2022
B091Q3T3KQ,Is exchange is available in rajkot?,Yes,0,09-05-2022
B091Q3T3KQ,Will this fridge make warning sound if fridge is opened more than 5min?,No,0,09-05-2022
B07NBZ43PH,"Would Amazon will deliver to 1st floor, if stair case if little conjected",No. Iam disappointed with the delivery,0,25-05-2022
B07NBZ43PH,What's the star rating of this fridge?,5 star,0,17-05-2022
B07NBZ43PH,1 year me kitna unit hota he..,Iam not using separate meter for this.,0,27-04-2022
B07NBZ43PH,Steplizer free operation?,Yes,0,25-04-2022
B07NBZ43PH,Is this available in mirror white?,No,0,25-04-2022
B07NBZ43PH,No service company Whirlpool,"Call on their toll-free number dude, they send a technician on the same day.",0,23-04-2022
B07NBZ43PH,What's the star rating as per BEE?,It is good condition,0,24-07-2022
B07NBZ43PH,Does the lower part gets cool?,Yes it has it's own seperate cooling part but don't have lighting.,0,27-07-2022
B07NBZ43PH,Why so many negative comments? Is this seller is sending damaged products?,No i got fresh piece,0,27-07-2022
B07NBZ43PH,No one is there to pick up a call in one assist is it true ? I had experience 3 hours waiting from registered contact number and no one is there to as,No it is not true,0,27-07-2022
B07NBZ43PH,The middle  section doesn't open. How to do that?,Refer YouTube video or contect technician,0,27-07-2022
B08CS3FKFY,Stabilizer needer?,no need  stabilizers.,0,05-06-2022
B08CS3FKFY,Which year model it is,Manufacturing date given as Mar-2022,0,13-05-2022
B08CS3FKFY,Light white or yellow,Not yellow,0,07-04-2022
B084XMM69M,I think half Air vents not working please tell me ..how much pressure of air from air vents,First freezer temperature set to recommend (Set to middle ) and second door side set to normal then your fridge 50 % -50% cooling freezer & bottom part when you make ice then you set freezer high otherwise set to normal,0,27-05-2022
B084XMM69M,Do it has an automatic door,No it doesn't have automatic door. You need to do it manually.,0,20-07-2022
B083KSSS1H,Installation required or not ?,Installation required.,0,23-06-2022
B083KSSS1H,What is the coustmer care no of whirlpool refrigerator.,In your invoice.,0,23-06-2022
B083KSSS1H,Contact amazon customer care?,You can.,0,23-06-2022
B083KSSS1H,Is this returnable,Replacement only.,0,23-06-2022
B083KSSS1H,Can i return the refrigerator,Replacement only.,0,23-06-2022
B083KSSS1H,When the Installation will be done?,After delivery.,0,23-06-2022
B083JNJRS5,Can we conect in house invertor,"No, we can not connect with inverter. It shows overloaded",0,23-04-2022
B083JNJRS5,Warranty how many years?,"10 yrs but don't buy, not as expected. It is not frost free.",0,30-07-2022
B083JNJRS5,What this product mrp in teg,26999,0,30-07-2022
B083JNJRS5,Is it possible to prepone delivery instead of current schedule?,my opinion is NO..but you have to check with Amazon Care,0,30-07-2022
B083JNJRS5,If any technical problem is happen then,This is good quality product. hope no technical issues happen. Warranty covers only certain set of items.,0,30-07-2022
B083KVTQ6Z,Is it auto defrost,Yes,0,01-06-2022
B07NBZSVCL,It work on home ups,No it's can damage the ups,0,17-04-2022
B07NBZSVCL,BEE Energy rating ?(please don't give CFL rating answer),Yes it is.,0,23-07-2022
B0892Q3WBW,Can u provide one more glass shelf,You got to ask the question from a seller; I guess he may charge you some extra buck for it.,0,12-05-2022
B0892Q3WBW,Is there requirement for deforst ?,All time,0,12-05-2022
B0892Q3WBW,What is the watt of the freeze?,Standard time,0,12-05-2022
B0892Q3WBW,Zero down payment available,Sure,0,12-05-2022
B078YHT1FR,Rang bataye,Stop buying this suitable for show case not for house day to day storage activities .think before buy visit the shop then order,0,24-04-2022
B078YHT1FR,Is it 5 Star rating refrigerator?,Ye sits declared 5 star but costly,0,24-04-2022
B078YHT1FR,How can i lock the door of freez,Not satisfied storage is very worst . Either too much cooling or low .vegitables and leads are wasted .I will advise not to buy .only for showcase purpose .waste of money,0,03-07-2022
B078YHT1FR,I want red colour fridge whirpool 240 litrewith exchange offer,No go with other option . Because of 3 thousand you will fed in future,0,03-07-2022
B078YHT1FR,If thise thermocol which is placed under the fridge..have to remove?,Need to remove,0,03-07-2022
B078YHT1FR,Is it automatic on and off,Yes cooling cit off on and off is there in addition install a stabilizer,0,24-07-2022
B078YHT1FR,Without credit card EMi hai,With out credit !,0,24-07-2022
B078YHT1FR,I want change delivery address,Change update to Amazon and seller,0,24-07-2022
B078YHT1FR,I want to know the exact delivery location,Share the location as per your current location in Amazon address,0,24-07-2022
B078YHT1FR,Can you delivered on my doorstep,Yes,0,24-07-2022
B09PMPK18J,inbuilt stabilizer is there or need to be connected externally ???,Inbuilt is there,0,28-06-2022
B09PMPK18J,Back grill covered ?,Free,0,11-06-2022
B09PMPK18J,Gst invoice available?,Free,0,11-06-2022
B083RPPSQF,Is this refrigerator slightly tilted or lean towards backside?,Not in my Fridge or I didn't notice. But I face sometimes oil ya grease liking from the door. but overall good.,0,14-06-2022
B083RPPSQF,What's the colour of this fridge. Gray or Black?,Gray,0,14-07-2022
B083RPPSQF,Refrigerator ke andar ki light yellow hai ya white acctuly yellow light achi nahi lagti hai,Yellow hai unfortunately.,0,28-07-2022
B083KVZQ7Z,Who much Warranty?,10 years compressor,0,06-05-2022
B083KVZQ7Z,"Delivery possible in kudal , kokan pincode 416520??",Check in AMAZON app.,0,11-05-2022
B083KVZQ7Z,Star rating is 2022 year,No,0,11-05-2022
B083KVZQ7Z,What is the exact storage volume ?Is 192 gross volume ?,Yes,0,11-05-2022
B09PMTJPPQ,I didnt get warranty card??,Invoice is work as warrenty card,0,06-06-2022
B078YJXPCF,Can we get an extra egg tray?,Pls ask the dealer.,0,22-06-2022
B078YJXPCF,which type of compressor,Check product details.,0,22-06-2022
B078YJXPCF,What is the inside capacity?,Around 300 litres,0,22-06-2022
B078YJXPCF,It have a inverter?????,No,0,22-06-2022
B078YJXPCF,Firdge in lock,No lock 🔒 available....but it's not require... because we don't keep money & gold.,0,15-05-2022
B078YJXPCF,star rat,Check product details.,0,22-06-2022
B078YJXPCF,The back side of the refrigerator is covered entirely ?,Yes,0,22-06-2022
B078YJXPCF,Which compressor type reciprocatery compressor or normal compressor,Check product details.,0,22-06-2022
B078YJXPCF,Any long term users? Please give review. Bcz mlst of all telling its not working after 2yrs? Is it,I have had multidoor whirlpool ( the older model) for over 10 years and never had any issues. I lent it to my relative and brought the new one. No doubly about its long term efficacy. Just go for it.,0,29-07-2022
B09PMTDDLR,inbuilt stabilizer is there or need to be connected externally ???,Inbuilt is there,0,28-06-2022
B09PMTDDLR,Back grill covered ?,Free,0,11-06-2022
B09PMTDDLR,Gst invoice available?,Free,0,11-06-2022
B091Q56ZR8,Is this product having sound for opening doors for more time,No,0,20-04-2022
B091Q56ZR8,Is there any additional warrenty on compressor,No but we can take with additional charges,0,18-07-2022
B078YL5K8D,What is consumption of electricity. Less than 60 watt is very confusing.,"Don't buy this fridge. It stopped working after 4 days of installation. When reported to Customer care, they dint not respond to calls for a week. Frustrated with all these we returned the fridge. After 2 days of return, technician calls to ask what is the issue, can we come for repair.",0,11-06-2022
B078YL5K8D,Is this matt finishing refrigerator,Appears like Matt but not really,0,13-05-2022
B083KRV6DK,Is it frost ftee?,No. It is frost forming fridge. Defrost button given. Need to use it every 3-4 days.,0,11-06-2022
B083KRV6DK,Warranty of compressr,10 years warranty given on compressor.,0,11-06-2022
B083KRV6DK,Is this product have inverter compressor or normal one ?,NORMAL ONE,0,23-04-2022
B083KRV6DK,Stayblezer wanted,Yes required. U need to buy,0,11-06-2022
B083KRV6DK,How many year compressor warnty,10,0,11-06-2022
B083KRV6DK,Why Handdle not given on this product,Groove given,0,11-06-2022
B083KRV6DK,Inbuilt stabilizer or not?,No. Buy a stabilizer,0,11-06-2022
B086H3NR1F,Where can I found adjustable legs?,"I couldn't find it, there is a drawer below, I just put a stand below the refrigerator",0,15-06-2022
B086H3NR1F,Total how many years of warranty?,10 years,0,21-05-2022
B086H3NR1F,Does the capacity 215 L is including the bottom tray?,Looks like I made a bad decision to buy this without knowing that it has manual defroze water collection . Every time being a senior citizen can't move fridge physically to drain defroze water.  Any correspondance with CC no use.,0,24-04-2022
B086H3NR1F,Wifi connect this refrigerator,No,0,17-04-2022
B086H3NR1F,Which of the year model,Label period 1Jan 2020-31Dec 2021 .means 2021 model.,0,14-07-2022
B086H3NR1F,How to take off door rack,Yes,0,14-07-2022
B086H3NR1F,What is Openbox delivery,Means Amazon courier person visit at home and open box.,0,14-07-2022
B086H3NR1F,No invois,No,0,14-07-2022
B086H3NR1F,How to select colors  order time,Select option is available on buy now option uper side,0,14-07-2022
B086H3NR1F,Which of the year model,2021,0,16-07-2022
B086H3NR1F,ಸ್ಟೇಬ್ಲೆಜಾರ್ ಫ್ರೀ,in built stabilizer adopted. not stabiliser free,0,20-07-2022
B086H3NR1F,How much watt ?,Fridge ki width Kam hai,0,28-07-2022
B086H3NR1F,Back is covered or not?,Not,0,06-08-2022
B0982Y9C1C,Is this operate by electronic or inverter,It operates in electrical power.,0,07-06-2022
B0982Y9C1C,It has back foot or not,You have to put a stand on which freezer stand. Call service centre.,0,15-05-2022
B0982Y9C1C,Condensor grill is bent at the centre bottom. Is this a defect or that is how it is designed?,Its diffect,0,08-05-2022
B0982Y9C1C,Why emi available,For easy payment,0,08-05-2022
B0982Y9C1C,Which compress used,Inverter compressor used,0,07-06-2022
B0982Y9C1C,Why cooling not done,Good cooling..,0,21-05-2022
B0982Y9C1C,Is it frost free?,Nope,0,08-05-2022
B0982Y9C1C,Backsite panel coverd or open,Open,0,08-05-2022
B0982Y9C1C,On which date should i pay the emi?,Depend your bank policy..,0,21-05-2022
B0982Y9C1C,What if this is delivered broken or damage body? Is this will be replace without any extra cost and without extra transportation charges?,Is it replaced before accepting. at delivery.,0,07-06-2022
B0982Y9C1C,"Hi, please revert on urgent basis. I have 190litre fridge which I like to exchange however on the left exterior wall there is dent.can I exchange .",Not exchange offer given,0,07-06-2022
B0982Y9C1C,water leakage problem,No,0,07-06-2022
B0982Y9C1C,Refrigerator key include or not,Yes.,0,15-04-2022
B0982Y9C1C,How to put legs of the fridge. I can't make sense out of it. I thought product was damaged,Call the service centre. You have to buy stand with Rs1000/-,0,14-04-2022
B0982Y9C1C,Written here 1195 centimetres height is that true?,Nice,0,17-07-2022
B0982Y9C1C,Which year model,Super,0,17-07-2022
B0982Y9C1C,Backside coiled are closed or not?,Exlent,0,17-07-2022
B07G5YV3LC,Will it work for samsung 700 l (rs72r5001m9tl) side-by-side fridge?,It adjustable so it should work.,0,28-06-2022
B07G5YV3LC,Hi will this product can use for Samsung 394 ltr refrigerator,Yes it should work as it is adjustable we. Can adjust accordingly to our requirements.,0,31-05-2022
B07G5YV3LC,Is this suitable for semi automatic washing machine,No.,0,28-06-2022
B07G5YV3LC,Is it suitalbe for symphony storm 100 litre cooler?,Very very bad,0,21-07-2022
B07G5YV3LC,Is it available height/depth in 9 inches,No,0,21-07-2022
B07G5YV3LC,Is it suitalbe for symphony storm 100 litre cooler?,Yes sir its suitable,0,22-07-2022
B08SBSL8Y2,Is it convertible,No it is not convertible.,0,27-06-2022
B08SBSL8Y2,Is model m 1°c pr bottle m pani cool hone m kitna time lgta h,less than 5 mins.,0,15-06-2022
B08SBSL8Y2,When your engineer comes for demo,next day,0,15-06-2022
B08SBSL8Y2,Stabilizer needed in 2021 model?,No,0,12-06-2022
B08SBSL8Y2,Does 2.25lt cool drink fit vertically ??,Yes,0,10-06-2022
B08SBSL8Y2,What is the loading capacity ?,it's written 253 L but it feels like 200 L give or take,0,02-06-2022
B08SBSL8Y2,what is the power consumption?,Haven't checked it yet as the fridge is just over a month old.,0,20-05-2022
B08SBSL8Y2,This colour is in matt finish or in glossy?,Glossy,0,26-05-2022
B08SBSL8Y2,Manufacturing year ?,2021,0,26-05-2022
B08SBSL8Y2,Can i bay this ref in this year,yes you can,0,02-06-2022
B08SBSL8Y2,compressor power in watts?,depends on the star rating,0,02-06-2022
B08SBSL8Y2,How to convert freezer to fridge,Available only in convertible models,0,08-05-2022
B08SBSL8Y2,year of manufacture,2021,0,08-05-2022
B08SBSL8Y2,"Are you providing open box inspection upon delivery, installation not required?","Be sure to inspect any physical damage on delivery by opening ,later when Samsung comes for trial then it will be difficult to return because amazon will say you accepted delivery and gave code,Samsung will say delivery damages are not covered by Samsung…so u will be caught in between..inspect thoroughly physical damage by microscopesee less",0,27-04-2022
B08SBSL8Y2,Is extended  warranty  helpful?,if you face frequent voltage fluctuations,0,30-04-2022
B08SBSL8Y2,Is extended warranty  hèlpful?,nope,0,30-04-2022
B08SBSL8Y2,Can i buy it in installment?,sure. emi option is available,0,30-04-2022
B08SBSL8Y2,Is return option available?,yes,0,30-04-2022
B08SBSL8Y2,"Need delivery at my society Ajnara homes greater Noida west pin code 201318, it is showing not available in this area, any reason??",Check with other sellers,0,08-05-2022
B08SBSL8Y2,"what is power , watts  , kwhr/yr ?",Varies from model to model. Check the description,0,08-05-2022
B08SBSL8Y2,Is it double door or single door?,Double door,0,10-04-2022
B08SBSL8Y2,Does the installation required from Samsung executive or we can open the item,You can inspect the product(dent/colour) at delivery time if ok you can pluge in after 2/3 hours after delivery because of cooling gas.,0,07-04-2022
B08SBSL8Y2,Cash on delivery is not supported but i get it ob cash on delivery,No,0,08-05-2022
B08SBSL8Y2,I get it cash on delivery method,No,0,08-05-2022
B08SBSL8Y2,Does this refigerator works on  850VA  single battery home inverter? What is the maximum starting current  or wattage of this refegerator?,yes,0,15-06-2022
B08SBSL8Y2,Fridge side panels are too heating. Is there any prblm,"Side panels were heating,and there is no cooling effect on refrigerator side",0,10-04-2022
B08SBSL8Y2,Can I get cod with pin 711302,Please check it in delevery options,0,25-06-2022
B08SBSL8Y2,Payment is cancelled? When i get my refund back,contact customer care service,0,15-06-2022
B08SBSL8Y2,Double door fridge 2022,this is the best,0,15-06-2022
B08SBSL8Y2,Is fresh room compartment is a closed box with or is it just a open box?,Open box like ....depend on your uses,0,09-07-2022
B08SBSL8Y2,For how long fruits and vegetables are kept fresh?,I hv tried for around a week... No problem.... More than that i hv not tired,0,17-07-2022
B08SBSL8Y2,"Whats the procedure for installation, incase if we go ahead and buy this?",Simply follow the instructions. A technician from the company will visit for installation.,0,18-07-2022
