ASIN,Question,Answer,Votes,Date
24274,Does it contain sulfate?  ," this product contains sulfate.
Hope that you find the solution to your advantage.   
Thank you for shopping at Nykaa!
",55,10-01-2016
24274,What is the quantity of the bottle?,,2,10-08-2015
72158,Is this shampoo good for chemically smoothened hair?," you can use this product for your hair. 

Hope that you find the solution to your advantage. 
Thank you for shopping at Nykaa!
",-1,19-08-2017
72158,Is this shampoo free from sulphates ?,,0,15-07-2017
10500,Does the shampoo have sulphates in it?,"

This shampoo does contain sodium laureth sulfate.

Here's the complete ingredient list:

Aqua/Water Sodium Laureth Sulfate Coco-Betaine Glycerin Glycol Distearate Propyleene Glycol Sodium Chloride Sodium Benzoate Hydroxypropyltrimonium Hydrolyzed Wheat Protein Sodium Acetate Sodium Hydroxide Phenoxyethanol Arginine Polyquaternium-10 Salicylic Acid Maltodextrin Limonene Linalool Benzyl Alcohol Benzyl SAlicylate 2-Olemido-1 3-Octadecanediol Isopropyl Alcohol Carbomer Serine Citronellol Euterpe Oleraca Fruit Extract Citric Acid Glutamic Acid Hexylene Glycol Hexyl Cinnamal Parfum/Fragrance

Happy Shopping!

",0,05-01-2021
10500,Is this an anti-hairfall shampoo?,"

L'Oreal Professionnel X Tenso Care Pro Shampoo is infused with the Pro-Keratin + Incell complex that will nourish your hair to detangle it and add shine. It also protects your hair from extreme weather and pollution. So the brand does not make any claims being able to arrest hair loss.

However L'Oreal Paris Fall Resist 3X Anti-Hairfall Shampoo claims to reduce hair fall by 90%. It is enriched with arginine essence that minimizes hair fall and breakage and helps the hair in gaining volume. It also nourishes the hair from root to tip.

We would recommend you to use this shampoo along with the L'Oreal Paris Fall Resist 3x Conditioner for best results.

Shop for it here: <a href=https://bit.ly/2Eh0z6G>https://bit.ly/2Eh0z6G</a>

Hope this resolves your query.

Happy Shopping!

",0,18-09-2020
10500,Can I use this shampoo everyday?,"

As such you should be able to use this shampoo every day. The brand claims that this is a non-drying formula that cleanses hair gently and replenishes moisture. 

However we do not recommend washing your hair every day unless absolutely necessary. Daily cleansing can dry out your hair and leave it coarse. If you must wash your hair every day we strongly recommend opting for a sulfate-free shampoo which is less likely to strip the moisture from your hair. Discover Nykaa's range of sulfate-free shampoos here: <a href=https://bit.ly/2WQB1nC>https://bit.ly/2WQB1nC</a>

Hope this resolves your query.

",0,20-05-2020
10500,Is the shampoo paraben free?,"

L'Oreal Professionnel X-Tenso Care Pro-Keratine + Incell Shampoo does not contain parabens. The ingredients for this shampoo are as below:

Aqua Sodium Laureth Sulphate Coco-Betaine Glycerin Glycol Distearate Propylene Glycol Sodium Chloride Sodium Benzoate Hydroxypropyltrimonium Hydrolyzed Wheat Protein Sodium Acetate Sodium HydroxidePhenoxyethanol Arginine Polyquaternium-10 Salicylic Acid Maltodextrin Limonene Linalool Benzyl Alcohol Benzyl Salicylate 2-Oleamido-1 3-Octadecanediol Isopropyl Alcohol Carbomer Serine Citronellol Euterpe Oleracea Fruit Extract Citric Acid Glutamic Acid Hexylene Glycol Hexyl Cinnamal Parfum/Fragrance

Hope this resolves your query.

",0,14-05-2020
10500,Is this shampoo sulphate free?,"

L'Oreal Professionnel X Tenso Care Pro Shampoo is infused with the Pro-Keratin + Incell complex that will nourish your hair to detangle it and make it shine with health. It also protects your hair from extreme weather and pollution. However it is not free from sulphates.

Here is the complete ingredient list: Aqua Sodium Laureth Sulphate Coco-Betaine Glycerin Glycol Distearate Propylene Glycol Sodium Chloride Sodium Benzoate Hydrolyzed Wheat Protein Sodium Hydroxide Arginine Salicylic Acid Limonene Linalool Benzyl Salicylate Benzyl Alcohol Carbomer Serine Butylphenyl Methylpropional Citronellol Euterpe Oleracea Fruit Extract Citric Acid Glutamic Acid Hexylene Glycol Hexyl Cinnamal Parfum/Fragrance

Hope this resolves your query.

",1,11-10-2019
18402,Does it help to stop hair fall?,"

This L'Oreal Professionnel shampoo is specially formulated to smoothen and improve the quality of extremely damaged hair. This will help prevent breakage and split ends that lead to hair loss.

For your concern you can check out the Nykaa buying guide for hair fall treatment: <a href=http://bit.ly/34EiDQ5>http://bit.ly/34EiDQ5</a>

Hope this resolves your query.

",0,30-11-2019
18402,I permed my hair a few days back. Can I use this product for after care?,"

L'Oreal Professionnel Absolut Repair Lipidium Shampoo works well on chemically treated hair. You can use it along with L'Oreal Professionnel Serie Expert Absolut Repair Lipidium Masque to keep your hair healthy and free of damage. You can buy the hair mask here: <a href=http://bit.ly/2P47phj>http://bit.ly/2P47phj</a>

Hope this resolves your query.

",0,29-11-2019
18402,Is there a bigger bottle of this shampoo?,"

This product is available in one standard quantity that is 250 ml that is directly sourced from the brand.

Hope this resolves your query.

",0,08-11-2019
18402,I just applied hair colour. Can I use this shampoo? And is this sulphate free?,"

The ingredients of L'Oreal Professionnel Absolut Repair Lipidium Shampoo are as below:

Aqua / Water Sodium Laureth Sulfate Coco-Betaine Glycerin Glycol Distearate Sodium Chloride Amodimethicone PPG-5-Ceteth-20 Dimethicone Sodium Benzoate Polyquaternium-6 Salicylic Acid Carbomer Linalool Trideceth-6 Lactic Acid Hexyl Cinnamal Limonene Cetrimonium Chloride 2-Oleamido-13-Octadecanediol Hydrolyzed Corn Protein Hydrolyzed Soy Protein Hydrolyzed Wheat Protein Polyquaternium-51 CI 19140 / Yellow 5 CI 15985 / Yellow 6 Sodium Hydroxide Citric Acid Parfum / Fragrance.

As you can see this shampoo contains Sodium Laureth Sulfate so it is not sulfate free. For coloured hair we recommend L'Oreal Professionnel Series Expert A-OX Vitamino Color Shampoo that is formulated for coloured hair and will keep your colour fresher for longer. Buy it here: <a href=https://bit.ly/2WfhN8Z.>https://bit.ly/2WfhN8Z.</a>

Hope this resolves your query.

",0,24-10-2019
18402,Is this product paraben and sls free?,"

This product is free of parabens however it does contain sulphates.

Hope this resolves your query.

",0,29-09-2019
1323563,Can it be used after a keratin treatment?,"

L'Oreal Professionnel X-Tenso Care Sulfate free Shampoo is free of sulfates and can be used on  chemically treated hair. However please consult your salon professional prior to using it.

Happy Shopping!

",0,13-04-2021
10506,How is the L'Oreal Paris Serie Expert A-Ox Vitamino Color Shampoo different from the L'Oreal Paris Resveratrol Vitamino Color Shampoo? Which is better?,"

L'Oreal Paris Serie Expert A-Ox Vitamino Color Shampoo is infused with an antioxidant complex and UV filters that together help to increase shine in your coloured hair. It helps to prolong the hair colour and protects hair from UV damage. 

On the other hand LOreal Professionnel Series Expert Resveratrol Vitamino Color Shampoo is infused with resveratrol which is a powerful polyphenol and helps to protects the color from fading fast. The brand claims that this shampoo can stop your hair colour from fading for 8 weeks*. It also protects the hair fiber from damage. This shampoo does not offer UV protection for coloured hair.

*Instrumental test shampoo + conditioner

Happy Shopping!

",0,30-03-2021
10506,Is this SLS-free?,"

This shampoo contains sodium laureth sulphate (SLS).

Hope this resolves your query.

",0,04-03-2020
10506,I'm worried if I got the original product. Because the smell is slightly different from the other L'Oreal Professional products I've used. How do I check the authenticity of the product I received?,"

We at Nykaa are fully dedicated to our customers’ satisfaction. Rest assured that Nykaa products are 100% genuine and authentic. We do not accept any grey market products. We only buy our inventory from authorized distributors of the brand.

Hope this resolves your query.

",0,24-02-2020
10506,Can I use this shampoo on keratin treated hair? Also what conditioner should I use with this?,"

This is shampoo formulated to be used on color treated hair. For your concern we recommend you to try 'LOreal Professionnel X-Tenso Care Pro-Keratine + Incell Shampoo' and 'L'Oreal Professionnel X-Tenso Care Masque' as they are especially designed for chemically treated hair with Pro-Keratin technology that helps in reconstructing the hair texture.

You can buy them here: <a href=https://bit.ly/38iVJji>https://bit.ly/38iVJji</a> (Shampoo)
<a href=https://bit.ly/2Sj31xG>https://bit.ly/2Sj31xG</a> (masque)

Hope this resolves your query.

",0,09-02-2020
10506,What is the quantity?,"

The quantity of this shampoo is 300ml.

Hope this resolves your query.

",0,08-02-2020
72164,"Can this product be used to straighten my hair?
Is this only for making hair silky?"," they will make your hair silky and smooth.  

Hope that you find the solution to your advantage. 
Thank you for shopping at Nykaa!
",10,09-12-2016
72164,Is the keratin cream available as a separate product?,,5,02-12-2016
72164,"What is the sequence of using masque, shampoo and serum of L'oreal X-Tenso care?"," after that you go for the masque application. Once this is done you apply youir serum on semi damp hair.

Hope that you find the solution to your advantage. 
Thank you for shopping at Nykaa!
",-1,20-11-2016
72164,How do I use to the L'Oreal x-tenso care masque?Is the L'Oreal Xtenso Care and masque similar?,,6,20-11-2016
10495,Could tell me the quantity of this product?,"

This is a 300 ml bottle of L'Oreal Professionnel Expert Density Advanced Shampoo.

Happy Shopping!

",0,29-09-2020
10495,Can I use this shampoo daily? I am facing less volume and have hair fall.,"

L'Oreal Professionnel Expert Density Advanced Shampoo is intended for thinning hair. It may improve the density of your hair and build volume but it is unlikely to help with hair fall issues. 

We'd also like to add that hair fall can happen due to illness stress lack of protein in the diet and hormonal changes among many other reasons. We recommend you speak to a trichologist to get the best and most personalised advice and to understand the underlying reason behind your hair loss.

Hope this resolves your query.

Happy Shopping!

",0,14-09-2020
10495,My hair is getting thin. Will this shampoo help to get back my thick hair?,"

This L'Oreal Professionnel shampoo is formulated to build volume and add density. 

We'd also like to add that hair thinning can happen due to illness stress lack of protein in the diet and hormonal changes among many other reasons.

If you do not see a change in your hair after using this shampoo for 3 months do visit a trichologist to understand the underlying reason behind your hair loss.

Hope this resolves your query.

",0,25-01-2020
10495,I have very thin hair with oily scalp and dry lengths and don't have any volume. Will this shampoo work?,"

This shampoo is suitable for your concern as it is a densifying shampoo for fine hair which helps nourish the roots and restore vitality to thinning hair.

Hope this resolves your query.

",0,14-01-2020
10495,I have a dry scalp and hairfall problems. Will this product suit me?,"

L'Oreal Professionnel Expert Density Advanced Shampoo is intended for thinning hair. It may improve the density of your hair but it is unlikely to help with dry scalp issues. Do consider using a hair oil to nourish your scalp at least once or twice a week.

We recommend you speak to a trichologist to get the best and most personalised advice. 

Hope this resolves your query.

",0,02-01-2020
10499,Is this shampoo sulphate and paraben free?,"

LOreal Professionnel Liss Unlimited Prokeration Shampoo is enriched with the goodness of argan and olive oils to keep your hair smooth and shiny. This shampoo is paraben-free but contains sodium laureth sulfate (SLES).

Here's the complete ingredient list:

Aqua/Water Sodium Laureth Sulfate Disodium Cocoamphodiacetate Glycol Distearate Polyquaternium-10 Hexylene Glycol Disodium Ricinolramido Mea-Sulfosuccinate Sodium Chloride Ceteareth-60 Myristyl Glycol Cocamide MEA Sodium Benzoate Salicylic Acid Hexyl Cinnamal Glutamic Acid Butylphenyl Methylpropional Serine Hydroxypropyltrimonium Hydrolyzed Wheat Protein Oenothera Biennis Oil/Evening Primrose Oil Aleurites Moluccana Nut Oil/Aleurites Moluccana Limonene Sodium Hydroxide Citric Acid Parfum/Fragrance C160505/2

Happy Shopping!

",0,06-12-2020
10499,Can I use this shampoo for my straight hair?,"

L'Oreal Professionnel Liss Unlimited Prokeration Shampoo has Oil Incel technology that hydrates and moisturizes while its Polymer AR technology prevents excess hair humidity. This hair cleanser keeps hair smooth and straight and can be used by people with normal and straight hair.

Happy Shopping!

",0,03-11-2020
10499,"I have dandruff and hair fall. Which shampoo, conditioner and serum would you recommend?","

Hair fall and dandruff can occur due to various reasons. Dandruff forms on the scalp due to dryness and flaky skin. It isn't the primary cause of hair fall but the itchiness caused by dandruff and the continuous scratching can lead to hair follicles getting damaged thus leading to hair fall.  

LOreal Professionnel has a variety of ranges of products that help tackle both dandruff and hair fall. You can shop for them here:

",0,07-03-2020
10499,Does this shampoo work for hairfall?,"

L'Oreal Professionnel Liss Unlimited Shampoo is formulated with argan oil and olive oil to arrest hair fall that occurs due to breakage. The Polytensium technology mimics the hair's ceramides to strengthen and smoothen. If your hair loss is triggered by damage this shampoo is a good product to add to your haircare routine. 

We'd also suggest that you complement this shampoo with a healthy diet and lifestyle. If your hair fall persists through 3-6 weeks see a trichologist to identify the reason behind it.

Hope this resolves your query.

",0,23-10-2019
10499,I have done both keratin and smoothening treatments. Will it this help me?,"

This L'Oreal Professionnel shampoo contains sulphates which can reduce the life your chemical treatment. 

However you can choose from these sulphate-free shampoos by L'oreal Professionnel on Nykaa that are safe for chemically-treated hair: <a href=http://bit.ly/2keSjKq>http://bit.ly/2keSjKq</a>

Hope this resolves your query.

",0,12-09-2019
208219,Not sure if I received the orignal product?,"

We at Nykaa are fully dedicated to our customers’ satisfaction. Rest assured that Nykaa products are 100% genuine and authentic. We do not accept any grey market products. We only buy our inventory from authorized distributors of the brand.

Hope this resolves your query.

Happy Shopping!

",0,14-07-2020
208219,Is it sulfate and paraben free?,"

This shampoo does contain sulphates; however it is paraben free.

Hope this resolves your query.

",0,24-02-2020
208219,Will it stop hairfall ?,"

This product is suitable for your concern as it strengthens fragile hair. This inforcer reinforcing shampoo is designed to target breakage and split ends leaving hair soft and healthy. With continued use the Inforcer Shampoo helps your hair to become more resistant and stronger. The shampoo is enriched with Biotin and B6 A "" known for their hair strengthening properties and it is precisely dosed in Vitamin B6 + Biotin to stop hair breakage and fall.

Hope this resolves your query.

",0,05-10-2019
208219,Is this shampoo suitable for keratin-treated hair?,"

This L'oreal Professionnel shampoo might not be suitable for chemically-treated hair but helps condition and replenish fragile and weak hair.

We recommend you to opt for L'Oreal Professionnel X-Tenso Care Pro-Keratin Shampoo. Formulated specially for chemically-treated hair this shampoo locks in the moisture while reconstructing the hair texture. You can buy it here: <a href=http://bit.ly/32gi5yz>http://bit.ly/32gi5yz</a>

Hope this resolves your query.

",0,26-08-2019
208219,Is this shampoo perfect for repairing damaged hair and reducing frizz? I also have a hairfall issue.,"

This Loreal Professionnel shampoo is designed to target breakage and split ends to keep hair soft and healthy. Infused with biotin and B6 compounds the shampoo provides gloss and lustre to hair while strengthening them. 

We recommend you to follow it up with the L'Oreal Professionnel Serie Expert B6+Biotin Inforcer Masque. This hair mask provides B6 vitamin-enriched boost with biotin to strengthen hair further and keep it silky and healthy.

You can buy it here: <a href=https://bit.ly/308OuX0>https://bit.ly/308OuX0</a>

Hope this resolves your query.

",0,10-08-2019
1162179,Is it sulfate and paraben-free?,"

L'Oreal Paris Dream Lengths Shampoo contains sulfates but no parabens. The full list of ingredients of this product is as follows:

Aqua Sodium Laureth Sulfate Cocamidopropyl Betaine Dimethicone Sodium Chloride Parfum Ci 77891 Guar Hydroxypropyltrimonium Chloride Niacinamide Ricinus Communis Seed Oil Mica Coco-Betaine Sodium Benzoate Sodium Hydroxide Hydroxycitronellal Hydrolyzed Corn Protein Hydrolyzed Soy Protein Hydrolyzed Wheat Protein Hydroxypropyltrimonium Hydrolyzed Wheat Protein Phenoxyethanol Steareth-6 Acetic Acid Peg-100 Stearate Trideceth-10 Trideceth-3 Salicylic Acid Limonene Fumaric Acid Panthenol Benzyl Salicylate Linalool Benzyl Alcohol Amodimethicone Alpha-Isomethyl Ionone Carbomer Geraniol Citric Acid Citronellol Coumarin Hexylene Glycol Hexyl Cinnamal Glycerin Glycol Distearate.

Happy Shopping!

",0,21-04-2021
1162179,Is the Loreal Paris Dream Length Range suitable for chemically treated hair?,"

L'Oreal Paris Dream Lengths Shampoo is recommended for dry and damaged mane.  For chemically treated hair it is recommended to use L'Oreal Professionnel X-Tenso Care Pro-Keratin + Incell Shampoo that can be bought here:  <a href=https://bit.ly/2RHAW5y>https://bit.ly/2RHAW5y</a>

Happy Shopping!

",0,13-04-2021
1162179,What is the entire ingredient list?,"

Find the entire ingredient list of this product below: 

Aqua Sodium Laureth Sulfate Cocamidopropyl Betaine Dimethicone Sodium Chloride Parfum Ci 77891 Guar Hydroxypropyltrimonium Chloride Niacinamide Ricinus Communis Seed Oil Mica Coco-Betaine Sodium Benzoate Sodium Hydroxide Hydroxycitronellal Hydrolyzed Corn Protein Hydrolyzed Soy Protein Hydrolyzed Wheat Protein Hydroxypropyltrimonium Hydrolyzed Wheat Protein Phenoxyethanol Steareth-6 Acetic Acid Peg-100 Stearate Trideceth-10 Trideceth-3 Salicylic Acid Limonene Fumaric Acid Panthenol Benzyl Salicylate Linalool Benzyl Alcohol Amodimethicone Alpha-Isomethyl Ionone Carbomer Geraniol Citric Acid Citronellol Coumarin Hexylene Glycol Hexyl Cinnamal Glycerin Glycol Distearate.

",0,11-04-2021
1162179,What are the ingredients of this product?,"

The full ingredient list of L'Oreal Paris Dream Lengths Shampoo is as follows:

Aqua Sodium Laureth Sulfate Cocamidopropyl Betaine Dimethicone Sodium Chloride Parfum Ci 77891 Guar Hydroxypropyltrimonium Chloride Niacinamide Ricinus Communis Seed Oil Mica Coco-Betaine Sodium Benzoate Sodium Hydroxide Hydroxycitronellal Hydrolyzed Corn Protein Hydrolyzed Soy Protein Hydrolyzed Wheat Protein Hydroxypropyltrimonium Hydrolyzed Wheat Protein Phenoxyethanol Steareth-6 Acetic Acid Peg-100 Stearate Trideceth-10 Trideceth-3 Salicylic Acid Limonene Fumaric Acid Panthenol Benzyl Salicylate Linalool Benzyl Alcohol Amodimethicone Alpha-Isomethyl Ionone Carbomer Geraniol Citric Acid Citronellol Coumarin Hexylene Glycol Hexyl Cinnamal Glycerin Glycol Distearate.

Happy Shopping!

",0,21-03-2021
1162179,"Is the product free from parabens, sulphates and artificial colorants ?","

L'Oreal Paris Dream Lengths Shampoo contains a power cocktail of keratin castor oils and vitamins. However it does contains sulfates. The full ingredient list is as follows:

Aqua Sodium Laureth Sulfate Cocamidopropyl Betaine Dimethicone Sodium Chloride Parfum Ci 77891 Guar Hydroxypropyltrimonium Chloride Niacinamide Ricinus Communis Seed Oil Mica Coco-Betaine Sodium Benzoate Sodium Hydroxide Hydroxycitronellal Hydrolyzed Corn Protein Hydrolyzed Soy Protein Hydrolyzed Wheat Protein Hydroxypropyltrimonium Hydrolyzed Wheat Protein Phenoxyethanol Steareth-6 Acetic Acid Peg-100 Stearate Trideceth-10 Trideceth-3 Salicylic Acid Limonene Fumaric Acid Panthenol Benzyl Salicylate Linalool Benzyl Alcohol Amodimethicone Alpha-Isomethyl Ionone Carbomer Geraniol Citric Acid Citronellol Coumarin Hexylene Glycol Hexyl Cinnamal Glycerin Glycol Distearate.

Happy Shopping!

",0,10-03-2021
10970,Is this sulphate and paraben free?,"

This product is free from parabens however it does contain sulphates. 

Find the complete ingredient list below: 

Water Sodium Laureth Sulfate Cochetaine Dimethicone Glycol Distearate Sodium Chloride Gum Hydroxypropyltrimonium Chloride Lactic Acid Sodium Benzoate Sodium Hydroxide Ppg-5-ceteth-20 Salicylic Acid Polyquaternium-7 Limonene Linalool 8Enzyl Salicylate 8Enzyl Alcohol 2-0Leamido-13-0Ctadecanediol Fragrance Carbomer Butylphenyl Methylpropional Citric Acid Hexyl Cinnamal (Ell C16847713). 

Hope this resolves your query.

",2,09-02-2020
10970,Does it come with any free products - for e.g. a conditionor or a serum?,"

This shampoo does not come with any free products currently.

Hope this resolves your query.

",0,26-12-2019
10970,I'm facing dandruff and hair fall issues. Will this shampoo suit me?,"

This L'Oreal Paris shampoo claims to cure 5 issues like dryness roughness hair fall and split ends.

However to cure hair fall we recommend you to opt for these anti-hair fall and hair thinning formulas on Nykaa: <a href=http://bit.ly/2YvQRTQ>http://bit.ly/2YvQRTQ</a> 

Here's our buying guide to the best anti-dandruff shampoos: <a href=http://bit.ly/38qTGtE>http://bit.ly/38qTGtE</a>

Hope this resolves your query.

",0,09-12-2019
