ASIN,Question,Answer,Votes,Date
B07XD8G2HR,Can dim the bulb?,Yes we can dim the bulb and also change custom Colors.,0,30-04-2022
B07XD8G2HR,"Once we schedule the time in app, will it required the app installed mobile in same wifi network? if the device is far... ?",The mobile can be anywhere in the world but the smart bulb should be connected to wifi... You can turn it on from anyplace near or far,0,11-04-2022
B07XD8G2HR,Can i control from another house,Yes only if the bulb is connected to wifi,0,17-07-2022
B07XD8G2HR,How long the bulb last ?,I'm using approx from a year and nothing has happened to the bulb. Working properly.,0,17-07-2022
B07XD8G2HR,It’s Waterproof,Yes but I don't recommend you to dip it in the water.,0,23-07-2022
B07XD8G2HR,Can i use 13 hours per day,Yes. Can be kept on while charging . Discharge time is 4hrs.,0,27-07-2022
B07XD8G2HR,It automatically turns on and change colours due to changing voltages not good for indian conditions,It changes to colors of ur choice with the mobile app..na not thro changing voltages,0,28-07-2022
B07XD8G2HR,Ambent light,Will not recommend this as this bulb is not able to connect to wifi and there is no support from wiz app,0,01-08-2022
B07XD8G2HR,Can lit the bulb using the app while the switchis off ?,nope the switch should be always on to  control thru app 🥲 you need home broadband to work perfectly overall good light for 700rs,0,02-08-2022
B09M72TK2J,Why bulb flicker when power off,May be due to earthing fault or mains / live phase has gone directly to bulb & neutral phase through switch.,0,20-06-2022
B09M72TK2J,Whether available in yellow color?,No,0,20-06-2022
B09M72TK2J,Emergency bulb warrenty kitni hai,1,0,27-05-2022
B09M72TK2J,What is the warranty on this product?,Rechargeable  1 year warranty,0,08-05-2022
B09M72TK2J,Cash on delivery,Yes sure,0,08-05-2022
B09M72TK2J,It does not operate on inverter mode when power supply switch off,It's update automatically worked,0,08-05-2022
B09M72TK2J,Warranty number of years,No warranty,0,11-04-2022
B09M72TK2J,what lumen in main,up to 800 lumens on the main power line.,0,19-04-2022
B09M72TK2J,what lumen in battery,"50% lumen output on battery,",0,19-04-2022
B09M72TK2J,Generator back up ( manual) line also it works?,Automatically worked,0,08-05-2022
B09M72TK2J,Will it remain at 8 watts after the power goes off?,Yes,0,15-07-2022
B09M72TK2J,Is there any switch in bulb for turn it off,"No, their is no switch.",0,26-07-2022
B09M72TK2J,Is there any switch in bulb for turn it off,It's operaated from the main light switch .,0,28-07-2022
B0191QS9MO,is this thread bulb ?,Yes,0,21-04-2022
B09JZ1MSF6,How to keep the light in atomic switch on mode,It's not an automatic thing,0,03-07-2022
B09JZ1MSF6,Will it switch on atomic when power goes out,Noo it won't,0,03-07-2022
B09JZ1MSF6,What is the size of thr lamp,8 to 10 inch approx.,0,09-06-2022
B09JZ1MSF6,Does the light switch on immediately as the power goes of,8 to 10 8nch approx,0,09-06-2022
B09JZ1MSF6,In the video describing the product it was mentioned that the AC charging cable is included with the product. Is it really included or not?,Yes it is included.,0,27-05-2022
B09DGNTS7G,Is the light of the lamp replaceable?,yes,0,10-06-2022
B09DGNTS7G,"Can it aslo work without battery, or when the battery get damaged","This is USB-powered, not driven by battery.",0,19-04-2022
B09DGNTS7G,Does the brightness gets reduced as time passes by while discharging or it remains same until fully discharged?,No when battery discharged brightness will be decrease.,0,19-04-2022
B09DGNTS7G,Is the lamp adjustable only in a straight angle or is it rotatable adjustable as well?,It's adjustable in all the directions...360°,0,26-07-2022
B09DGNTS7G,For how much time will it last when fully charged and operated on minimum brightness?,On minimum brightness it'll last upto 4-5 hrs .. depending on daily use.,0,26-07-2022
B09DGNTS7G,I received the product without power cable. How can I get the cable. Without it it's not charging!,You can ask for the one in customer support.,0,26-07-2022
B09DGNTS7G,how long dose the lamp work after the  battery is fully charged,It works perfectly for about 3hrs when fully charged.,0,26-07-2022
B09DGNTS7G,Which model is better? Philips skyy or philips orbit??,"With the constant use of Philips orbit, I can say it is one of the best .",0,02-08-2022
B09DGNTS7G,Why the charger cable is not connecting ?,Connect by placy correct position of charging pin,0,02-08-2022
B09DGNTS7G,Battery fully charged but still not working without being plugged in usb.,Call to customer care,0,02-08-2022
B08YRM5B41,Can it produce darker colours like brown and black coloured lights?,NO this is cool blue and warm white only glow.,0,25-05-2022
B08YRM5B41,how do I claim warranty?,Call customers care,0,25-05-2022
B08YRM5B41,Is there is a rgbww version of this light?,"Currently it has only version of white colours. For multicolor, you can buy our other Wiz bulbs of 9w, 10w or 12w.",0,11-04-2022
B08YRM5B41,How many colours it supports ?,Cool white and warm white only,0,25-05-2022
B08YRM5B41,Does it work with the Smart Life app?,Yes it's working,0,27-07-2022
B07X922QQV,"I'll be on vacation , so the bulb can be controlled remotely?",Yes,0,29-06-2022
B07X922QQV,Fliker free?,Yes,0,28-06-2022
B07X922QQV,Does the new product work with 5Ghz WiFi network?,Yes. Will have to do manual pairing,0,28-06-2022
B07X922QQV,does this bulb support the apple home kit?,Yes,0,29-06-2022
B07X922QQV,"Can I control on off through a external switch or dimmer, and while doing so, will it retain its previous set colour that was done in the app?",Not sure about external dimmer. But using a switch is the same effect as a power failure. There is a setting in the app that controls the power failure behaviour.,0,03-06-2022
B07X922QQV,Can more than one bulb be controlled together as a group lighting?,"Yes, you can control them from Wiz application on your mobile and once setup is done on your phone you can add your family members too so that they can also use it, they just need to download the application. You can simply create rooms just like we create a folder for files and add number of bulbs in that room and like wise other rooms as well in the house.You can also setup a timer for all these bulbs to Turn ON and Turn OFF automatically. Never turn of the bulbs directly from main power switch, just control it from the Wiz Application so that It can automatically turn On and Off as per timer.In case of power cut it automatically connects with App and WiFi. When power will restore it, you just have to turn the bulb off from App.see less",0,02-06-2022
B07X922QQV,I have hue bridge and bulbs purchase from usa. if i buy these new bulbs and connect with usa hue bridge. is it going to work?,"I doubt, it will not work ,because you need to step down the voltage ed first as USAis supplying 110 volts ,",0,13-05-2022
B014IRNDEK,Can we use it during loadshedding???,NO,0,05-07-2022
B00UHF3XDO,How much watt bulb needed for a room of 10 x 10 feets?,9 watts,0,01-05-2022
B01N148DEG,"It was s rechargeble , in case it is how many hours it will glow",Not Rechargeable,0,13-05-2022
B01N148DEG,Is it alexa enabled ?,No,0,30-04-2022
B097MZ9SV3,Can we plug it to a regular bulb socket,worst product  power backup poor....warranty cant caim,0,19-04-2022
B07XQ3MQC7,Is it useful for a student to read when electricity's gone?,Useful but for only 15 minute.very poor battery backup,0,14-06-2022
B07XQ3MQC7,"Can it be used as emergency light, which switches on automatically during power failure","Nope, I don’t think so it’s more like a table lamp plus torch",0,07-06-2022
B07XQ3MQC7,Charing cable damage,There is no charging cable but a 2 pin plugin point,0,14-05-2022
B07XQ3MQC7,How will i know it is fully charged? I put it on charging and indicator is red ..Will indicator color change when it is fully charged  ?,No it doesn’t change color,0,14-05-2022
B07XQ3MQC7,Warnty years???,Six months warranty is there and 7days Regular Product replacement through amazon is there. thats all.,0,07-06-2022
B07XQ3MQC7,Is it returnable if not found suitable,Yes think so,0,14-05-2022
B07WHBT1BQ,can we change brightness of the light ?,Yes you can regulate nesss and even temprature.,0,09-06-2022
B07WHBT1BQ,Is it support Google home mini speaker?,It is WiFi & Alexa enabled I'm not sure about Google home but should work.,0,13-05-2022
B07WHBT1BQ,Does it have RGB colors,Yes,0,13-05-2022
B07WHBT1BQ,How much warranty,6mths,0,13-05-2022
B07WHBT1BQ,How many years of warranty,06 month's,0,13-05-2022
B07WHBT1BQ,It is colour tempreture changeable bulb?????,Yes,0,13-05-2022
B07WHBT1BQ,Does it work with Alexa?,Yes,0,13-05-2022
B07WHBT1BQ,Work with google nest mini,No experience with Google but should work,0,13-05-2022
B07WHBT1BQ,Can it work with smarlife or tuyasmart app ?,"No. It has its own app ""Syska smart home""""",0,19-07-2022
B07WHBT1BQ,Indoor  or  outdoor,One can use depending on the need we have installed outdoor.,0,31-07-2022
B01DNPUHA6,How much is Warranted period?,1 year,0,17-06-2022
B07ND7ZLVN,Is this light is not charging lights?,It doesn't require charging. It is a normal light bulb that can be fitted in a normal holder. It is powerful enough to light up an entire  room.,0,20-04-2022
B07ND7ZLVN,Is it rechable,no it is not rechargeable,0,31-07-2022
B07PG9Q4T7,Why this bulb blinks light when switch is off ?,"Go for replacement , bulb is defective.",0,05-07-2022
B07PG9Q4T7,how to turn it off immediately boss! don't want it to run on all the time after I turn off the wall switch and want to sleep!!! ?,This is not smart bulb,0,05-07-2022
B07PG9Q4T7,What happens on day time? How will we switch off the light?,By switch,0,05-07-2022
B07PG9Q4T7,Switch off करने पर भी जलेगा क्या?,Nhi,0,15-05-2022
B07PG9Q4T7,"When i turn off mcb, the bulb switched on, but when actual power cut happened, it was not working even though the switch was on. is it some default?",Switch off and switch on couple of times.,0,11-05-2022
B07PG9Q4T7,"I bought it in February but now it is bad, what should I do?","Only with AC volte brightness is more , otherwise its normal light",0,01-05-2022
B07PG9Q4T7,"Syska 7 watts b22 led white emergency bulb, pack of 1 sold by: etrade online return eligible through 05-mar-2022   500.00 new","May be, if you have preserved original Amazon packing.",0,11-05-2022
B07X7JYPJS,while charging it's brightness increases..Can i use it while charging it all the time??,"Yes, definitely bro...",0,28-06-2022
B07X7JYPJS,How many hours of battery life on different modes of lighting?,2:30hrs approximately high mode,0,13-06-2022
B07X7JYPJS,Can i run this lamp on AC??,"No need to waste your money onthis product, that's all I say.",0,19-05-2022
B07X7JYPJS,Just received the lamp. But It does not turn on. I've also tried turning it on by connecting it to the power supply.,Don't waste your money,0,19-05-2022
B07X7JYPJS,Can we charge this lamp with 32W mobile charger.. plzz reply,No,0,19-05-2022
B07X7JYPJS,Is this glare free ?,No,0,19-05-2022
B07X7JYPJS,Do you provide charger for charging. If not then which charger to use?,No charger.,0,02-06-2022
B07X7JYPJS,When stock will  available,Yess,0,28-06-2022
B07X7JYPJS,Battery backup time,i have not used it continiously. But can give approx 5 to 6 hours.,0,10-07-2022
B08BKX2XMY,Is it white light or yellow light?,White,0,21-06-2022
B08BKX2XMY,Can the light be changed?,Yes it's brightness can be adjusted but colour can't be changed. But has a very less backup time( less than 2 hours),0,06-06-2022
B08BKX2XMY,Is syska tl 751 8l better than this one?,"Yeah absolutely i fell it is better , syska one is very bright ..",0,28-05-2022
B08BKX2XMY,Battery backup ?,"At full brightness will give u around 30 min backup , I will recommend to use continous power supply",0,24-05-2022
B08BKX2XMY,Return the product,"Its an amazing product, return for what?",0,07-06-2022
B08BKX2XMY,Can we use it in charging,Yes,0,24-05-2022
B08BKX2XMY,What is its total height from bottom to top,approx. 1 and half ft.,0,07-06-2022
B08BKX2XMY,"Does it have cool white and warm white options? Which one, if only one is available",have only warm white light option.,0,30-04-2022
B08BKX2XMY,How to see if it is fully charged ?,"there is no option how to see, but its take 6 - 7 Hrs. to fully charge.",0,30-04-2022
B08BKX2XMY,How many days for delivery?,"Depends on your location and availability, check with your PIN code.",0,30-04-2022
B08BKX2XMY,Is battery covered in warranty ?,6 months.,0,30-04-2022
B08BKX2XMY,Service centre mobile number to repair,Check on Syska site.,0,30-04-2022
B08BKX2XMY,How can i repair it bcoz its touch controls are not working. i have bought it 6-7 months ago.😭😭😭,Contact syska service center.,0,30-04-2022
B08BKX2XMY,There is no charging cable in my box,Contact Seller or retailer.,0,30-04-2022
B08BKX2XMY,What's the Lumen for the lights?,upto 6000,0,30-04-2022
B08BKX2XMY,what is the life span of this Led bulb?,Years of years.,0,30-04-2022
B08BKX2XMY,Battery is replaceable,yes.,0,30-04-2022
B08BKX2XMY,"As it claims, 9 hours of easy usage on medium adaptability, how accurate is that? Also can i use the lamp while it's on charging mode?",I have been using the lamp while charging as I need it to be on high setting. However not sure about the long term effects of such usage,0,12-07-2022
B00W94GPTU,Do you have warranty and how long,No there is no warranty on it .actually they r cheep bulbs. I no money wasting but when u go market every one says his one is best .fed up and went this road. Came on time and so for waking ok,0,22-06-2022
B00W94GPTU,Warranty kitni hai?,1 year,0,30-07-2022
B08BKWMBBJ,Is it fire resistant?,Obviously NOO!!,0,30-05-2022
B08BKWMBBJ,Which is better Syska 12w or Philps 12w,both are better go for better price,0,21-05-2022
B08BKWMBBJ,After delivery how much time limit to return this,"You will get only 7 days for return, and replacement. Don't replace it, just return it. Syska is the worst product.",0,21-05-2022
B08BKWMBBJ,How to connect syska with another device,"You can only connect Syska With Google Assistant, Alexa, and IFTT(a bit complex).",0,21-05-2022
B08BKWMBBJ,Hi so I have changed my wifi and the bulb is not reacting to that. It shows offline. I have tried to reset it and then connect but it does not repond.,"Steps to Fix it:-Step 1: Switch ON and OFF the bulb THREE times (Check The bulb is blinking Rapidly)Step 2: Open The AppStep 3: Remove the device from the listStep 4: Now try to Setup the bulbNOTE: If your WiFi is a 5g router, then it will not connect, because this bulb only supports 2.4 GHz wifi band. To connect it with wifi, you have to change band in wifi router settings.see less",0,21-05-2022
B08BKWMBBJ,The colours are not changing,Try reset it.,0,21-05-2022
B08BKWMBBJ,my bulb not working how to get replacement,Search on Youtube.,0,21-05-2022
B08BKWMBBJ,How to integrate with Home Assistant?,Depends on which assistant you want to use. check the user manual of the manufacturer.,0,21-05-2022
B08BKWMBBJ,It shows ‘device connection timeout’. How can it be fixed?,"Try to connect the bulb by keeping the Phone and bulb near the router in the same room as near as possible. after successful pairing, you can change the room.",0,21-05-2022
B08BKWMBBJ,Without router can we control LED bulb with   mobile wifi?,"Yes, but you will need two devices. One for hotspot, one for connecting the bulb. Note -  you cannot connect the bulb using one machine, as the second device will do the job of a WiFi router.",0,21-05-2022
B08BKWMBBJ,Is it compatible with Google home nest mini?,Yes,0,25-07-2022
B08BKWMBBJ,Is it compatible with Google home nest mini?,Yes,0,28-07-2022
B08BKWMBBJ,Cover already open and no proper response my order please rectify my order,Just Return it,0,28-07-2022
B08BKWMBBJ,"I can take legal against compny and amazon , regarding bed services?",just for 300 Rs bulb. Just return or replace it. Don't take such decisions,0,28-07-2022
B08BKWMBBJ,Haw can i contect to customer care to regarding warranty ?,Search  contact us in amazon app,0,28-07-2022
B08BKWMBBJ,Can i operate it with multiple mobile phones??,Yes,0,03-08-2022
B0774LDZ2V,वारंटी कहां से मिलेगी,Syska company se,0,21-05-2022
B0774LDZ2V,What bulb today,Nice,0,22-07-2022
B0774LDZ2V,We have ordered pack of 6 but received only 5 and one empty box .,Return it.,0,02-08-2022
B0774LDZ2V,amazon par warranty hai to wapas nahi kar sakte hain kya,Kar sakte ho.,0,02-08-2022
B0774LDZ2V,How to claim warranty?,Call syska customer support.,0,02-08-2022
B0774LDZ2V,Warnti kon dega,Syska.,0,02-08-2022
B08BKWMMBP,can we use this when charging on,Yes! Use it always charging on. It just works  like inverter when no electricity it continued lightning your desk for hr.,0,12-05-2022
B08BKWMMBP,How mah of its battery?,Almost 1 hr max with full brightness.,0,12-05-2022
B08BKWMMBP,How to know battery fully charged..i charged more than 6 hours but still charging light on,It doesn't indicate full charge ........light will always on if you put it on charging ............u should charge it six to seven hours......,0,30-04-2022
B08BKWMMBP,Whom to conntact for any issue during warranty period,Syska Toll Free Number 1800-102-8787,0,27-04-2022
B08BKWMMBP,Battery backup?,4 h,0,13-04-2022
B08BKWMMBP,What is the height of the stand of the light?,25cm,0,26-07-2022
B08BKWMMBP,"I need to get an Invoice for the order,",You would raise one from the order section in your profile,0,26-07-2022
B08BKWMMBP,Return policy or not,"Yes available, but again it depend on the seller",0,26-07-2022
B08BKWMMBP,Can I use it during charging time?,Yes of course,0,26-07-2022
B08BKWMMBP,Can we use syska led with Direct current always ? Is it harmful for the battery life or the quality of the led ?,"I m using like that, since the battery back up is not that good",0,26-07-2022
B08BKWMMBP,How to avail warranty,Call customer care for more info,0,26-07-2022
B08H6BJF8Y,Is this product chargeable,No not chargeable. It is normal tube light.,0,15-04-2022
B08H6BJF8Y,Is it charging tube,No,0,11-04-2022
B08H6BJF8Y,Does product have warranty?,"Yes,One year warrenty",0,11-04-2022
B08H6BJF8Y,How can i claim my warranty . And also i have mail bajaj 10 days ago no reply at please help me hiw can i get warranty,You better contact the Amazon customer care service to know the details about claiming the warrenty,0,11-04-2022
B08H6BJF8Y,I had bought this product and delivered. 3 august but after 14 august about 18 august product is fused and i have 1 year warranty from bajaj,You claim warrenty through registering with company website or with Amazon customer care service,0,11-04-2022
B08H6BJF8Y,its a inverter light or nor,No,0,11-04-2022
B08H6BJF8Y,is this a tubelight ? can be used in normal plate,It doesn't require plate. It came with 2 clips just put them on wall and it's fixed,0,15-04-2022
B01JOHQJMM,what is the power factor of the bulb? is it more than 0.9?,Yes off course power factor should be above 0.9 to low power consumption.,0,25-05-2022
B0866HY6B3,"If needed, how can the battery be replaced?",By openning its base  but it hasnt need to be replaced uptill now about one year,0,11-06-2022
B08TWT2DQ3,Does it come with warranty card,No,0,25-05-2022
B08TWT2DQ3,Is charger included?,Yes with Charging Wire,0,25-05-2022
B09RVYZM3W,Does it come with Warranty??,1yr warranty,0,02-07-2022
B09RVYZM3W,Is both are inveter bulbs and how much period of warrenty for both bulbs.,1yr,0,02-07-2022
B09RVYZM3W,How to on when light go how it on automatically or have any switch,It's automatically on when power off no need to enable/off switch,0,22-06-2022
B07SGCDWL5,May it use as regular bulb?,"Yes. A very useful product. When power goes off the brightness is about half and when it is restored, the bulb glows at normal brightness. You can switch on and off even when the power supply is not there.",0,26-05-2022
B07SGCDWL5,will the bulb damaged / fused if it is wet by rain water while using on outdoors?,This bulb is not compatible to be used in outdoors,0,19-04-2022
B07SGCDWL5,will the bulb got fuse if wet by rain water or not?,"yes, it will",0,19-04-2022
B07SGCDWL5,Can I use it at open area? outdoor? will it work under rain water?,"yes, It will work in open area but brightness will not be sufficient. 10W is less for open area.",0,18-04-2022
B07SGCDWL5,"Bulb not powering off with button off, tried in 3 different holders, when power button on glows more and button off glows less.","It is wireing problem check  phase,netural and earthing",0,14-07-2022
B07SGCDWL5,How i will get the Warranty?,One year,0,14-07-2022
B07SGCDWL5,What is battery life. I mean how many years it will work?,Good,0,20-07-2022
B016VYB624,Is it chargeable with sunlight,"No, it's got USB connection for normal power supply.",0,02-07-2022
B016VYB624,what is the charging time and what is the working time,It doesn't have charging facility. It plug n switch on.,0,27-07-2022
B016VYB624,sleek table lamp price range of Rs.5000/-,I have purchased at Rs 889/- This much I know.,0,27-07-2022
B016VYB624,Where can I find the serial number ?,At the bottom there is model number etc. Below QR code there is long digit number. This may be serial number. I am not sure.,0,27-07-2022
B0862GS4T8,"how to turn it off (when not needed to be on for 4 hours or so, after power is turned off using switch)?",Yes.. You can switch it off when not needed..,0,01-07-2022
B0862GS4T8,How to claim warranty?,Contact Phillips customer service.,0,15-06-2022
B0862GS4T8,"How to claim warranty, the light is working but not giving backup",Refer the box of the bulb and call at customer care,0,15-06-2022
B0862GS4T8,I don't have inverter can I use without inverter if power cut happen it is run or not,"Yes it will run. But you need to switch it ON, then only the sensor inside the bulb detect no current and will work with its battery inside.",0,15-06-2022
B0862GS4T8,my 12 watt inverter bulb gets on automatically even when switch is off why ?,Defect in making. Return the bulb,0,07-06-2022
B0862GS4T8,How can i replace whenever its get fuse during warranty,No exchange,0,17-06-2022
B0862GS4T8,Do we need to turn on the bulb for working?,"yes,",0,16-05-2022
B0862GS4T8,Any problem to led bulb how to warranty claim,Go to nearest care,0,07-06-2022
B0862GS4T8,Price at local shop for philips 12watt inverter lamp ₹470/-,No,0,17-06-2022
B0862GS4T8,Is there a way to test the inverter mode without waiting for power to go off?,"Its very easy method. Take your bulb in left hand,wet your right hand any finger and then touch the bulb 2 nods with same finger. bulb become On.",0,07-05-2022
B0862GS4T8,Do we need an Inverter to charge this bulb or it charges itself automatically in the wall socket when the light has gone?,No need inverters. it charges itself automatically in the wall socket when the light is ON.,0,07-05-2022
B0862GS4T8,"My bulb got faulty before completion of 1year, now where can I get it replaced?",Call 8000507777 or write to support.philipsLightingIndia@signify.com,0,16-05-2022
B0862GS4T8,will the bulb get damaged if wet by rain water?,It will be damage,0,07-05-2022
B0862GS4T8,Do you pre-charge the batteries? How do I test if the bulb is working properly? Tried closing the circuit and the bulb does not lite up.,No pre charging. Wet your finger . close the curcuit. lights up.,0,07-05-2022
B0862GS4T8,I have charged this bulb for 12 hours and yet it soesnt light when powwr goes.. how does it work ??,If it doesn't work then change the battery.,0,09-07-2022
B0862GS4T8,Do the bulb glow when power is cut,"Yes, it glow.",0,09-07-2022
B0862GS4T8,What will happen if I connect both end by a metal ? Will it on battery back up mode?,"If I connect both end by a metal  , it will glow.",0,09-07-2022
B0862GS4T8,क्या इलेक्ट्रिक रहने पर बल्ब का स्विच ऑन करने पर बल्ब इलेक्ट्रिक से जलेगा,हाँ,0,10-07-2022
B0862GS4T8,How to Claim the warranty when I bought a product from Amazon?,Just go through the respected product description ..to claim warranty and u may contact for.the customer service to the particular concern....,0,24-07-2022
B0862GS4T8,How to get warranty on this bulb,"Ask Amazon customer care, when you get trouble. I had purchased one Philips inverter bulb with nice Carton packing. The inverter bulb was upto my thinking. Second one ordered, the same Philips Inverter bulb. The packing was worst, in a simple brown cover, the consequence was the cover of the bulb has come out & being an engineer assembled myself & used. Informed Amazon on such a worst packing on my second order. Informed Amazon, no reply from them. Ofcourse We can't expect for every item Amazon responsible. Both are Amazon certified source. Hope the second source they should have black listed due to bad packing remark, I suppose in the absence of reply to me. Don't expect any warranty help or bad packing help from Amazon. Trust Amazon do the work. Super senior citizen feedbacksee less",0,26-07-2022
B0862GS4T8,How do we know this inverter bulb get charge fully? in day time,"Trust the innovator, buy the bulb, switch ON for 8 to 10 hours &  follow the instructions. First purchased one, satisfied, second one also ordered & using. You don't try life cycle of the product. Use & enjoy the result. We love it. Replaced tubelights in Kitchen & dinning hall. Wonderful. Want to have one in drawing hall also. My findings in a methodical way as a super senior citizensee less",0,26-07-2022
