ASIN,Question,Answer,Votes,Date
B00KENRWH2,What is the date of expiry date,10/23,0,07-10-2022
B00KENRWH2,Which colour,Nice 🙂🙂🙂,0,21-01-2022
B00KENRWH2,Call,Nice 🙂,0,21-01-2022
B00KENRWH2,What is the expire date?,Nice,0,21-01-2022
B00KENRWH2,The bottle in which talcum powder is kept is damaged.  Why l have been given  when the lid is punched.?,Powder bottle is damaged,0,14-11-2020
B00KENRWH2,In this powder use from face?,No. it is for bad body odour. Its great for it.,0,02-09-2020
B00KENRWH2,It is use for face powder?,yes,0,02-09-2020
B00KENRWH2,Is it chinese product ?,made in Malaysia.,1,26-06-2020
B00KENRWH2,Which fragrances is better?,Yes,0,24-05-2020
B00KENRWH2,It is having delivery. Charge,Check the details on product page,1,26-06-2020
B00FX03IBK,This product is not show expiry,It is very smooth and gives a good fragrance good product,0,25-05-2022
B00FX03IBK,Is it made in india?,Yes,0,12-07-2020
B00FX03IBK,I have ordered 2 quantities which costs me 350?  I want to know that how many 300g box I'll receive for 350?,Yes,0,23-05-2020
B00FX03IBK,How many pack of this powder will i get ? 2 set means 4 packs ?,You will get 2. Buy one and get one free.,0,08-03-2020
B00FX03IBK,How many pack of this powder will i get ? 2 set means 4 packs ?,"Yes,4packs",0,08-03-2020
B00FX03IBK,Minumum 2 so recive total 4 ??,Yes,0,01-03-2020
B00FX03IBK,Wether it can apply on face?,Yes it can be applied on face.,0,22-02-2020
B00FX03IBK,"Minimum quantity order is 2, and it is one plus one free that means 4×(300gm) ?","Yes, you will get 4 items.",0,13-11-2019
B00FX03IBK,Quantity 2 means how many,TWO MEANS 2MUCH GOOD,-1,22-10-2019
B00FX03IBK,Why it is compulsary to buy 2*2=4????,1*1=2 is the deal,0,06-10-2019
B07G2QYWLP,Is this a Thailand product,No its very much an Indian product. Marketedand product of ITC.,0,15-07-2022
B07G2QYWLP,Can i use 8 month boy baby for this powder??,No. You can't use for small baby.,0,06-05-2022
B07G2QYWLP,Expiry date,Expiry date products are not use,0,06-05-2022
B07G2QYWLP,Why delivery charges of Rs 75  ?  It is total cheating the customers,Even I felt same. 75 for delivery is almost equivalent to the cost of the talc.,0,14-02-2022
B07G2QYWLP,What is the expiry date of this product?,I do not think there is an expiry date to the talcum.,0,25-12-2021
B07G2QYWLP,Expiry date?,No,0,15-07-2022
B07G2QYWLP,"I hear that shower to shower powder causes ovarian cancer, is this the same one that is from johnson & johnson which is banned in us ?",No. This Shower to Shower is not made by Johnson and Johnson,0,06-05-2022
B07G2QYWLP,What are the expiry date and the manufacture date? Please mention the up to date info of these dates on the product info,We have to see the manufacturing date and expiry date,0,06-05-2022
B07G2QYWLP,What are the ingredients in this product?,"Pudina, dugdhapasni, jasadBhasm, starch, Zealand Mays, fragrance/odoriferous substance,salicylic Acid....etc",0,09-04-2021
B07G2QYWLP,I can use this powder for 1year baby boy,Yes you can. But conventionally we prefer Johnson Baby powder for babys as it is milder.,0,28-04-2020
B008KH3VUG,How may powdet bottle and how many soap and its weight?,"Dear valued consumer  Dermicool Prickly Heat Powder, Menthol - 150g Each (Pack Of 2), 150 g contains 2 Bottles of 150g each along with 2 Dettol soaps of 125g each.",0,11-06-2022
B008KH3VUG,How much expirey date,36 month,0,06-05-2022
B008KH3VUG,Both the bottles of 150g each.. or 75*2,EACH 150GM,0,02-05-2022
B008KH3VUG,v can use for baby,No,0,19-02-2017
B00FQH5H6O,What is manufacturing and expiry date,2022 mfd and approximately 18months expired date,0,30-07-2022
B00FQH5H6O,Can we apply it in face.,Don't exactly...its body lotion,0,10-06-2021
B00FQH5H6O,What is the manufacturing Date ?,05/2020,0,26-05-2021
B00FQH5H6O,What's expiry date of this product?,"EXPIRY DATE:-DECEMBER,2022",0,27-02-2021
B00FQH5H6O,"The quantity is less when i compared to my local shop, i have the snapshot to compare",Please report and return it if you aresure with evidence.,0,10-06-2021
B00FQH5H6O,What is the expiry date of current product,expiry will be 2years from date of mfg.,0,07-03-2021
B00FQH5H6O,What is the expiry date,2022,0,02-08-2020
B00FQH5H6O,What is mfd and expiry date,Mfd 02/2020 U.B./01/2022,0,16-08-2020
B00FQH5H6O,Is this preckli heat,No,0,23-05-2020
B00FQH5H6O,Is it alcohol free?,YES It is alcohol free,0,07-01-2020
B091PWH27F,Is it good for face,"Hello,",0,22-09-2021
B091N6KRVY,What is the expiry of the product ?,Hey,0,22-10-2021
B00YXYZWQ6,this is pack of 2 i.e. we get 800 grams? right?,I have not weighed the contents but I think these are 400 gms packs . I have no doubt.,0,16-09-2022
B00YXYZWQ6,i get only 1 instead of 2,Yes,0,16-09-2022
B00YXYZWQ6,It was ordered buy one get one but came Only one i rejected the order,Yes. Reject if you get one when buy 1 get1 free is written in description,0,16-09-2022
B00YXYZWQ6,Is it buy one get one...  but received only one why?,Check if buy 1 get 1 free in description,0,16-09-2022
B00YXYZWQ6,Is it pack of 2 or only 1?,Yes it is pack of 2 and good quality,0,18-11-2020
B00YXYZWQ6,Why there is only one 400 gm when its says buy one get one free?,Check if buy1 get 1 free written,0,16-09-2022
B00YXYZWQ6,Will i be receiving 2 pieces of 400gm each or only 1 piece. i know that normally this product comes in a pack of 2 (buy 1 get 1) bt juz wanna b sure,You are eligible to receive 2pieces of 400 gram each. If you are not receiving then write review on their website that you didn't received the quantity as per their advertisement.,0,20-05-2020
B00YXYZWQ6,Is it pack of 2 400*2,This is pack of two..... Buy one get one free... I really love this frangrance,0,14-05-2020
B00YXYZWQ6,Is it pack of 2?,Yes it's pack of 2,0,08-05-2020
B00YXYZWQ6,Both are in 400gms,YES,0,19-02-2020
B08WRR7VTQ,Date of Expiry,it will be written on case if it have,0,16-12-2021
B08WRR7VTQ,Is this just 50gm or 150gm+50gm? The product details mentions the weight as 50gm,150+50,0,16-12-2021
B08WRR7VTQ,Please Tell  this product expiry date?,"A personal advice, AMAZON has kept up to its reputation so Nothing to worry. The product is valid for more than a year.",0,11-06-2021
B002ZVK88G,is this product for armpits?,Don't buy this product worst powder I have ever used.,0,16-07-2022
B002ZVK88G,Is there any delivery  fees,Yes,0,13-09-2021
B002ZVK88G,Does it contain real chandan powder?,yes,0,12-07-2021
B002ZVK88G,Validity period this product,3 YEARS,0,24-03-2021
B002ZVK88G,Valid date from and to date?,FROM NOVEMBER 2020 TO NOVEMBER 2023,0,24-03-2021
B002ZVK88G,Net wt 300gm per peace,Yes,0,17-02-2021
B002ZVK88G,"What is expiry date, if i will purchase in November 2020","It will be depending on the seller from which dated stock he deliver, Normally Shelf life will be 2 years from the date of manufacturing.",0,02-11-2020
B002ZVK88G,Can we use for face?,Yes,0,06-08-2020
B002ZVK88G,What is the net weight pack of single unit?,300 gram.,0,01-08-2020
B002ZVK88G,What is net weight pack of single?,300gm,0,30-07-2020
B00UYGK1FY,Are the 2 150gm each ?,Yes,0,14-06-2019
B00UYGK1FY,Is this good for kids or toddler?,Yes,0,14-06-2019
B08YKC89XD,Can i used this powder for 1 year baby,PLS CONSULT YOUR PEDIATRICIAN FOR THIS,0,24-05-2022
B08YKC89XD,Pls send expire date,Don't go not worthable not getting solved,0,19-05-2022
B08YKC89XD,Expiry date kitni hai,MARCH 2025,0,18-05-2022
B08YKC89XD,It is baby friendly or not ?,Yes,0,06-05-2022
B08YKC89XD,What is the expiry date??,MARCH 2025,0,24-05-2022
B08YKC89XD,Is it dusting powder?,Yes,0,04-05-2022
B08YKC89XD,Can be used for 3 year old child?,YES,0,18-05-2022
B08YKC89XD,Manufacturing date?,1/1/2022,0,25-04-2022
B08YKC89XD,What is the manufacturing and expire date of this product,Buy it to know,0,06-05-2022
B08YKC89XD,Expiry date?,Check on tin,0,04-05-2022
B09WDB671J,Can it be applied on face,"No, you feel too much cool on your face. Better you can use on your body.",0,14-06-2022
B00YXZ1B4W,Boro plus ice prickly heat is baby powder?,"No, Never use it on Babies. I use it for my armpits and it keeps me fresh for long time. I use it as deodorant. Very Good for Adults.",0,24-08-2019
B00YXZ1B4W,Would you recommend this for heat rash ?,Yes. It is very good. Soothing to the skin .,0,29-06-2019
B00YXZ1B4W,What is the MRP rate listed on the product?,100,-1,16-06-2019
B00YXZ1B4W,It is cold or hot? I want cold powder for summer ?,Obviously it's cold...,-1,16-06-2019
B00YXZ1B4W,Is it best for summer?,Yeah sure...  It's really good to use in summer,0,16-06-2019
B00YXZ1B4W,Rs. 265 for how many?,It's price ₹100.. in 265 you get 2,1,16-06-2019
B00YXZ1B4W,Boro plus can use for 4 year old girl,Yes,-1,18-04-2018
B00YXZ1B4W,Is the quoted price for one piece or more?,One piece,-1,16-06-2019
B00YXZ1B4W,is it apply on face,No cause it has sensetional effect,0,10-02-2017
B01412WVSG,Can we apply on face?,Yes.,0,26-03-2022
B01412WVSG,Navaratan cool powder 400 gm how much money,210,0,10-05-2021
B01412WVSG,Expiredate,210,0,10-05-2021
B01412WVSG,Is there any option of return incase of damage product received.,Yes,0,10-05-2021
B01412WVSG,Return or replace avaibe?,Yes,0,10-05-2021
B01412WVSG,400gm is true,Yes,0,01-06-2019
B01412WVSG,Why there is a lot of delivery chrge??,You have ordered at least ₹499/- worth of goods.  Delivery charge will be free.,0,25-03-2022
B01412WVSG,expire date of this product?,18 months,0,26-05-2017
B00DRE06NM,Expiry date of product,Very clearly mentioned on the side of the can. It's normally 3 years from date of mfg.,0,12-05-2022
B00DRE06NM,Expired date?,mid 2024,0,14-04-2022
B00DRE06NM,Can we apply it on face,Yes,0,09-10-2021
B00DRE06NM,Is it free from harmful chemicals like sulphate or paraben?,These are not mentioned in the ingredients but it has triclosan which is a questionable chemical if you check it over the web.,0,30-05-2021
B00DRE06NM,is this product cruelty free,Good powder,0,19-10-2020
B00DRE06NM,I need yardley lavender talcum powder not london morning dew how can i select lavender,By amazon,0,19-10-2020
B00DRE06NM,Is this a combo pack with two fragnances ?,250 gram One PCS,0,13-06-2020
B00DRE06NM,long lasting smell or not,Yes,0,23-05-2020
B00DRE06NM,Have its long lasting smell,Yes,0,23-05-2020
B00DRE06NM,Imported from England?,No,0,19-03-2020
B00CRDO2GQ,Is this is suitable for kids,yes,0,06-10-2020
B00CRDO2GQ,Going to have this product. Please mention the manufacturing & expiry date,"Appreciate your interest. The manufacturing date of Pond's Sandal Radiance Talcum Powder, Natural Sunscreen is mentioned on the base of the product and is best before 24 months from the date of packaging.",0,08-08-2020
B00CRDO2GQ,What is manufacturing date,6/19,0,12-07-2020
B00CRDO2GQ,to use it as a sunscreen......what is the applying process??,This can be used like other talcum powder.,0,20-06-2019
B00CRDO2GQ,I have very oily skin.....can I use this as a sunscreen???,no,0,23-06-2019
B00CRDO2GQ,does it really work as sunscreen????,Yea good,0,19-06-2019
B00CRDO2GQ,Manufacturing and expiry date ??,It’s before expiry date,0,02-06-2019
B00CRDO2GQ,What is expire date,2 years from the manufacturer date,0,19-06-2019
B00CRDO2GQ,How much mrp price of this product.i see rs.210 in retail shop.,240,0,19-06-2019
B00CRDO2GQ,Is it a Face Powder or not?,No,0,19-06-2019
B06X3QZPJX,Expiry date?,27 nov 2022,0,30-09-2022
B06X3QZPJX,Does it contain talc,Yes & it is cool n redreshing,0,04-08-2022
B06X3QZPJX,Please delivery charge free,40 rupees,0,08-07-2022
B06X3QZPJX,Can we use this talc for kids,"Feel is very cool, so use in less amount, I suggest",0,04-07-2022
B06X3QZPJX,When is the expiry?,consumption within 3 years so if ur mfg is 22 the exp is 25,0,28-06-2022
B06X3QZPJX,What is expiry date?,3 years from the date of mfg so if mfg is 22 expirey is 25,0,28-06-2022
B06X3QZPJX,What is the Present mfg date and expiry date of this product??,2022 mfg exp 2025,0,28-06-2022
B06X3QZPJX,What is the expiry date ?,Normally it is 3 years,0,04-06-2022
B06X3QZPJX,If i get expired so what i do,Yes,0,04-06-2022
B06X3QZPJX,Expiry date please,2025,0,28-06-2022
B003GSPFFI,Is this product vegan and cruelty-free?,I hope so,0,11-05-2022
B003GSPFFI,What's talc  powder  colour,Colour is off white or light brown...not pure white,0,01-11-2021
B003GSPFFI,What's this talcum powder colour,BABY PINK,0,22-12-2021
B003GSPFFI,When did it expired? How many months it best before?,2years,0,01-11-2021
B003GSPFFI,Is it safe to use for face?,"I have been using it  since  3 to 4 months now, it didn't gave any rashes or anything. So u can definitely use it on ur face.",0,02-08-2021
B003GSPFFI,is there only one bottle in price of 230?,I got on offer,0,01-11-2021
B003GSPFFI,Why is the picture wrong in the description? Is it actually biotique powder??,This picture is not related to the said Powder at all.,0,07-06-2021
B003GSPFFI,What is the complete list of ingredients along with its percentage?,"neem5%, manjishtha root2%, makka seed 2%, yashad bhasm 1.5%, conch powder 1%, white sandalwood oil 1%, tulsi plant 1.5%",0,08-03-2021
B003GSPFFI,Can we apply this powder for face?,Yes you can,0,15-12-2020
B003GSPFFI,You are saying it is talc free. But ingredients shows the talc in it??,There is a mild talc. Best powder for any type of skin,0,16-08-2020
B00G4UCAD0,Talc is known to cause cancer. Is it true,"I don't think so ,i use this product since more than 10 years and I am perfect.",0,15-08-2022
B00G4UCAD0,Can we use for face?,Yes,0,25-11-2021
B00G4UCAD0,How can i use this powder,Direct body,0,25-11-2021
B00G4UCAD0,How I want 2 yadkey talc powder gold,Please you can purchase.,0,27-07-2021
B00G4UCAD0,This is fongal inspection Powder?,No,0,25-11-2021
B00G4UCAD0,How is the smell of the Powder,Its letrally amazing smell. Everyone have to try at once . I m dam sure the yardley London will never disappointed You!....,0,06-06-2021
B00G4UCAD0,Can we use as summer cooling powder?,No it's not a cooling talc,0,18-04-2021
B00G4UCAD0,What is the material of the talcum box? Is it plastic? or is it metal?,Very very cheap quality.,0,15-04-2021
B00G4UCAD0,Does it have magnesium asbestos ??,Yes,0,18-04-2021
B00G4UCAD0,Is it returnable,Non returnable item.,0,15-04-2021
B00N5K48R8,Which colour bottle is good smelling?,I have tried only blue and its very nice smell,0,11-07-2022
B00N5K48R8,What is its expiry date ?? Please tell me. 🙏🙏,"Excellent Product by Godrej as always. Kindly use within 24 months from it,s packing date which is mentioned on it",0,28-04-2022
B00N5K48R8,Expiry date?,Cinthol Talc is best before 24 months from the date of manufacturing.,0,18-04-2022
B00N5K48R8,Expiry date of this product?,Cinthol Talc is best before 24 months from the date of manufacturing.,0,18-04-2022
B00N5K48R8,How much time i am wait,I is written on delivery time !,0,26-04-2022
B00N5K48R8,What happen my parcel when come,You have to wait since it arrive to you !,0,26-04-2022
B00N5K48R8,Can we use on face,"Yes, you can use Cinthol Cool Talc on face.",0,07-07-2021
B00N5K48R8,Can v use for kids?,"Yes, Cinthol Talc can be used by kids.",0,01-07-2021
B00N5K48R8,It for hitches,No,0,23-05-2021
B00N5K48R8,Why is amazon not selling this in fresh/pantry section ? why should i pay a delivery charge of 85-100 for this from other sellers way above mrp ?,Buy from corner store.,0,23-05-2021
B09JWWJVDZ,It is works for ringworms ?.,Not.... But iching kaam ho jaya ge,0,20-10-2022
B09JWWJVDZ,Can we use it for under arms?,Yes u can use it,0,05-09-2022
B09JWWJVDZ,Kya face me use kar sakte h,Avoid it on face … As it is very strong,0,28-08-2022
B09JWWJVDZ,Will it give smell to other people in home when you have used it?,No absolutely not,0,26-08-2022
B09JWWJVDZ,Mens ya women,Both can use without any problem,0,21-08-2022
B09JWWJVDZ,Can i use it for dog?,Probably yes but consult vet before once,0,27-07-2022
B09JWWJVDZ,Can we use it for kids?,"Yes, i am using it for my 4 months old. Helps cure rashes too.",0,06-06-2022
B09JWWJVDZ,Expiry date ?,2 years,0,07-06-2022
B09JWWJVDZ,Is it safe for normal skin?,Yes it is,0,25-05-2022
B09JWWJVDZ,I have ordered 3 pack of 3 closip dusting powder but I received only 1 pack of 3.,Check to your order and complain to Amazon for your order,0,25-05-2022
B00I4S8A6Q,Nicil cool powder can use 1 year baby,Better use baby powder n not this one,0,08-04-2020
B00I4S8A6Q,How much pcs in this,1,0,02-04-2017
B00I4S8A6Q,can this powder be applied to face,yes..can be applied for face also..,0,28-04-2016
B09B9K4RW6,Does it work for Fungal infection,yes it works ..,0,02-09-2022
B09B9K4RW6,are these original or some generic,Original,0,12-07-2022
B09B9K4RW6,What's it's expiry date?,It will be mentioned on the packaging.,0,09-07-2022
B077KB116K,What is the expiry date,I NEEDED A BIG ONE BUT I RECEIVED THREE OF THEM! IT IS VERY INCONVENIENT TO USE MANY THINGS! SO HOW CAN I TRY TO BUY MORE THINGS FROM YOU?,0,01-07-2019
B01CNRSA3Q,Why heading line indicate 400gm quantity in this product??But in real box quantity show 100gm in this product,It is excellent!,0,24-11-2020
B01CNRSA3Q,Does navratan talc contain asbestos?,Not at all its pure,0,17-08-2019
B091N5XQ88,Long lasting??,"The Fragrance is long-lasting.This Cherry Blossom Perfumed Talcum has amazing fragrance of Sakura flowers.Its Top Note consists of Cherry, Peach and GrapefruitHeart Note consists of Cherry Blossom, Lily, Jasmine, and HaychintBase Note consists of White musk and Amber.see less",0,29-06-2021
B091N5XQ88,expire date ?,Hey,0,20-05-2021
B091N5XQ88,Is this suitable for all skin type?,Yes. It is suitable for all skin types!,0,14-05-2021
B08YKGP8WF,Can i used this powder for 1 year baby,PLS CONSULT YOUR PEDIATRICIAN FOR THIS,0,24-05-2022
B08YKGP8WF,Pls send expire date,Don't go not worthable not getting solved,0,19-05-2022
B08YKGP8WF,Expiry date kitni hai,MARCH 2025,0,18-05-2022
B08YKGP8WF,It is baby friendly or not ?,Yes,0,06-05-2022
B08YKGP8WF,What is the expiry date??,MARCH 2025,0,24-05-2022
B08YKGP8WF,Is it dusting powder?,Yes,0,04-05-2022
B08YKGP8WF,Can be used for 3 year old child?,YES,0,18-05-2022
B08YKGP8WF,Manufacturing date?,1/1/2022,0,25-04-2022
B08YKGP8WF,What is the manufacturing and expire date of this product,Buy it to know,0,06-05-2022
B08YKGP8WF,Expiry date?,Check on tin,0,04-05-2022
B09VGSLZSY,What is the expiry date?,March 2025,0,30-05-2022
B07NJVMYZQ,Expiry date durmi cool powder,"Dear Valued Consumer the Expire date of the Dermicool Dermicool Prickly Heat Powder, Menthol - 150g Each (Pack Of 3), 150 g is 2 years from the date of MFG.",0,21-07-2022
B00MUKR09M,Can we use this on face,"Never tried on face , but good for the body … soft smell",0,07-05-2022
B00MUKR09M,which country maid it,Made for WIPRO UNZA in malaysia.,0,28-01-2021
B00MUKR09M,What is the expiry date ?,1/2023. 36 months from manufacturing day.,0,24-10-2020
B00MUKR09M,When is the expire date of this product,"No expiry date was given. Had only written MFD see below and to use within 36 months of MFD date. It is all written in Chinese. Don't buy, the powder cap would come off with all powder at once. Waste product. Hope this helps...",0,22-01-2020
B00MUKR09M,Enchanteur powder manufacture place,Not sure!!,0,02-12-2019
B00MUKR09M,expiry date of this product?,Dc 2021,0,09-06-2019
B00MUKR09M,It's too much delivery charges,Yes,0,09-06-2019
B00MUKR09M,How i buy it,In Amazon enter the product name and get it. You would get all most everything in Amazon....,0,22-01-2020
B00MUKR09M,If we want to buy 12 there is any delivery charges?,No,0,09-06-2019
B00MUKR09M,is this original?,Yes 100% original,0,23-07-2016
