_id,product_asin,product_availability,product_best_seller_rank,product_bought_together,product_brand,product_category,product_description,product_details,product_fullfilled,product_icons,product_important_information,product_name,product_offers,product_original_price,product_rating,product_sale_price,product_subscription_discount,product_total_reviews,product_variations
{'$oid': '61fd1f4f1cfba6a787367f6e'},B07D3R62MH,In stock,"#1,058 in Home & Kitchen  (See Top 100 in Home & Kitchen) #8 in Water Coolers, Filters & Cartridges","['TATA SWACH STAINLESS STEEL WATER PURIFIER 20 L WITH ULTRFILTERATION', 'Tata Swach Desire + 27 Litre Gravity Based Water Purifier (Blooming Magenta)', 'HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'Purella Gravity UF Portable Non-Electric Water Purifier with 3 Stage Filtration Sys...', 'ALTON ABS 15-Stage Replacement Filter Cartridge for SHR20170, SHR20180 (White)', 'Sure From Aquaguard Delight NXT RO+UV e-boiling+MTDS Water Purifier By Eureka Forbe...', 'B. Nova Non-Electric Non RO | 4 Stage Alkaline Water Purifier Home and Office | Wit...', 'Gravity Water Purifier Alkaline Filtration Counter Top Non-Electric & Chemical Free...', 'Eureka Forbes Aquaguard Aura RO+UV+UF+MTDS+Active Copper+Mineral Guard+UV E-boiling...', 'NEXQUA Dew Stainlness Steel Non-electric Gravity Water Filter and Purifier With 18 ...']",TATA SWACH,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Brand': 'TATA SWACH', 'Manufacturer': '12345', 'Country of Origin': 'India', 'Colour': 'Blue', 'Number of Memory Sticks': '1', 'Special Feature': 'Gravity', 'Item Weight': '2 kg 250 g', 'Product Dimensions': '30 x 28.2 x 51.5 cm; 2.25 Kilograms', 'Item part number': '96661010445', 'Item Height': '51.5 Centimeters', 'Item Width': '28.2 Centimeters', 'Power source type': 'Non-Electric', 'Included Components': 'Water Purifier', 'Are Batteries Included': 'No', 'Input Type': 'Soft', 'ASIN': 'B07D3R62MH', 'Date First Available': '15 May 2018', 'Item Dimensions LxWxH': '30 x 28.2 x 51.5 Centimeters', 'Customer Reviews': '3.8 out of 5 stars 2,475 ratings', 'Best Sellers Rank': '#1,058 in Home & Kitchen  (See Top 100 in Home & Kitchen) #8 in Water Coolers, Filters & Cartridges'}",,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '6 Month Warranty']",,TATA Swach Cristella Advance Blue Water Purifier - 18 Liters,3.0,2799.0,3.8 out of 5 stars,2699.0,,"2,475 ratings",[]
{'$oid': '61fd1f4f1cfba6a787367f70'},B08KFC9HR6,In stock,"#1,223 in Home & Kitchen  (See Top 100 in Home & Kitchen) #9 in Water Coolers, Filters & Cartridges",[],V-Guard,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Brand': 'V-Guard', 'Manufacturer': 'V-Guard Industries Ltd., Kochi, Kerala, V-Guard Industries Ltd. 42/962, Vennala High School Road, Vennala, Kochi- 682028, Kerala, India.', 'Country of Origin': 'India', 'Model Number': 'Zenora', 'Colour': 'Black', 'Special Feature': 'UV, RO', 'Item Weight': '9 kg 300 g', 'Product Dimensions': '34.5 x 20.5 x 45 cm; 9.3 Kilograms', 'Item model number': 'Zenora', 'Item Height': '45 Centimeters', 'Item Width': '20.5 Centimeters', 'Power source type': 'Corded Electric', 'Included Components': 'User Manual', 'Input Type': 'Hard', 'ASIN': 'B08KFC9HR6', 'Date First Available': '29 September 2020', 'Item Dimensions LxWxH': '34.5 x 20.5 x 45 Centimeters', 'Generic Name': 'Water Purifier', 'Customer Reviews': '4.3 out of 5 stars 3,636 ratings', 'Best Sellers Rank': '#1,223 in Home & Kitchen  (See Top 100 in Home & Kitchen) #9 in Water Coolers, Filters & Cartridges'}",,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",,"V-Guard Zenora RO+UV+MB 7 Litre Water Purifier With 8 Stage Purification and pH Balancer, Black, Free Installation & Free External Pre-Filters",3.0,15949.0,4.3 out of 5 stars,9281.0,,"3,636 ratings",[]
{'$oid': '61fd1f511cfba6a787367f72'},B08BJN4MP3,In stock,,"['HUL Pureit Ultima Mineral RO + UV + MF 7 stage Table top / wall mountable Black 10 ...', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...', 'Eureka Forbes Aquaguard Aura RO+UV+UF+MTDS+Active Copper+Mineral Guard+UV E-boiling...', 'Sure From Aquaguard Delight NXT RO+UV e-boiling+MTDS Water Purifier By Eureka Forbe...', 'Havells Digi Touch Alkaline 6 L Absolutely Safe RO + UV Purified pH Balanced Water ...', 'AO Smith Z9 Hot+ normal RO |10 L|100%RO+SCMT(Silver Charged Membrane Tech.)|Mineral...', 'V-Guard Zenora RO+UF+MB 7 Litre Water Purifier With 7 Stage Purification and pH Bal...']",HUL Pureit,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Manufacturer': 'HUL Pureit, 1860-210-1000', 'Country of Origin': 'India', 'Item model number': 'WPNT6R1', 'Product Dimensions': '36 x 29.4 x 48.8 cm; 10.5 Kilograms', 'ASIN': 'B08BJN4MP3', 'Item Weight': '10 kg 500 g', 'Item Dimensions LxWxH': '36 x 29.4 x 48.8 Centimeters', 'Included Components': 'Water purifier, Installation Kit, Warranty Card', 'Generic Name': 'Pureit Eco Water Saver Mineral RO+UV+MF wall mounted/Counter top Black 10L Water Purifier'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",,HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L Water Purifier,3.0,21000.0,4.3 out of 5 stars,13799.0,,"5,969 ratings",[]
{'$oid': '61fd1f511cfba6a787367f74'},B0859RHH6X,In stock,,"['Eureka Forbes Aquaguard Aura RO+UV+UF+MTDS+Active Copper+Mineral Guard+UV E-boiling...', 'Sure From Aquaguard Delight NXT RO+UV e-boiling+MTDS Water Purifier By Eureka Forbe...', 'HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'Aquaguard Marvel NXT RO+UV+MTDS|Patented Active Copper & Zinc Booster|UV e-boiling|...', 'Faber RO+ MAT+Vitamin C,7 Liters Water purifier with 7Stage, Upto 2500 TDS, Black', 'V-Guard Zenora RO+UF+MB 7 Litre Water Purifier With 7 Stage Purification and pH Bal...', 'AO Smith Z9 Hot+ normal RO |10 L|100%RO+SCMT(Silver Charged Membrane Tech.)|Mineral...', 'Faber FWP Galaxy PRO Reverse Osmosis Water Purifier 7L, black, ro+mat', 'Blue Star Excella 6 L RO + UV Water Purifier, Black, EX4BLAM02', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...']",Eureka Forbes,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Manufacturer': 'Eureka Forbes', 'Country of Origin': 'India', 'Item model number': 'Amaze RO+UV+UF+MTDS', 'Product Dimensions': '24.5 x 30.5 x 30.5 cm; 5.9 Kilograms', 'ASIN': 'B0859RHH6X', 'Item Weight': '5 kg 900 g', 'Item Dimensions LxWxH': '24.5 x 30.5 x 30.5 Centimeters', 'Net Quantity': '1 Count', 'Included Components': 'Water Purifier,Accessory Kit,1 User Manual', 'Generic Name': 'Water purifier'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",,"Eureka Forbes AquaSure from Aquaguard Amaze RO+UV+UF(Ultra-Filtration)+MTDS Water Purifier (Black), Set of 1",3.0,,3.9 out of 5 stars,10799.0,,"14,402 ratings",[]
{'$oid': '61fd1f521cfba6a787367f76'},B08BPLRWNS,In stock,"#245 in Home & Kitchen  (See Top 100 in Home & Kitchen) #1 in Water Coolers, Filters & Cartridges","['HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'KENT Supreme Lite 2020 (11110), Wall Mountable, RO + UF + TDS Control, 8 L Tank, Wh...', 'Eureka Forbes Aquaguard Aura RO+UV+UF+MTDS+Active Copper+Mineral Guard+UV E-boiling...', 'Sure From Aquaguard Delight NXT RO+UV e-boiling+MTDS Water Purifier By Eureka Forbe...', 'Livpure Bolt DX Ecocare with water saving Technology , Wall Mountable, RO+UF+Minera...', 'Faber FWP Galaxy PRO Reverse Osmosis Water Purifier 7L, black, ro+mat', 'Aquaguard Marvel NXT RO+UV+MTDS|Patented Active Copper & Zinc Booster|UV e-boiling|...', 'AO Smith Z9 Hot+ normal RO |10 L|100%RO+SCMT(Silver Charged Membrane Tech.)|Mineral...', 'KEEL RO+UV+TDS 10 LTR Advance Technology Electric Water Purifier', 'KEEL BLACK CAMRY RO+UV+TDS 10 LTR Advance Technology Electric Water Purifier']",KENT,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Brand': 'KENT', 'Manufacturer': 'KENT RO, Kent RO Systems Ltd.- Khasra No. 93, Village- Bantakhedi, Tehsil- Roorkee, District- Haridwar, Uttrakhand- 247668, India', 'Country of Origin': 'India', 'Model Number': '11111', 'Colour': 'White', 'Number of Memory Sticks': '1', 'Special Feature': 'RO, RO+', 'Item Weight': '7 kg 600 g', 'Product Dimensions': '40 x 25 x 52.5 cm; 7.6 Kilograms', 'Item model number': '11111', 'Item Height': '52.5 Centimeters', 'Item Width': '25 Centimeters', 'Voltage': '250', 'Wattage': '60 Watts', 'Power source type': 'Corded Electric', 'Included Components': 'RO', 'Are Batteries Included': 'No', 'ASIN': 'B08BPLRWNS', 'Date First Available': '23 June 2020', 'Packer': 'Kent RO Systems Ltd.- Khasra No. 93, Village- Bantakhedi, Tehsil- Roorkee, District- Haridwar, Uttrakhand- 247668, India', 'Item Dimensions LxWxH': '40 x 25 x 52.5 Centimeters', 'Net Quantity': '1 count', 'Generic Name': 'RO Water Purifiers', 'Customer Reviews': '4.4 out of 5 stars 8,575 ratings', 'Best Sellers Rank': '#245 in Home & Kitchen  (See Top 100 in Home & Kitchen) #1 in Water Coolers, Filters & Cartridges'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",,"KENT Supreme 2020 (11111), Wall Mountable, RO + UF + TDS Control + UV in Tank, 8 L Tank, White, 20 LPH Water Purifier",3.0,19500.0,4.4 out of 5 stars,13999.0,,"8,575 ratings",[]
{'$oid': '61fd1f541cfba6a787367f78'},B0085KK9OY,In stock,"#2,081 in Home & Kitchen  (See Top 100 in Home & Kitchen) #14 in Water Coolers, Filters & Cartridges","['KENT Supreme Lite 2020 (11110), Wall Mountable, RO + UF + TDS Control, 8 L Tank, Wh...', 'KENT Grand (11119) Wall-Mountable RO + UF + TDS + UV In-Tank (White) 20 litre/hr Wa...', 'HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'HUL Pureit Advanced Plus 5 L RO + UV + Minerals Water Purifier with Minerals (Black...', 'Kent Elegant Lite(11120) 15 L/hr. Mineral RO+UF+TDS Control', 'Kent Elegant (11097), Wall Mountable RO + UF + TDS Control + UV Disinfection in Tan...', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...', 'HUL Pureit Ultima Mineral RO + UV + MF 7 stage Table top / wall mountable Black 10 ...', 'Eureka Forbes Aquaguard Aura High Recovery RO+UV e-boiling+Active Copper+MTDS+Miner...', 'HUL Pureit Copper+ Mineral RO + UV + MF 7 stage Table top / Wall Mountable Black & ...', 'KENT Supreme Lite 2020 (11110), Wall Mountable, RO + UF + TDS Control, 8 L Tank, Wh...', 'KENT Grand (11119) Wall-Mountable RO + UF + TDS + UV In-Tank (White) 20 litre/hr Wa...', 'Aqua Space Shower Filter for Hard Water, Water Filter with Multi- Stage Filtered Ca...', 'HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'HUL Pureit Ultima Mineral RO + UV + MF 7 stage Table top / wall mountable Black 10 ...', 'Kent Elegant Lite(11120) 15 L/hr. Mineral RO+UF+TDS Control', 'Kent Elegant (11097), Wall Mountable RO + UF + TDS Control + UV Disinfection in Tan...', 'HUL Pureit Advanced Plus 5 L RO + UV + Minerals Water Purifier with Minerals (Black...', 'Eureka Forbes Aquaguard Aura High Recovery RO+UV e-boiling+Active Copper+MTDS+Miner...', 'KENT Excell+ 7-litres Under the counter RO + UV/UF+TDS Controller (White) 15-Ltr/hr...']",KENT,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Is Discontinued By Manufacturer                                                                                                                ': 'No', 'Product Dimensions                                                                                                                ': '32.6 x 35.5 x 60 cm; 3.6 Kilograms', 'Date First Available                                                                                                                ': '1 January 2017', 'Manufacturer                                                                                                                ': 'KENT RO SYSTEMS LTD, Kent RO Systems Ltd.- Khasra No. 93, Village- Bantakhedi, Tehsil- Roorkee, District- Haridwar, Uttrakhand- 247668, India', 'ASIN                                                                                                                ': 'B0085KK9OY', 'Item model number                                                                                                                ': '11014', 'Country of Origin                                                                                                                ': 'India', 'Packer                                                                                                                ': 'Kent RO Systems Ltd.- Khasra No. 93, Village- Bantakhedi, Tehsil- Roorkee, District- Haridwar, Uttrakhand- 247668, India', 'Importer                                                                                                                ': 'KENT RO SYSTEM LTD- A-06, PHASE-2,NOIDA, UTTAR PRADESH, INDIA PIN-201305', 'Item Weight                                                                                                                ': '3 kg 600 g', 'Item Dimensions LxWxH                                                                                                                ': '32.6 x 35.5 x 60 Centimeters', 'Net Quantity                                                                                                                ': '2 N', 'Included Components                                                                                                                ': 'Bottom tank-01, Top Tank- 01,Bottom Stand-01, Middle Partition-01, Top Cover-01, Top Lid-01, Carbon Assembly with Inlet Funnel-01 Set, Hollow Fiber UF Membrane Cartridge-01, Spare Sediment Filter-1 Pair, 50ml Cleaning Syringe-01, Tap-01, Membrane Fitting Pusher-01, Instruction Manual-01', 'Generic Name                                                                                                                ': 'Gravity Water Purifier', 'Best Sellers Rank': '#2,081 in Home & Kitchen  (See Top 100 in Home & Kitchen) #14 in Water Coolers, Filters & Cartridges', 'Customer Reviews': '3.7 out of 5 stars 4,737 ratings'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",WE SHALL HAVE FULL RIGHT TO CANCEL THE ORDER WHICH ARE NOT SERVICEABLE WITH OUR COURIER PARTNER. SO KINDLY COOPERATE WITH US,"KENT Gold 20-Litres UF technology based Gravity Water Purifier, White",3.0,3200.0,3.7 out of 5 stars,2449.0,,"4,737 ratings",[]
{'$oid': '61fd1f571cfba6a787367f7c'},B09K7BNP2R,In stock,"#1,858 in Home & Kitchen  (See Top 100 in Home & Kitchen) #15 in Water Coolers, Filters & Cartridges",[],ADDYZ,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']","Very high quality filters and very high quality cabinet and high quality electrical parts make this RO robust, sturdy and durable. This RO consist Pre Filter, Sediment Filter, Carbon Filter, RO Membrane, Carbon with Copper, Carbon with Silver impregnation act like non electrical UV and UF used for TDS adjustment.","{'Brand': 'ADDYZ', 'Manufacturer': 'ADDYZ ENTERPRISE, Addyz Enterprises Toll free number 8448143144/9309571627', 'Country of Origin': 'India', 'Model Number': 'BlackBeauty-PaidInstallation', 'Colour': 'Grey', 'Number of Memory Sticks': '1', 'Special Feature': 'Automatic Shut-Off', 'Item Weight': '9 kg', 'Product Dimensions': '23.5 x 39 x 55 cm; 9 Kilograms', 'Item model number': 'BlackBeauty-PaidInstallation', 'Item Height': '55 Centimeters', 'Item Width': '39 Centimeters', 'Power source type': 'Corded Electric', 'Included Components': 'Installation Kit', 'ASIN': 'B09K7BNP2R', 'Date First Available': '25 October 2021', 'Packer': 'Addyz Enterprises Toll free number 8448143144/9309571627', 'Importer': 'Addyz Enterprises Toll free number 8448143144/9309571627', 'Item Dimensions LxWxH': '23.5 x 39 x 55 Centimeters', 'Net Quantity': '1.00 count', 'Generic Name': 'Water Purifier', 'Customer Reviews': '4.2 out of 5 stars 530 ratings', 'Best Sellers Rank': '#1,858 in Home & Kitchen  (See Top 100 in Home & Kitchen) #15 in Water Coolers, Filters & Cartridges'}",,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', 'Warranty Policy']","1) One year warranty for electrical parts, except UV Lamp. Warranty starts from date of dispatch. 2) Filters are consumables, get blocked or choked because of water only. If water quality is good filters life will be more, If water quality is bad (More turbidity or more TDS) Filters life will be less.so,not covered in Warranty. 3)Electrical part will be send through courier but technicians charge is to be pay by customer.Buyers are requested to check the seller name before buying. Please buy only if the seller name is ""ADDYZ ENTERPRISE"". As ADDYZ ENTERPRISE is manufacturing this product. The installation support and warranty of electrical parts will be provided only if the product seller is ADDYZ ENTERPRISE. For buyers purchasing from other sellers the installation and warranty support shall be not be provided. Warranty Details : 1) One year warranty for electrical parts, except UV Lamp. Warranty starts from date of dispatch. 2) Filters are consumables, get blocked or choked because of water only. If water quality is good filters life will be more, If water quality is bad (More turbidity or more TDS) Filters life will be less. So, not covered in Warranty. 3) Electrical part will be send through courier but technicians charge is to be paid by customer. 4) Warranty will be provided under following cases 1) Self Installation 2) Installation Provided By Addyz Water Tech. 3) Installation done by local Technician (NOT PROVIDED BY Addyz CUSTOMER CARE).",Addyz Fully Automatic RO+UV+UF 12 Litres Storage Water Purifier with Silver impregnated Carbon Advanced Multi Stage,3.0,21000.0,4.2 out of 5 stars,5299.0,,530 ratings,[]
{'$oid': '61fd1f581cfba6a787367f7e'},B07FJNNZCJ,In stock,"#1,223 in Home & Kitchen  (See Top 100 in Home & Kitchen) #9 in Water Coolers, Filters & Cartridges","['HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'Sure From Aquaguard Delight NXT RO+UV e-boiling+MTDS Water Purifier By Eureka Forbe...', 'Eureka Forbes Aquaguard Aura RO+UV+UF+MTDS+Active Copper+Mineral Guard+UV E-boiling...', 'AO Smith Z9 Hot+ normal RO |10 L|100%RO+SCMT(Silver Charged Membrane Tech.)|Mineral...', 'Livpure Bolt DX Ecocare with water saving Technology , Wall Mountable, RO+UF+Minera...', 'Addyz Fully Automatic RO+UV+UF 12 Litres Storage Water Purifier with Silver impregn...', 'AO Smith Z8 Hot+ normal RO |10 L storage|100%RO+SCMT(Silver Charged Membrane Tech.)...', 'Grand Plus Golden Audy 12 L RO + UV + UF + TDS Water Purifier (Black Golden) Across...', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...', 'Blue Star Aristo RO+UVÂ\xa0 7-Litre Water Purifier, AR4BLAM01']",V-Guard,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Brand': 'V-Guard', 'Manufacturer': 'V-Guard Industries Ltd. 42/962, Vennala High School Road, Vennala, Kochi- 682028, Kerala, India., V-Guard Industries Ltd. 42/962, Vennala High School Road, Vennala, Kochi- 682028, Kerala, India.', 'Country of Origin': 'India', 'Model Number': 'Zenora', 'Colour': 'Black', 'Number of Memory Sticks': '1', 'Special Feature': 'UF, RO', 'Item Weight': '8 kg 700 g', 'Product Dimensions': '34.5 x 20.5 x 45 cm; 8.7 Kilograms', 'Item model number': 'Zenora', 'Item Height': '45 Centimeters', 'Item Width': '20.5 Centimeters', 'Power source type': 'Corded Electric', 'Included Components': 'Installation Kit', 'Input Type': 'Hard', 'ASIN': 'B07FJNNZCJ', 'Date First Available': '30 September 2020', 'Item Dimensions LxWxH': '34.5 x 20.5 x 45 Centimeters', 'Customer Reviews': '4.3 out of 5 stars 3,636 ratings', 'Best Sellers Rank': '#1,223 in Home & Kitchen  (See Top 100 in Home & Kitchen) #9 in Water Coolers, Filters & Cartridges'}",,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",,V-Guard Zenora RO+UF+MB 7 Litre Water Purifier With 7 Stage Purification and pH Balancer,3.0,13049.0,4.3 out of 5 stars,7916.0,,"3,636 ratings",[]
{'$oid': '61fd1f5d1cfba6a787367f85'},B08DP5VCPQ,In stock,"#56,650 in Home & Kitchen  (See Top 100 in Home & Kitchen) #180 in Water Coolers, Filters & Cartridges","['Queenzliving Secret Linen Curtain, Long Door 9 feet- Pack of 2, Lava Red', 'Sky Origin LPG Gas Stove Adaptor with 1.5 M Hose Pipe Safe Original & Genuine with 1 Year Guarantee for Kitchen Cylinder Cooking|No Leakage|Refill|Portable|Booking Indian Red', 'Amazon Brand - Solimo Stainless Steel Towel Rack for Bathroom, 24 inch', 'Glen 4 Burner Built in Glass Hob with European Sealed Burners, Auto Ignition, Black (1065 TR)', 'Amazon Brand - Solimo Stainless Steel 2 Burner Gas Stove (Black, Glass Top, ISI Certified, Open Heating)', 'AQUA LIBRA with DEVICE Aqua Libra RO+UV+Uf+Tds Control with Active Copper Premium Water Purifier, (Silver), 15 Liter', 'HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'Aqua Space Shower Filter for Hard Water, Water Filter with Multi- Stage Filtered Ca...', 'HUL Pureit Advanced Plus 5 L RO + UV + Minerals Water Purifier with Minerals (Black...', 'Eureka Forbes Aquaguard Aura High Recovery RO+UV e-boiling+Active Copper+MTDS+Miner...', 'HUL Pureit Copper+ Mineral RO + UV + MF 7 stage Table top / Wall Mountable Black & ...', 'KENT Supreme Alkaline Water Purifier (11113), , Smart Alkaline Technology, Multiple...', 'AQUA LIBRA Water Purifier with RO+COPPER+UF+TDS CONTROLLER Water Purifier for Home ...', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...', 'AQUA LIBRA White Water Purifier with RO+COPPER+UF+TDS CONTROLLER Water Purifier for...', 'KENT Grand (11119) Wall-Mountable RO + UF + TDS + UV In-Tank (White) 20 litre/hr Wa...']",AQUA LIBRA WITH DEVICE,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Package Dimensions                                                                                                                ': '56 x 44 x 24 cm; 8 Kilograms', 'Date First Available                                                                                                                ': '2 November 2020', 'Manufacturer                                                                                                                ': 'AQUA LIBRA WITH DEVICE', 'ASIN                                                                                                                ': 'B08DP5VCPQ', 'Item model number                                                                                                                ': 'ALWP-July', 'Country of Origin                                                                                                                ': 'India', 'Item Weight                                                                                                                ': '8 kg', 'Net Quantity                                                                                                                ': '1.00 count', 'Included Components                                                                                                                ': 'User Manual', 'Best Sellers Rank': '#56,650 in Home & Kitchen  (See Top 100 in Home & Kitchen) #180 in Water Coolers, Filters & Cartridges', 'Customer Reviews': '3.8 out of 5 stars 819 ratings'}",,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '12 Month Warranty']",,AQUA LIBRA WITH DEVICE Water Purifier with Active Copper RO+UV+UF+TDS Water Filter for,3.0,14999.0,3.8 out of 5 stars,5199.0,,819 ratings,[]
{'$oid': '61fd1f681cfba6a787367f89'},B08HWXFRKK,In stock,,"['HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'KENT Supreme Alkaline Water Purifier (11113), , Smart Alkaline Technology, Multiple...', 'KENT Elegant Copper RO+UF+TDS Control+UV In-Tank+Copper', 'Faber RO+ MAT+Vitamin C,7 Liters Water purifier with 7Stage, Upto 2500 TDS, Black', 'Sure From Aquaguard Delight NXT RO+UV e-boiling+MTDS Water Purifier By Eureka Forbe...', 'Eureka Forbes Aquaguard Aura RO+UV+UF+MTDS+Active Copper+Mineral Guard+UV E-boiling...', 'AO Smith Z9 Hot+ normal RO |10 L|100%RO+SCMT(Silver Charged Membrane Tech.)|Mineral...', 'HUL Pureit Copper+ Mineral RO + UV + MF 7 stage Table top / Wall Mountable Black & ...', 'Faber FWP Neutron PRO Alkaline, Ultraviolet Water Purifier 10L', 'Aquadpure Copper RO Water Purifier | 12 L | RO+UV+UF+ Active Copper+TDS Control+UV ...']",KENT,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Manufacturer': 'KENT RO SYSTEMS LTD, KENT RO SYSTEMS LTD.', 'Country of Origin': 'India', 'Item model number': '11097', 'Product Dimensions': '34 x 26.5 x 50.5 cm; 1.6 Kilograms', 'ASIN': 'B08HWXFRKK', 'Packer': 'KENT RO SYSTEMS LTD- Khasra No.93, Village- Bantakhedi, Tehsil - Roorkee, District Haridwar, Uttrakhand-247668, India', 'Item Weight': '1 kg 600 g', 'Item Dimensions LxWxH': '34 x 26.5 x 50.5 Centimeters', 'Net Quantity': '1 Unit', 'Included Components': 'Kent Elegant Mineral RO Water Purifier-01 No., Pipe-02 No., Connector- 01 No., Valve-01 No., User Manual-01 No.', 'Generic Name': 'RO water purifier'}",,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",,"Kent Elegant (11097), Wall Mountable RO + UF + TDS Control + UV Disinfection in Tank, 8 L Tank, White, 15 LPH Water Purifier",3.0,19500.0,4.3 out of 5 stars,13499.0,,"1,043 ratings",[]
{'$oid': '6281d8711cfba6a78763f61e'},B09TB2YC13,In stock,,"['Eureka Forbes Aquaguard Aura RO+UV+UF+MTDS+Active Copper+Mineral Guard+UV E-boiling...', 'Aquaguard Marvel NXT RO+UV+MTDS|Patented Active Copper & Zinc Booster|UV e-boiling|...', 'HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'Faber FWP Galaxy PRO Reverse Osmosis Water Purifier 7L, black, ro+mat', 'AO Smith Z9 Hot+ normal RO |10 L|100%RO+SCMT(Silver Charged Membrane Tech.)|Mineral...', 'V-Guard Zenora RO+UF+MB 7 Litre Water Purifier With 7 Stage Purification and pH Bal...', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...']",Eureka Forbes,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Manufacturer': 'Eureka Forbes, Eureka Forbes Ltd, Khasra No. 3946, 3947 & 3962, 3963 Industrial Area, Lal Tappar, Majri Grant, Rishikesh District, Dehradun, Uttarakhand- 248140', 'Country of Origin': 'India', 'Item model number': 'GWPDPRRUM00000', 'Product Dimensions': '27 x 32 x 48 cm; 6.7 Kilograms', 'ASIN': 'B09TB2YC13', 'Packer': 'Eureka Forbes Ltd, Khasra No. 3946, 3947 & 3962, 3963 Industrial Area, Lal Tappar, Majri Grant, Rishikesh District, Dehradun, Uttarakhand- 248140', 'Importer': 'Eureka Forbes Ltd, Khasra No. 3946, 3947 & 3962, 3963 Industrial Area, Lal Tappar, Majri Grant, Rishikesh District, Dehradun, Uttarakhand- 248140', 'Item Weight': '6 kg 700 g', 'Item Dimensions LxWxH': '27 x 32 x 48 Centimeters', 'Net Quantity': '1 count', 'Included Components': 'Plumbing kit, accessories, product', 'Generic Name': 'Water Purifier'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",,"Sure From Aquaguard Delight NXT RO+UV e-boiling+MTDS Water Purifier By Eureka Forbes, Black, Standard, (GWPDPRRUM00000)",4.0,14000.0,3.9 out of 5 stars,9999.0,,"13,059 ratings",[]
