ASIN,Question,Answer,Votes,Date
B096NTB9XT,What is the total filter life?,Only 4 month and the replacement would cost you more than 10k,0,27-04-2022
B096NTB9XT,Can I draw water form stored water without power,Yes. Water can be drawn without power,0,03-04-2022
B096NTB9XT,Is pre filter with the product or need to purchase,"No, u have to pay extra Rs.1200 for that.",0,21-03-2022
B096NTB9XT,Is it safe to cook rice in this water,There is no water purified in this machine because the machine doesn't workIt is a useless productDon't waste moneyBuy of a better Company machinr which is working towards customer satisfaction by selling quality productssee less,0,14-03-2022
B096NTB9XT,plug point connection how match ampare?,Yes you can,0,11-03-2022
B096NTB9XT,Can i use this ro for borwell water??,"You can but not recommended. If the bore water is too salty, you might have to replace the filter every 2-3 months.",0,10-03-2022
B096NTB9XT,It have zinc booster,Wrost product and service,0,14-06-2022
B096NTB9XT,"Should I need to buy extra items (candles,filters, etc) for installation.",Bad product,0,14-06-2022
B096NTB9XT,How does mtds work? will it mix ro purified water with uf purified water to increase tds??,Totally wrost product,0,14-06-2022
B096NTB9XT,How much copper is in a copper filter?  And how much pure water does the water purifier machine give?  For how long?,🙏 bad product,0,14-06-2022
B096NTB9XT,Does it have uf ? On the eureka forbes website there's an ivory model has 8 stages purification with uf? Where is the 8 stages prurification model?,Wrost service product,0,14-06-2022
B096NTB9XT,Are the filter cartridges come with electronic chip enabled which enable alarm after filteration of say 6000 litres to change new filter cartridges?,Yes it will give indication but Chip can get defected and it's not covered under warranty,0,17-06-2022
B07MQ5X54S,How often do we need to change filters and membranes inside the purifier?,"in worst case, change it within 6 months",0,21-04-2022
B07MQ5X54S,1) Per hour how many liters it filters? 2) does it filter boar water?,yes it filter boar water,0,21-04-2022
B07MQ5X54S,"Sound comeing purification  time , it is very  distbance",if sound coming too much then contact to customer care,0,21-04-2022
B07MQ5X54S,After RO purification water TDS range,Awesome product..easy to install and easy to use.water quality good.,0,20-03-2022
B07MQ5X54S,What is the maxinum tds after purification,Good product,0,20-03-2022
B07MQ5X54S,will filters cocer under warranty for first year or not,nope,0,21-04-2022
B07MQ5X54S,Do i need to buy pump separately?,No,0,10-03-2022
B07MQ5X54S,What extra charge is applicable? Its written accessories pump etc extra charge,No,0,10-03-2022
B083389Q1B,What is the usual run time in a 250sq area ?,Depending on the pollution level of the room.,0,23-04-2022
B083389Q1B,"How to search for filter replacement, could not find on amazon ?",Eureka Forbes customer care can help,0,23-04-2022
B07CWCVFKP,Guarantee kitni hai,One year only,0,08-04-2022
B00UQBIWD0,Iska filter kaha se milega,Call toll free number and will get from the service center!,0,29-03-2022
B07FZ6Z992,Can i fit in Supreme extra,Yes,0,08-06-2022
B07FZ6Z992,Is this comparable with kent Qnet,Yes,0,19-05-2022
B07FZ6Z992,Is this kit compartabile for Kent mineral ro?,Don't buy it it is duplicate product,0,14-05-2022
B07FZ6Z992,Why i am refund and my packege return ?,No,0,14-05-2022
B07FZ6Z992,Is this compatible for kent superstar 8ltrs model,Yes,0,29-04-2022
B07FZ6Z992,Can i  use it in aquaguard reviva ro?,No,0,16-03-2022
B07FZ6Z992,Is this compatible with kent ace plus,Yes,0,14-03-2022
B07FZ6Z992,Is this compatible with kent grand 11001,YES..IT IS COMPATIBLE FOR KENT GRAND. . .,0,01-03-2022
B0163X9N32,Does the fitting ring come with the membrane? cause my membrane broke and it got stuck in fitting ring.,No sir u get only membrane in pack,0,05-04-2022
B0163X9N32,Is it suitable for nasaka  20 ltr water purifier,No,0,20-03-2022
B0163X9N32,It is fit to 10 l kent ro non electric,No,0,05-04-2022
B0163X9N32,It will fit kentgold+ filter,Yes,0,05-04-2022
B0163X9N32,Is there QR code on product to check genuine product,Its not genuine my old filter had kent written on membrane side but this has nothing,0,05-04-2022
B09P577PXP,hight kya hai,4inch,0,22-03-2022
B09P577PXP,Hight kya hai,"4"" inch",0,16-03-2022
B078B99PFC,is height 10 inch for the outer dimension (height) of the housing ? and is it supplied with the connectors for pipe on both sides ?,Yes,0,01-06-2022
B078B99PFC,Is this original Eureka Forbes product ? both housing and candle,Yes,0,13-04-2022
B078B99PFC,Can we remove the cap of candle?,Yes,0,13-04-2022
B078B99PFC,How many candel will I get with this ?,one,0,09-03-2022
B078B99PFC,Is it purified  iron.,It is a pre-filter which removes sediments. You will require a RO filter for removal of iron,0,13-04-2022
B09DCPF1HH,Size of candel,8inch,0,03-06-2022
B09DCPF1HH,what is the size of both candles and are both original or duplicate one?,9',0,15-06-2022
B09JP5F7NR,Is it single side both outlets,In out one side,0,02-04-2022
B09JP5F7NR,Is this a complete sediment filter or filter element only,Yes it is complete sediment filter,0,15-03-2022
B07ZMFMFSQ,Is it with reverse osmosis technology??,No,0,17-05-2022
B07F65HHL9,Ghar me pani ki tenki hey to pani prsgar se nahi ho to ye mashin laga sakte hey kya,No,0,22-05-2022
B07F65HHL9,Does it require water pressure,Yes,0,23-05-2022
B07F65HHL9,Will we get extra candle with this?,No,0,02-05-2022
B07F65HHL9,What is the flow rate ?,Two litters par hours,0,30-03-2022
B09BKRNLN7,I can use this with blue star ro+uv,No,0,04-06-2022
B09BKRNLN7,"For using an inlet valve what size doe this Pre-filter support -1/4"" or 3/8"" Pipe size?",3/8 pipe size,0,01-06-2022
B09BKRNLN7,"Is there any warranty on this product, cureently used filters broke in 2 -3 weeks.",No warranty on physical damanges,0,07-06-2022
B09BKRNLN7,Is it compatible with kent max uv water purifier (11013),No,0,27-05-2022
B09BKRNLN7,Does it contain mounting plate,"Yes, it does",0,14-05-2022
B09BKRNLN7,This will remove iron from line water and fit for all type of water filter like Eurekaforbes,Yes,0,27-05-2022
B09BKRNLN7,Is it included with Installation?,Yes,0,27-05-2022
B09BKRNLN7,Is it suitable for kent ace copper?,Yes,0,27-05-2022
B09BKRNLN7,Can we use it on Maxx model??,Yes,0,27-05-2022
B09BKRNLN7,"Is it suitable for kent superb ro, uv, uf, tds control and alkaline water",Yes,0,16-04-2022
B09BKRNLN7,Can we use this filter for kent grand plus and kent grand star ro purifiers,yes this is an external filter which can be used in all types of water purifier so you can easily install it out side of kent grand plus,0,29-03-2022
B09BKRNLN7,What is the use of kent pre-filter,"This is a 5 micron filter, it prevents sand soil, due to which the filter inside your kent does not deteriorate quickly",0,28-03-2022
B09BKRNLN7,Can we use it with kent water bathroom softner,No,0,01-03-2022
B09BKRNLN7,Is it suitable for kent supreme extra(11113)?,Yes,0,28-03-2022
B09BKRNLN7,Please tell me candel consumption watter,5000 litres,0,28-03-2022
B09BKRNLN7,It's suitable for aquaguard royale RO,It is not useful for Eureka forbes water purfier,0,14-06-2022
B09BKRNLN7,Is it compatible for Kent supreme Plus?,Yes ! Fully compatible,0,18-06-2022
B07JB26KXR,Will hot water option available?,No,0,31-05-2022
B07JB26KXR,What is the latest model in Kent right now?,"Crystal Star, crystal plus",0,02-03-2022
B07YJKKGBJ,Is this suitable for aquagurd green RO ?,No Sir..,0,04-06-2022
B07YJKKGBJ,This kit is suitable for nano.,"This is only for Reviva and Enhance model, This filter size is big, Not suitable for nano..",0,22-05-2022
B00V679BEC,"if there is no water in the dispenser , will it affect the heating coil? or does it comes with sensor to detect water before turning coil on?",I think it will have no effect as when there is no water then the electric connection also should be off .,0,29-05-2022
B00V679BEC,Black  color,No only on white colour only,0,08-04-2022
B00V679BEC,"I have got this product, but the cooling function is not working. kindly help?","Did you switch on the button on back side for both cooling and heating (separate buttons), if still you don't see the cooling effect, you may have to contact BlueStar",0,02-04-2022
B00V679BEC,can you please show the plug picture ? what is plug size ?,It’s 5 Amps plug three pin only,0,23-03-2022
B00V679BEC,Does this work on invertor battery?,"Yes it can, if the power plug has current coming from invertor battery, it takes the same power as it does for any tubelight or fan.",0,14-03-2022
B00V679BEC,"How much electricity it consume ,is it equal to Fridge or m9re than that","Same as that of tubelight or fan, definitely not like fridge as the cooling unit it has very small one",0,14-03-2022
B00V679BEC,Does the cooling chaber has lock?,no lock,0,08-03-2022
B00V679BEC,Is it an RO,ITS IS HOT COLD NORMAL WITH REFRIGERATOR ONLY,0,08-03-2022
B07YJMVGF3,"Will sutabil for Dr compact aquaguard, but here dimensions of product 27 x 10x 10 n original dimensions 25.5 x7.6 x 7.6",I have fitted in compact aqua guard and it fitted properly,0,20-05-2022
B07YJMVGF3,Product dimensions pl here giving packaging dimensions,The size is 27x10x10 cm. Weight 427 gms.,0,20-05-2022
B07YJMVGF3,"Please give actual size of the product, not packaged size.. size..",It will fit perfectly in compaq model,0,03-04-2022
B08X4TGTTP,How much water does it waste?,No waste in uv model,0,21-05-2022
B07SFZ21BW,Tds of my society is 900. i wish to get 120-170 tds . can this ro give tds in that range ?,Hi sir RO meant for TDS reduction by 90%.. In this machine we cannot adjust output TDS but it would give you best reduction basis on water quality,0,28-04-2022
B09JLZFHV8,"As this purifier is retaining all the necessary minerals, so is this purifier alkalined also?","Don't believe, water taste is very bad like tap water. But service is good",0,18-05-2022
B09JLZFHV8,Do we have return policy?,No,0,18-05-2022
B09JLZFHV8,How to use during power cut?,there is a small manual tap with plastic cap at the bottom for use in case of no power or button not functioning,0,16-04-2022
B09JLZFHV8,What is inbuilt tds range of this filter ? can i modify its range based on  water purity of my locality ?,IT CAN WORK UPTO 2000 PPM,0,13-04-2022
B09JLZFHV8,Do we have TDS adjustment in this ??,No TDS adjustment .. Inbuilt TDS only ..But that's enough I think soo..,0,11-04-2022
B09JLZFHV8,The storage tank is made of plastic or stainless steel?,Plastic ..,0,11-04-2022
B09JLZFHV8,What is the tds in water after filteration ?,200,0,19-05-2022
B09JLZFHV8,Subscription plan isn't available in Amazon. Where can we subscribe for plans?,For this model no subscription based.. Go with their portal you can find it..,0,11-04-2022
B09JLZFHV8,AMC cost?,please check on amazon.,0,15-06-2022
B09JLZFHV8,AMC cost?,5500 rupees,0,18-06-2022
B09JLZFHV8,Does it clean copper cartridge automatically?,Yes,0,18-06-2022
B096NVMQS6,How many Candels are present inside the Aura ??,Three. But pls note they are fitted with Microchip. which will mean you would need to change the filter if there's any malfunction.,0,04-06-2022
B096NVMQS6,"1. How long the copper infused water be stored. 2. Does the copper electrodes have auto cleaning, if not how it is cleaned",Dont buy it its filter is very expensive.,0,04-06-2022
B096NVMQS6,will this remove fluoride ?,No. It removes onlly suspended particles,0,25-05-2022
B096NVMQS6,can I use 285 tds municipal water?,No then you should go for an RO,0,24-05-2022
B096NVMQS6,Do you have to put water in it by hand?,Nooooo,0,21-05-2022
B096NVMQS6,Will it remove the smell from water if there is any??,I am not sure but don't use this filter if you water smells. This purifier is meant only for municipal water. Go for RO purifier if your water smells that would be the best choice,0,21-05-2022
B096NVMQS6,Change  water taste,No,0,22-05-2022
B096NVMQS6,How often this filters needs to be serviced? Can you mention for many months or a year?,the company recommends service every 6 months.,0,04-05-2022
B096NVMQS6,"What about the waste water option,Other purifer have seperate pipe for waste water.",No need of waste water still you need you take extra filter for outlet of wastage,0,29-04-2022
B096NVMQS6,Is aura moel without RO technology has wastage of water?,No.,0,28-04-2022
B096NVMQS6,Does the water comes out from storage when there is no power?,yes,0,27-04-2022
B096NVMQS6,Warranty is from Eureka or Amazon or seller?,Eureka,0,23-04-2022
B096NVMQS6,Why the taste is different and same as normal??,no,0,27-04-2022
B096NVMQS6,Outside Filter with box or extra pay for this filter?,Yes,0,26-04-2022
B096NVMQS6,Kindly say the specification of the booster pump?,I did not install external pump. Pressure is adequate in my society.,0,16-04-2022
B096NVMQS6,Is it suitable for more than 300 TDS?,250max to my knowledge,0,16-04-2022
B096NVMQS6,How to know when is the time to get the filters replaced?,led light will glowing in differents colour code as per time of change different types of filter.,0,08-04-2022
B096NVMQS6,Can it be used for water with TDS 400?,No,0,08-04-2022
B096NVMQS6,Is it storage water or it works continuslly,Storage water,0,08-04-2022
B096NVMQS6,UV chamber made up of which material? Any proof?,It is made up of fibre,0,28-03-2022
B096NVMQS6,Free installation gives us,Yes,0,08-04-2022
B096NVMQS6,I want cover this aqua guard crystal NXT uv+uf cover,Yes,0,26-04-2022
B096NVMQS6,Launch date of this product?,"I don't know the launch date of the product. However the product is defective and customer service is very very poor both from Amazon and Eureka Forbes. They don't respond to the requests, when they respond they promise to send the technician for service but hey don't send the technician. I would like to raise a complaint on Amazon and Eureka Forbes as I need to purchase purified drinking water daily in spite of having an Aquaguard purifier at home.see less",0,22-03-2022
B096NVMQS6,After installation maintainance charges,You will hv to take Annual Maintainance Contract (AMC) from local Authorised vendor. Pls investigate in your area abt the charges.,0,19-03-2022
B096NVMQS6,Does this purifier will be suitable for bore or well water,Yes,0,03-03-2022
B096NVMQS6,What is speed of water outlet? Is it fill faster in cup of glass?,Yes. It is quite good.,0,12-06-2022
B096NVMQS6,Can it works TDS upto 2500,"No, buy only if TDS is below 600.",0,10-06-2022
B07F6CKMHJ,Does the product come with external cartridge as shown in the picture?,Yes,0,07-06-2022
B07F6CKMHJ,"In the above product picture, many accessories of complete plumbing kit missing viz. diverter valve, prefilter holder etc.",All accessories available with products in side box.,0,16-05-2022
B07F6CKMHJ,Does this have an inbuilt pump it,no,0,21-04-2022
B09P52VBJ5,Is this product suitabe for bluestar aristo ro uv model?,I don't know. It is OK for Livpure pep model.,0,12-05-2022
B077VPKJ7Q,Does it require power to dispense water,Yes power require,0,28-05-2022
B077VPKJ7Q,Does it have active copper feature? (which adds copper ions in the water),Yes.,0,02-04-2022
B077VPKJ7Q,What will be the pressure of out late water to the fridge,"One ltr per minute, it is sufficient and best products for fridge..",0,28-05-2022
B077VPKJ7Q,Does it delivers stored water in absence of electricity?,No,0,28-05-2022
B077VPKJ7Q,Does this product stop working or breakdown every 6 months,My product once in a year.,0,28-05-2022
B00B3VFJY2,Does it fit to Uniliver pure it excella 9 liter purifier?,It wont fit,0,10-05-2022
B00B3VFJY2,Can we use this carbon filter in pureit ug+ro classic 5litre?,No. It is model specific.,0,07-05-2022
B00B3VFJY2,Can I get 14 ltrs capacity  pureit kit,Yes,0,10-05-2022
B00B3VFJY2,What is the priceof gkk2 for marvella,Pl check with the dealer..,0,10-05-2022
B00B3VFJY2,expiry date ???,It wont expire,0,10-05-2022
B09KNNVPKQ,It is suitable for livepure pep pro,Yes,0,23-05-2022
B09KNNVPKQ,How often should we change the filter?,"It should be changed after 5 to 6 month, if water is more dirty then it should be changed after 3 month",0,29-03-2022
B08G5RHSB3,What is the maintenance of this water purifier,During wairenty period free service Will be provided. Afterward paid Services.,0,16-05-2022
B08G5RHSB3,which brand water filter cover suit for this model,I don't know. I don't use any cover,0,10-05-2022
B08G5RHSB3,Is deluxe uv+ Aquaguard eureka forbes provided with candle andcarbon in the new package in the beginning itself.,Yes.,0,09-05-2022
B08G5RHSB3,Aaussure is RO or water purifier,Not RO. UV purifier only.,0,19-04-2022
B08G5RHSB3,Does this have filter outside of the unit or inside of the unit?,Inside.,0,30-03-2022
B08G5RHSB3,Is installation Free & how fast will installation  be done ?,Very quick and inclusive cost.,0,19-04-2022
B08G5RHSB3,What is the service charges,No charge.,0,29-03-2022
B08G5RHSB3,Does e boiling mean getting hot water?,No...it means getting water which is equivalent to boiled water...but not hot...,0,19-03-2022
B00GX91YA2,What is the maintenance service cycle? Do we need to replace parts periodically?,Only you have to maintain the cleaning of the filters every week and replace the same every six months which is provided to you at the time of purchase. Very good and reliable product.,0,02-05-2022
B00H3H03Q4,Will this fit 10 lt purit,I doubt bcoz it's for 3k liters.,0,28-05-2022
B00H3H03Q4,what is MFD ?,I Think. It's Manufacturing date.,0,25-05-2022
B00H3H03Q4,Advanced germkill kit used at place of classic germkill kit 23 litre,"If the germkill kit fits then I don't see any problem because the filtration would be done. BTW why is it called Advanced Germkill kit? See the bottom line, you should be able to drink quality water from your Purit filter.",0,01-05-2022
B00H3H03Q4,Manufacturing date,May2021,0,26-04-2022
B00H3H03Q4,What is the date of manafacture?,Back in 2021,0,06-04-2022
B00H3H03Q4,Is this product directly sold by pureit ?,This  is the same one you get in offline stores,0,29-03-2022
B00H3H03Q4,Will it fit pureit classic auto fill 18 l?,It's only 23l,0,25-05-2022
B00H3H03Q4,Its used in pureit advance max?,"No, it's used in Pureit classic 23 L only",0,16-06-2022
B097TWNFRT,can you regulate the ph output of water. Need ph value 7.5 ?,"Yes, with help of Iteka Ritz",0,01-04-2022
B097TWNFRT,How much water wastage for 1ltr purified water.,IT WASTES MORE THAN DOUBLE THE TANK CAPACITY,0,17-06-2022
B097TWNFRT,"I received damaged filter, most of the filter received online in this area are damaged as told by technician who came for installation.",NO SUCH EXPERIENCE.,0,17-06-2022
