ASIN,Marketplace,username,rating,title,date,likes,dislikes,verified,description,Counts
SMPFKXTHQ5M8JMXF,FLIPKART,Gayatri  Mandal,5,Excellent,2022-07-26 00:00:00,0,0,"Certified Buyer , Berhampur","Yes go for it, it's a mild shampoo feels good after using.. 💚",5
SMPFGUN2ET6Q2U2D,FLIPKART,Nitesh kumar gupta,4,Pretty good,2022-08-24 00:00:00,0,0,"Certified Buyer , Ghazipur District",Delivery was on time that good  And product was awesome,5
SMPFGUN2ET6Q2U2D,FLIPKART,Navadita Rakshit,4,Value-for-money,2022-08-23 00:00:00,0,0,"Certified Buyer , Dankuni",I regularly use this shampoo as it protects my hair from both hair fall and dandruff,5
SMPFGUN2ET6Q2U2D,FLIPKART,Flipkart Customer,5,Terrific purchase,2022-08-17 00:00:00,0,0,"Certified Buyer , Chennai",Low price good quality ☺️,5
SMPFGUN2ET6Q2U2D,FLIPKART,Syed Ahmed  Ali,4,Wonderful,2022-08-16 00:00:00,0,0,"Certified Buyer , Hyderabad",Best product with best price,5
SMPFGUN2ET6Q2U2D,FLIPKART,Subhasish Saha,5,Simply awesome,2022-08-15 00:00:00,0,0,"Certified Buyer , Agartala","Nice product, at an affordable price.👍",5
SMPFEQJTZ3EESNDH,FLIPKART,Mariyam Fatima,5,Awesome,2022-08-17 00:00:00,0,0,"Certified Buyer , Darbhanga District",Nice product it's fragrance is awesome top of the world,5
SMPFEQJTZ3EESNDH,FLIPKART,Katha  Ghosh,5,Worth every penny,2022-08-08 00:00:00,0,0,"Certified Buyer , Uttarpara Kotrung",Quality is awesome...nice fragrance nourishes hair deeply...keep the hair silky and smooth . Dove shampoo are very helpful for the damage hair.i love this shampoo bcz my all. Hair prblm finish so thanks for this product,5
SMPFEQJTZ3EESNDH,FLIPKART,Flipkart Customer,5,Terrific,2022-08-01 00:00:00,0,0,"Certified Buyer , Habra",Absolutely amazing product....thanks for flipkart,5
SMPFEQJTZ3EESNDH,FLIPKART,Nisha Anwar,5,Classy product,2022-07-26 00:00:00,0,0,"Certified Buyer , Hyderabad",Thank u thank you so much flipkart,5
SMPFEQJTZ3EESNDH,FLIPKART,Soumi  Chatterjee,4,Delightful,2022-05-26 00:00:00,0,0,"Certified Buyer , Paschim Medinipur District",Good one for chemical shampoo user. But if you are searching for sulphate paraben free shampoo then dear this one is not for you.,5
SMPFCQ6VVGPYGJGK,FLIPKART,Flipkart Customer,5,Just wow!,2020-10-31 00:00:00,0,0,"Certified Buyer , Madanapalle",Simply osm product....happy to receive...tq flipkart,5
SMPFCQ6VVGPYGJGK,FLIPKART,Nizam Sandhi,1,Terrible product,2020-06-30 00:00:00,1,2,"Certified Buyer , Halvad",Bakvas item bad quality not except to Flipkart,5
SMPFCQ6VVGPYGJGK,FLIPKART,Barnali  Deka,1,Absolute rubbish!,2020-01-31 00:00:00,25,4,"Certified Buyer , Nagaon","Worst product never buy from this buyer. I am using it since few years.... First time bought from flipkart and found rough n frizzy hair after using, so I think it might be duplicate one as no date of mfg & expiry along price on bottle...",5
SMPFCQ6VVGPYGJGK,FLIPKART,Abhinav  Sharma,2,Slightly disappointed,2019-10-31 00:00:00,2,0,"Certified Buyer , Bandhawagarh",not a good deal !,5
SMPFCQ6VVGPYGJGK,FLIPKART,Manisha,2,Bad quality,2019-10-31 00:00:00,0,0,"Certified Buyer , Faridabad",As per the description it doesn't work and hair remains dry after wash n there is not keratin smooth.,5
SMPF6JX8JMVBWQSU,FLIPKART,Flipkart Customer,4,Nice product,2022-08-10 00:00:00,0,0,"Certified Buyer , Pune",It's good product..go for it,5
SMPF6JX8JMVBWQSU,FLIPKART,SHREYA  GOMES,5,Fabulous!,2022-07-26 00:00:00,0,0,"Certified Buyer , South Twenty Four Parganas District","Great product, Thank you Flipkart.",5
SMPF6JX8JMVBWQSU,FLIPKART,Sachin Kumar,5,Classy product,2022-05-26 00:00:00,0,0,"Certified Buyer , Aurangabad",If u are facing hair loss /damage issues u must try it . Believe me its awesome,5
SMPF6JX8JMVBWQSU,FLIPKART,Flipkart Customer,5,Perfect product!,2022-04-26 00:00:00,0,0,"Certified Buyer , Bhojpur District",Best for my hair type....,5
SMPF6JX8JMVBWQSU,FLIPKART,Amrita  Datta,4,Good quality product,2022-04-26 00:00:00,0,0,"Certified Buyer , Panihati",Nice shampoo... Frignans is lite sweet.,5
SMPEJ9FFT8KXXUUH,FLIPKART,Flipkart Customer,5,Awesome,2022-08-14 00:00:00,0,0,"Certified Buyer , Kolkata",Really nice product It's amazing Loving it..........,5
SMPEJ9FFT8KXXUUH,FLIPKART,Flipkart Customer,5,Terrific purchase,2022-07-26 00:00:00,0,0,"Certified Buyer , Bathinda",Using since ages best for my hair,5
SMPEJ9FFT8KXXUUH,FLIPKART,Soumya Padhee,5,Great product,2022-06-26 00:00:00,0,0,"Certified Buyer , Bengaluru","Amazing product. Good for all hair type, specially for dry hair. Fragrance is awesome.",5
SMPEJ9FFT8KXXUUH,FLIPKART,KAJAL KUMARI,1,Useless product,2022-05-26 00:00:00,0,0,"Certified Buyer , Patna","Plzzz guys don't do this mistake to buy it plzz it's a request, worst quality and also different in fragrance when I compared with another one which I bought from near by shop  Totally waste of money, do not clean hair properly",5
SMPEJ9FFT8KXXUUH,FLIPKART,Soumi Hazra,5,Classy product,2022-05-26 00:00:00,0,0,"Certified Buyer , Purba Medinipur District",Fragrance is nice..... texture is also good...so i gave 5 stars for this shampoo,5
SMPGFG4HG64FGRFP,FLIPKART,Flipkart Customer,1,Hated it!,2022-03-26 00:00:00,1,0,"Certified Buyer , Proddatur",This product is very cheep quality this is very bad product please return,4
SMPGFG4HG64FGRFP,FLIPKART,Bala Krishnan,4,Delightful,2021-06-30 00:00:00,0,0,"Certified Buyer , Dindigul District",Your delivery person is good man with good person,4
SMPGFG4HG64FGRFP,FLIPKART,Jyoti Garg,1,Terrible product,2021-02-28 00:00:00,0,0,"Certified Buyer , Jodhpur",The shampoo is not head & shoulder...the product is changed in bottle...worst experience for ordering shampoo,4
SMPGFG4HG64FGRFP,FLIPKART,piyush  sharma,1,Very poor,2021-02-28 00:00:00,0,0,"Certified Buyer , Indore",dont buy ...half of the bottle is filled with water,4
SMPG3NBK9GGR72HR,FLIPKART,Flipkart Customer,3,Good,2022-08-16 00:00:00,0,0,"Certified Buyer , Surat",Not too much effect seen on hair,4
SMPG3NBK9GGR72HR,FLIPKART,Garima Dwivedi,5,Terrific purchase,2022-07-26 00:00:00,0,0,"Certified Buyer , Kanpur",I have dry and frizzy hair so my hair are falling down too much after using this,4
SMPG3NBK9GGR72HR,FLIPKART,Chitra Verma,5,Mind-blowing purchase,2022-07-26 00:00:00,0,0,"Certified Buyer , Lucknow",This sampo is to good love ❤it I shopping this again I love it,4
SMPG3NBK9GGR72HR,FLIPKART,Indrani Mondal,5,Simply awesome,2022-07-26 00:00:00,0,0,"Certified Buyer , Bhubaneswar",It gives soft and smooth hair from 1st wash,4
SMPG2J5GAUGKGA4P,FLIPKART,Suchandra  Baildya,5,Super!,2022-08-22 00:00:00,0,0,"Certified Buyer , Jiaganj Azimganj",Such a good products. 🥰,4
SMPG2J5GAUGKGA4P,FLIPKART,Nida Fatemah,5,Must buy!,2022-08-16 00:00:00,0,0,"Certified Buyer , Lucknow",Amazing 💖 worth the money! Flipkart never disappoint me,4
SMPG2J5GAUGKGA4P,FLIPKART,Shyam Prakash Trivedi,5,Just wow!,2022-08-10 00:00:00,0,0,"Certified Buyer , Satrikh",Brilliant product . Must by .go for it .,4
SMPG2J5GAUGKGA4P,FLIPKART,Preya Malviya,5,Awesome,2022-08-07 00:00:00,0,0,"Certified Buyer , Prayagraj","I don't think it makes my hair extreme smooth and shiny...but ha it's did it a little bit....the best thing is that after just a single use...it stopped my hair fall, like everyday I was loosing more than 300 strands and after using this there is not a single hair Falling....for hair fall it's bestest for me...bt for shine and smoothness I don't think it's too good....but ha quite good....and I'll definitely edit my review if it's doo something which is claimed by the loreal...",4
SMPFYG2TVPRFSR8A,FLIPKART,Flipkart Customer,2,Moderate,2022-04-26 00:00:00,0,0,"Certified Buyer , Gurugram","Extremely bad shampoo. Why people give wrong review, please don't do such things as you are becoming a very much part of destroying somebody's hair.  Reviews r very important so please try not to be bad to anyone or hurt anyone. Thanks",4
SMPFYG2TVPRFSR8A,FLIPKART,Flipkart Customer,1,Not recommended at all,2021-08-31 00:00:00,0,0,"Certified Buyer , Cuddalore",Very very worst product the product is very bad and the shampoo container itself very old .. They doing cheting business in online pls don't buy from this seller,4
SMPFYG2TVPRFSR8A,FLIPKART,Madan Barman,1,Very poor,2021-04-30 00:00:00,0,0,"Certified Buyer , Nalbari District",price is too high than original price,4
SMPFYG2TVPRFSR8A,FLIPKART,Flipkart Customer,1,Did not meet expectations,2020-11-30 00:00:00,0,0,"Certified Buyer , Eluru",Very bad product it was very small in size I can waste my money for this product pls don't buy this product it was giving very small size,4
SMPFWPAPKY52FY3C,FLIPKART,Shweta Singh,5,Worth every penny,2022-07-26 00:00:00,0,0,"Certified Buyer , Belthara Road",Nice product because using in 5 years experience 👌 👍,4
SMPFWPAPKY52FY3C,FLIPKART,KULJIT KAUR WALIA,1,Waste of money!,2022-07-26 00:00:00,0,0,"Certified Buyer , Jamshedpur",Not  effective at all.. Very thin consistency... Over prized and over ratted,4
SMPFWPAPKY52FY3C,FLIPKART,Thamizh,1,Utterly Disappointed,2022-07-26 00:00:00,0,0,"Certified Buyer , Tittakudi",Very very bad shampoo😡🥵 my hair full damage dryness,4
SMPFWPAPKY52FY3C,FLIPKART,Nikhil Gupta,5,Classy product,2022-06-26 00:00:00,0,0,"Certified Buyer , Bengaluru","It doesn't add volume at all; and it doesn't have any other quality like protecting and detangling hair, so it's a waste product. I was using Gold Quinia one before, which was wayyy better than this. This one feels like waste of money.",4
SMPFWPAPDWFZHD26,FLIPKART,Mahmudul Hasan,5,Highly recommended,2022-08-24 00:00:00,0,0,"Certified Buyer , Rupahi Town",more than what I expected ❤️,4
SMPFWPAPDWFZHD26,FLIPKART,Akhil Sharma,5,Best in the market!,2022-08-21 00:00:00,0,0,"Certified Buyer , Udaipur","This is the new pakaging as i am using this product since 2 years so i can say that it suits my hair and prevent from harsh dandruff , pigmentation in scalp , eatching ,  no effect on hairfall as it depend on diet or kratin content in body .",4
SMPFWPAPDWFZHD26,FLIPKART,FIROZ KHAN,1,Utterly Disappointed,2022-08-19 00:00:00,0,0,"Certified Buyer , Sardhana",I give it 0 star if options is available.,4
SMPFWPAPDWFZHD26,FLIPKART,Flipkart Customer,3,Just okay,2022-08-07 00:00:00,0,0,"Certified Buyer , Burdwan","I have purchased second bottle, really a good product",4
SMPFTFV9PHZZXYYD,FLIPKART,Flipkart Customer,4,Good quality product,2022-03-26 00:00:00,0,0,"Certified Buyer , Bhiwandi",It is a good product,4
SMPFTFV9PHZZXYYD,FLIPKART,Flipkart Customer,1,Not recommended at all,2021-10-26 00:00:00,0,0,"Certified Buyer , Hapur District","Quality not good, No effect on hair after shampooing",4
SMPFTFV9PHZZXYYD,FLIPKART,Saad Mazhar,5,Super!,2021-05-31 00:00:00,0,0,"Certified Buyer , Sahawar",Very fast delivery 🚚 Very good quality 😊 I like it ☺️ I request to buy this item 😃,4
SMPFTFV9PHZZXYYD,FLIPKART,Flipkart Customer,5,Brilliant,2020-07-31 00:00:00,4,2,"Certified Buyer , Salem District",It's good  But the prize is too much  If anybody else buying this wait for the offer,4
SMPFSQCBKNZCZWGF,FLIPKART,Flipkart Customer,5,Classy product,2021-05-31 00:00:00,0,0,"Certified Buyer , Chandigarh",Silky smooth hair great shampoo must buy,4
SMPFSQCBKNZCZWGF,FLIPKART,Flipkart Customer,5,Highly recommended,2021-03-31 00:00:00,0,0,"Certified Buyer , Chittoor",Really it's a nice one,4
SMPFSQCBKNZCZWGF,FLIPKART,Flipkart Customer,5,Mind-blowing purchase,2021-02-28 00:00:00,0,0,"Certified Buyer , Patna District",This is one of the best shampoo i ever used My dandruff is reduced by half on very first use,4
SMPFSQCBKNZCZWGF,FLIPKART,KUSHAGRA GAUTAM,1,Terrible product,2021-01-31 00:00:00,3,3,"Certified Buyer , Shivpuri District",Bad product hair damage 🤕,4
SMPFRGHP978V5TZ2,FLIPKART,Tumpa Debsingha,4,Delightful,2022-08-19 00:00:00,0,0,"Certified Buyer , Paschim Medinipur District",Good product & smell is too good 😊,4
SMPFRGHP978V5TZ2,FLIPKART,Radha Biswas,5,Best in the market!,2022-06-26 00:00:00,0,0,"Certified Buyer , Maldah District",Good product and service is fast,4
SMPFRGHP978V5TZ2,FLIPKART,Ajai Iyathurai,4,Pretty good,2022-06-26 00:00:00,0,0,"Certified Buyer , Ganapathipuram",A very good shampoo with a nice fragrance,4
SMPFRGHP978V5TZ2,FLIPKART,Flipkart Customer,5,Great product,2022-06-26 00:00:00,0,0,"Certified Buyer , Lucknow",Awesome shampoo.... Thank u Flipkart 😊😊,4
SMPFKXTYQFUCBWRG,FLIPKART,Sudha  Singh,4,Pretty good,2022-06-26 00:00:00,0,0,"Certified Buyer , Lucknow",Good delivery boy was also good,4
SMPFKXTYQFUCBWRG,FLIPKART,Flipkart Customer,5,Perfect product!,2022-06-26 00:00:00,0,0,"Certified Buyer , Indore",I like very much 👍go for it,4
SMPFKXTYQFUCBWRG,FLIPKART,Radha Sharma,3,Good,2022-05-26 00:00:00,0,0,"Certified Buyer , Vidisha",It is good but depends on your hair,4
SMPFKXTYQFUCBWRG,FLIPKART,Sanjeev Kamboj,5,Just wow!,2022-04-26 00:00:00,0,0,"Certified Buyer , Radaur",Nice delivery thanks to flipkart boy,4
SMPFKXTYFQH8YCXE,FLIPKART,NARENDRA NATH DUTTA,5,Simply awesome,2022-08-21 00:00:00,0,0,"Certified Buyer , Howrah",It's buy for my mom for hair fall. as of now moy mon not use i use just 3 days my hair dandruff are gone i suffer from dandruff for many years i use many shampoo but my dandruff not go suddenly 3 time of use my dandruff are gone i supprise heavily.  product ingredients list is incomplete please provide more information.company is hide some information  from all castomar. I confused with out any using of preservatives how it lust 3 years  As of now my mom is not using this after using i upd...,4
SMPFKXTYFQH8YCXE,FLIPKART,Flipkart Customer,1,Terrible product,2022-08-19 00:00:00,0,0,"Certified Buyer , Patna",Very very very very bad product,4
SMPFKXTYFQH8YCXE,FLIPKART,SilviA J,5,Fabulous!,2022-08-18 00:00:00,0,0,"Certified Buyer , Vadalur",Worth for price good helping for hair growth,4
SMPFKXTYFQH8YCXE,FLIPKART,Firdous Majdi,4,Worth the money,2022-08-17 00:00:00,0,0,"Certified Buyer , Nawada District",Good porodekc good deleyri boys fast delivery boy,4
SMPFKXTHHZRNMVVH,FLIPKART,Munnie  Mondal,1,Very poor,2022-08-12 00:00:00,0,0,"Certified Buyer , Chapra",Very Bad shampoo... Made my hair rough. Giving this review after two weeks. Don't buy.,4
SMPFKXTHHZRNMVVH,FLIPKART,Suresh P,5,Classy product,2022-08-11 00:00:00,0,0,"Certified Buyer , Krishna",Best for dandruff. Gentle on hair,4
SMPFKXTHHZRNMVVH,FLIPKART,Flipkart Customer,5,Wonderful,2022-08-08 00:00:00,0,0,"Certified Buyer , Kalwakurthy",Very useful  I love it,4
SMPFKXTHHZRNMVVH,FLIPKART,Flipkart Customer,4,Really Nice,2022-07-27 00:00:00,0,0,"Certified Buyer , Bengaluru",Thank you so much 🙏🙏,4
SMPFKXTHGDJYPYF4,FLIPKART,Mahi Singh,5,Wonderful,2022-08-24 00:00:00,0,0,"Certified Buyer , Barkakana",really i am very happy😊😊😊,4
SMPFKXTHGDJYPYF4,FLIPKART,sufaid kp,5,Highly recommended,2022-08-22 00:00:00,0,0,"Certified Buyer , Mayyil","Pwoli saanam!! As its says, it really FIGHTS DANDRUFF!!🤛🤛",4
SMPFKXTHGDJYPYF4,FLIPKART,Sohil Akhter,4,Value-for-money,2022-08-20 00:00:00,0,0,"Certified Buyer , Narshinghpur",Nice and effective shampoo go for it also makes hair soft,4
SMPFKXTHGDJYPYF4,FLIPKART,Flipkart Customer,1,Utterly Disappointed,2022-08-17 00:00:00,0,0,"Certified Buyer , New Town",Such a horrible product🤮🤮totally unsatisfied,4
SMPFGUN2QPBNZN2Z,FLIPKART,Suzain Rkh,5,Just wow!,2022-08-25 00:00:00,0,0,"Certified Buyer , Kolar",Amezing just go for it,4
SMPFGUN2QPBNZN2Z,FLIPKART,Surya Prakash Meena,2,Not good,2022-08-24 00:00:00,0,0,"Certified Buyer , Chennai",God but not better quality,4
SMPFGUN2QPBNZN2Z,FLIPKART,Priyanka Yarlagadda,5,Great product,2022-08-23 00:00:00,0,0,"Certified Buyer , Krishna District",Nice product for this price,4
SMPFGUN2QPBNZN2Z,FLIPKART,Surya Prakash Meena,2,Not good,2022-08-23 00:00:00,0,0,"Certified Buyer , Chennai",God but not better quality,4
SMPF66PU8GZ8ESGQ,FLIPKART,Puspajit Gouda,5,Mind-blowing purchase,2022-08-16 00:00:00,0,0,"Certified Buyer , Bhubaneswar",Thank u so much filfcart,4
SMPF66PU8GZ8ESGQ,FLIPKART,chandrika,5,Classy product,2022-08-09 00:00:00,0,0,"Certified Buyer , New Delhi","such a good shampoo, and it's fragrance is so nice 🙂",4
SMPF66PU8GZ8ESGQ,FLIPKART,Flipkart Customer,5,Highly recommended,2022-07-26 00:00:00,0,0,"Certified Buyer , Sobhaganj",Good quality  product  in the  market.  Everyone can use it. I am using it from last 2 month .,4
SMPF66PU8GZ8ESGQ,FLIPKART,chandrika,5,Classy product,2022-08-08 00:00:00,0,0,"Certified Buyer , New Delhi","such a good shampoo, and it's fragrance is so nice 🙂",4
SMPF34GDSPR4PTYG,FLIPKART,Vikas Jain,1,Very poor,2021-07-31 00:00:00,0,1,"Certified Buyer , Alwar",I somehow feel headache after applying this shampoo. Want to know the others feedback as well,4
SMPF34GDSPR4PTYG,FLIPKART,Kkk Ppp,5,Brilliant,2020-11-30 00:00:00,0,0,"Certified Buyer , Mumbai",Looks original... Go for it,4
SMPF34GDSPR4PTYG,FLIPKART,Partha  Mondal,4,Good choice,2020-11-30 00:00:00,0,0,"Certified Buyer , Nadia District",Nice but it's price is higher than other tresemme sampoo.,4
SMPF34GDSPR4PTYG,FLIPKART,Reshmi Kujur,5,Worth every penny,2020-05-31 00:00:00,0,1,"Certified Buyer , Ranchi",Excellent nice packing thanks flipkart,4
SMPEJWV5KGXNFUWG,FLIPKART,Ashwani Jindal,1,Hated it!,2020-10-31 00:00:00,0,0,"Certified Buyer , Sirsa",This product is not gud bcoz he have no mrp no expiry and no manufacture date,4
SMPEJWV5KGXNFUWG,FLIPKART,Surekha Jakhar,1,Useless product,2018-02-28 00:00:00,0,0,"Certified Buyer , Rohtak","Doesn't give much volume , tresseme beautiful volume gives the same volume and it's much cheaper than this",4
SMPEJWV5KGXNFUWG,FLIPKART,Flipkart Customer,1,Unsatisfactory,2017-06-30 00:00:00,0,0,"Certified Buyer , Sheikhpura","Not good, worst one after using d,s hairs r rough",4
SMPEJWV5KGXNFUWG,FLIPKART,Shubham  Sharma,5,Worth every penny,2016-12-31 00:00:00,8,2,"Certified Buyer , Dehradun",This shampoo is extremely amazing it adds volume to my hair my hair looks heavy nd amazing ! If u r looking for a volumizing shampoo i personally reccomend this shampoo truely best shampoo i came across ? good job tresemme,4
SMPDTZ7U86XVUFGM,FLIPKART,Flipkart Customer,5,Wonderful,2022-08-25 00:00:00,0,0,"Certified Buyer , Kichha",It's really effective shampoo for my hair falls,4
SMPDTZ7U86XVUFGM,FLIPKART,Flipkart Customer,5,Awesome,2022-08-14 00:00:00,0,0,"Certified Buyer , Chandigarh",This shampoo is too good,4
