ASIN,username,rating,title,date,description,keyword,importance,sentiment_score,magnitude,Marketplace,likes,dislikes,verified,aspect
SMPFVWAZA427QJHQ,Flipkart Customer,1,Absolute rubbish!,2022-07-26 00:00:00,Ordered bio kelp shampoo received ocean kelp...don't you have eyes to check before sending the product...this product don't have return policy...what I have to do with this...waste of money by using this app,product,0.0977382734417915,-0.4000000059604645,0.4000000059604645,FLIPKART,1,0,"Certified Buyer , Peddapuram",Quality
SMPFVWAZA427QJHQ,Flipkart Customer,1,Absolute rubbish!,2022-07-26 00:00:00,Ordered bio kelp shampoo received ocean kelp...don't you have eyes to check before sending the product...this product don't have return policy...what I have to do with this...waste of money by using this app,eyes,0.0883194431662559,-0.4000000059604645,0.4000000059604645,FLIPKART,1,0,"Certified Buyer , Peddapuram",
SMPFVWAZA427QJHQ,Flipkart Customer,1,Absolute rubbish!,2022-07-26 00:00:00,Ordered bio kelp shampoo received ocean kelp...don't you have eyes to check before sending the product...this product don't have return policy...what I have to do with this...waste of money by using this app,return policy,0.0812588110566139,-0.5,0.5,FLIPKART,1,0,"Certified Buyer , Peddapuram",Pricing
SMPFVWAZA427QJHQ,Flipkart Customer,1,Absolute rubbish!,2022-07-26 00:00:00,Ordered bio kelp shampoo received ocean kelp...don't you have eyes to check before sending the product...this product don't have return policy...what I have to do with this...waste of money by using this app,waste,0.0687390491366386,-0.3000000119209289,0.3000000119209289,FLIPKART,1,0,"Certified Buyer , Peddapuram",
SMPFVWAZA427QJHQ,Flipkart Customer,1,Absolute rubbish!,2022-07-26 00:00:00,Ordered bio kelp shampoo received ocean kelp...don't you have eyes to check before sending the product...this product don't have return policy...what I have to do with this...waste of money by using this app,app,0.0445541366934776,-0.4000000059604645,0.4000000059604645,FLIPKART,1,0,"Certified Buyer , Peddapuram",
SMPFVWAZA427QJHQ,Flipkart Customer,1,Absolute rubbish!,2022-07-26 00:00:00,Ordered bio kelp shampoo received ocean kelp...don't you have eyes to check before sending the product...this product don't have return policy...what I have to do with this...waste of money by using this app,money,0.0440182276070117,-0.3000000119209289,0.3000000119209289,FLIPKART,1,0,"Certified Buyer , Peddapuram",Pricing
SMPFVWAZA427QJHQ,Flipkart Customer,1,Don't waste your money,2022-07-26 00:00:00,"worst product , hair fall start",product,0.6507119536399841,-0.800000011920929,0.800000011920929,FLIPKART,0,0,"Certified Buyer , Patna",Quality
SMPFVWAZA427QJHQ,Flipkart Customer,1,Don't waste your money,2022-07-26 00:00:00,"worst product , hair fall start",hair fall start,0.3492880463600158,-0.6000000238418579,0.6000000238418579,FLIPKART,0,0,"Certified Buyer , Patna",
SMPFVWAZA427QJHQ,Simranjeet Singh,5,Best in the market!,2022-05-26 00:00:00,It really works on my hair...hair damage control & also my hairs got silky,hair,0.3738767802715301,0.6000000238418579,0.6000000238418579,FLIPKART,0,0,"Certified Buyer , Pehowa",
SMPFVWAZA427QJHQ,Simranjeet Singh,5,Best in the market!,2022-05-26 00:00:00,It really works on my hair...hair damage control & also my hairs got silky,hair damage control,0.3573473691940307,0.6000000238418579,0.6000000238418579,FLIPKART,0,0,"Certified Buyer , Pehowa",
SMPFVWAZA427QJHQ,Simranjeet Singh,5,Best in the market!,2022-05-26 00:00:00,It really works on my hair...hair damage control & also my hairs got silky,hairs,0.2687758505344391,0.6000000238418579,0.6000000238418579,FLIPKART,0,0,"Certified Buyer , Pehowa",
SMPFVWAZA427QJHQ,Flipkart Customer,5,Simply awesome,2022-02-26 00:00:00,"I thought that it will be so small but it's very large feel the good result in first wash got soft hair , feel free Lil of dandruff etc love it go for it",result,0.3865470290184021,0.5,0.5,FLIPKART,1,0,"Certified Buyer , Ranchi",
SMPFVWAZA427QJHQ,Flipkart Customer,5,Simply awesome,2022-02-26 00:00:00,"I thought that it will be so small but it's very large feel the good result in first wash got soft hair , feel free Lil of dandruff etc love it go for it",wash,0.281805545091629,0.4000000059604645,0.4000000059604645,FLIPKART,1,0,"Certified Buyer , Ranchi",
SMPFVWAZA427QJHQ,Flipkart Customer,5,Simply awesome,2022-02-26 00:00:00,"I thought that it will be so small but it's very large feel the good result in first wash got soft hair , feel free Lil of dandruff etc love it go for it",dandruff,0.2145176231861114,0.4000000059604645,0.4000000059604645,FLIPKART,1,0,"Certified Buyer , Ranchi",
SMPFVWAZA427QJHQ,Flipkart Customer,5,Simply awesome,2022-02-26 00:00:00,"I thought that it will be so small but it's very large feel the good result in first wash got soft hair , feel free Lil of dandruff etc love it go for it",hair,0.0602579936385154,0.5,0.5,FLIPKART,1,0,"Certified Buyer , Ranchi",
SMPFVWAZA427QJHQ,Flipkart Customer,5,Simply awesome,2022-02-26 00:00:00,"I thought that it will be so small but it's very large feel the good result in first wash got soft hair , feel free Lil of dandruff etc love it go for it",Lil,0.0568718016147613,0.5,0.5,FLIPKART,1,0,"Certified Buyer , Ranchi",
SMPFVWAZA427QJHQ,Chaithanya Nitilapur,1,Useless product,2022-02-26 00:00:00,"Not received the product till today. Only delivered message received. I never had this type of bad experience with flipkart and Ecom express Madikeri, Kodagu district, Karnataka.",product,0.5979969501495361,-0.3000000119209289,0.3000000119209289,FLIPKART,0,0,"Certified Buyer , Madikeri",Quality
SMPFVWAZA427QJHQ,Chaithanya Nitilapur,1,Useless product,2022-02-26 00:00:00,"Not received the product till today. Only delivered message received. I never had this type of bad experience with flipkart and Ecom express Madikeri, Kodagu district, Karnataka.",Madikeri,0.1191164702177047,-0.2000000029802322,0.4000000059604645,FLIPKART,0,0,"Certified Buyer , Madikeri",
SMPFVWAZA427QJHQ,Chaithanya Nitilapur,1,Useless product,2022-02-26 00:00:00,"Not received the product till today. Only delivered message received. I never had this type of bad experience with flipkart and Ecom express Madikeri, Kodagu district, Karnataka.",message,0.0769683048129081,0.0,0.0,FLIPKART,0,0,"Certified Buyer , Madikeri",
SMPFVWAZA427QJHQ,Chaithanya Nitilapur,1,Useless product,2022-02-26 00:00:00,"Not received the product till today. Only delivered message received. I never had this type of bad experience with flipkart and Ecom express Madikeri, Kodagu district, Karnataka.",experience,0.0712382867932319,-0.2000000029802322,0.2000000029802322,FLIPKART,0,0,"Certified Buyer , Madikeri",
SMPFVWAZA427QJHQ,Chaithanya Nitilapur,1,Useless product,2022-02-26 00:00:00,"Not received the product till today. Only delivered message received. I never had this type of bad experience with flipkart and Ecom express Madikeri, Kodagu district, Karnataka.",type,0.0422709845006465,-0.2000000029802322,0.2000000029802322,FLIPKART,0,0,"Certified Buyer , Madikeri",
SMPFVWAZA427QJHQ,Chaithanya Nitilapur,1,Useless product,2022-02-26 00:00:00,"Not received the product till today. Only delivered message received. I never had this type of bad experience with flipkart and Ecom express Madikeri, Kodagu district, Karnataka.",Kodagu,0.0320325084030628,-0.2000000029802322,0.2000000029802322,FLIPKART,0,0,"Certified Buyer , Madikeri",
SMPFVWAZA427QJHQ,Chaithanya Nitilapur,1,Useless product,2022-02-26 00:00:00,"Not received the product till today. Only delivered message received. I never had this type of bad experience with flipkart and Ecom express Madikeri, Kodagu district, Karnataka.",flipkart,0.0238088611513376,-0.2000000029802322,0.2000000029802322,FLIPKART,0,0,"Certified Buyer , Madikeri",
SMPFVWAZA427QJHQ,Chaithanya Nitilapur,1,Useless product,2022-02-26 00:00:00,"Not received the product till today. Only delivered message received. I never had this type of bad experience with flipkart and Ecom express Madikeri, Kodagu district, Karnataka.",Karnataka,0.0224673934280872,-0.1000000014901161,0.1000000014901161,FLIPKART,0,0,"Certified Buyer , Madikeri",
SMPFVWAZA427QJHQ,Chaithanya Nitilapur,1,Useless product,2022-02-26 00:00:00,"Not received the product till today. Only delivered message received. I never had this type of bad experience with flipkart and Ecom express Madikeri, Kodagu district, Karnataka.",Ecom,0.0141002563759684,-0.1000000014901161,0.1000000014901161,FLIPKART,0,0,"Certified Buyer , Madikeri",
SMPFVGZGJETBMFFW,satya bhushan,1,Very poor,2022-07-26 00:00:00,"Product is very good, Flipkart service very bad.",Product,0.8810749053955078,0.2000000029802322,0.4000000059604645,FLIPKART,0,0,"Certified Buyer , Barabanki",Quality
SMPFVGZGJETBMFFW,satya bhushan,1,Very poor,2022-07-26 00:00:00,"Product is very good, Flipkart service very bad.",Flipkart,0.1189251020550727,0.1000000014901161,0.1000000014901161,FLIPKART,0,0,"Certified Buyer , Barabanki",
SMPFVGZGJETBMFFW,Jasmine O.V,5,Best in the market!,2022-05-26 00:00:00,"Very aromatic, gentle on hair",hair,1.0,0.800000011920929,0.800000011920929,FLIPKART,0,0,"Certified Buyer , Thrissur",
SMPFVGZGJETBMFFW,Rohit Raj,5,Just wow!,2022-04-26 00:00:00,Thanks the selling the best product this is really good,product,1.0,0.8999999761581421,0.8999999761581421,FLIPKART,0,0,"Certified Buyer , Hajipur",Quality
SMPFVGZGJETBMFFW,Equbal karim,5,Just wow!,2022-04-26 00:00:00,Good shampoo with soothing smell and gentle to hair.,shampoo,0.6219350099563599,0.8999999761581421,0.8999999761581421,FLIPKART,0,0,"Certified Buyer , Patna",
SMPFVGZGJETBMFFW,Equbal karim,5,Just wow!,2022-04-26 00:00:00,Good shampoo with soothing smell and gentle to hair.,smell,0.2198465317487716,0.8999999761581421,0.8999999761581421,FLIPKART,0,0,"Certified Buyer , Patna",Fragrance
SMPFVGZGJETBMFFW,Equbal karim,5,Just wow!,2022-04-26 00:00:00,Good shampoo with soothing smell and gentle to hair.,hair,0.1582184433937072,0.8999999761581421,0.8999999761581421,FLIPKART,0,0,"Certified Buyer , Patna",
SMPFVGZGJETBMFFW,Flipkart Customer,5,Worth every penny,2021-07-31 00:00:00,This is my 6th buy. This shampoo is a magic for oily scalp peoples but if u have dry scalp then plz avoid.,buy,0.7184866070747375,0.2000000029802322,0.4000000059604645,FLIPKART,0,0,"Certified Buyer , Dharmanagar",
SMPFVGZGJETBMFFW,Flipkart Customer,5,Worth every penny,2021-07-31 00:00:00,This is my 6th buy. This shampoo is a magic for oily scalp peoples but if u have dry scalp then plz avoid.,shampoo,0.2189603745937347,0.2000000029802322,0.4000000059604645,FLIPKART,0,0,"Certified Buyer , Dharmanagar",
SMPFVGZGJETBMFFW,Flipkart Customer,5,Worth every penny,2021-07-31 00:00:00,This is my 6th buy. This shampoo is a magic for oily scalp peoples but if u have dry scalp then plz avoid.,scalp peoples,0.0338017717003822,0.0,0.0,FLIPKART,0,0,"Certified Buyer , Dharmanagar",
SMPFVGZGJETBMFFW,Flipkart Customer,5,Worth every penny,2021-07-31 00:00:00,This is my 6th buy. This shampoo is a magic for oily scalp peoples but if u have dry scalp then plz avoid.,scalp,0.0287512503564357,0.1000000014901161,0.1000000014901161,FLIPKART,0,0,"Certified Buyer , Dharmanagar",
SMPFRGHPZXAYBSM9,Flipkart Customer,4,Very Good,2022-08-14 00:00:00,Thanks Flipkart . My mom liked it,Flipkart,0.945006549358368,0.800000011920929,1.600000023841858,FLIPKART,0,0,"Certified Buyer , Kanchipuram",
SMPFRGHPZXAYBSM9,Flipkart Customer,4,Very Good,2022-08-14 00:00:00,Thanks Flipkart . My mom liked it,mom,0.0549934282898902,0.5,0.5,FLIPKART,0,0,"Certified Buyer , Kanchipuram",
SMPFRGHPZXAYBSM9,Flipkart Customer,4,Good quality product,2022-07-30 00:00:00,That is good product I think buy the product ❤,product,0.6099074482917786,0.699999988079071,0.699999988079071,FLIPKART,0,0,"Certified Buyer , Motihari",Quality
SMPFRGHPZXAYBSM9,Flipkart Customer,4,Good quality product,2022-07-30 00:00:00,That is good product I think buy the product ❤,product,0.3900925815105438,0.6000000238418579,0.6000000238418579,FLIPKART,0,0,"Certified Buyer , Motihari",Quality
SMPFRGHPZXAYBSM9,Flipkart Customer,4,Good choice,2022-07-26 00:00:00,First time using this product.hope it will reduce the hairfall,product.,0.8741148114204407,0.0,0.0,FLIPKART,0,0,"Certified Buyer , Ranchi",
SMPFRGHPZXAYBSM9,Flipkart Customer,4,Good choice,2022-07-26 00:00:00,First time using this product.hope it will reduce the hairfall,hairfall,0.1258851736783981,0.0,0.0,FLIPKART,0,0,"Certified Buyer , Ranchi",
SMPFRGHPZXAYBSM9,sujiya Premkumar,4,Very Good,2022-07-26 00:00:00,Over all good.i liked it.,all,1.0,0.699999988079071,1.399999976158142,FLIPKART,0,0,"Certified Buyer , Chettipalayam Coimbatore District",
SMPFRGHPZXAYBSM9,Murtuza Khan,5,Brilliant,2022-07-26 00:00:00,Thnx for the nice products,Thnx,0.7205781936645508,0.4000000059604645,0.4000000059604645,FLIPKART,0,0,"Certified Buyer , Hyderabad",
SMPFRGHPZXAYBSM9,Murtuza Khan,5,Brilliant,2022-07-26 00:00:00,Thnx for the nice products,products,0.2794218361377716,0.6000000238418579,0.6000000238418579,FLIPKART,0,0,"Certified Buyer , Hyderabad",
SMPFKXTYYBRQGUKZ,Flipkart Customer,4,Good choice,2022-08-24 00:00:00,Good shampoo but need conditioer,shampoo,0.682202160358429,0.699999988079071,0.699999988079071,FLIPKART,0,0,"Certified Buyer , Bankura",
SMPFKXTYYBRQGUKZ,Flipkart Customer,4,Good choice,2022-08-24 00:00:00,Good shampoo but need conditioer,conditioer,0.3177978694438934,0.2000000029802322,0.2000000029802322,FLIPKART,0,0,"Certified Buyer , Bankura",
SMPFKXTYYBRQGUKZ,Flipkart Customer,5,Best in the market!,2022-07-26 00:00:00,Middle smell I love it.when I use this shampoo after my hair looks like very smooth and shine,smell,0.6485909819602966,0.6000000238418579,0.6000000238418579,FLIPKART,0,0,"Certified Buyer , Thanjavur",Fragrance
SMPFKXTYYBRQGUKZ,Flipkart Customer,5,Best in the market!,2022-07-26 00:00:00,Middle smell I love it.when I use this shampoo after my hair looks like very smooth and shine,shampoo,0.1946064084768295,0.699999988079071,0.699999988079071,FLIPKART,0,0,"Certified Buyer , Thanjavur",
SMPFKXTYYBRQGUKZ,Flipkart Customer,5,Best in the market!,2022-07-26 00:00:00,Middle smell I love it.when I use this shampoo after my hair looks like very smooth and shine,shine,0.0969263464212417,0.6000000238418579,0.6000000238418579,FLIPKART,0,0,"Certified Buyer , Thanjavur",
SMPFKXTYYBRQGUKZ,Flipkart Customer,5,Best in the market!,2022-07-26 00:00:00,Middle smell I love it.when I use this shampoo after my hair looks like very smooth and shine,hair,0.0598762929439544,0.5,0.5,FLIPKART,0,0,"Certified Buyer , Thanjavur",
SMPFKXTYYBRQGUKZ,Sumona Saha,3,Nice,2022-06-26 00:00:00,Hair becomes brown after using this shampoo otherwise it's good,Hair,0.751120924949646,0.2000000029802322,0.2000000029802322,FLIPKART,0,0,"Certified Buyer , Burdwan  District",
SMPFKXTYYBRQGUKZ,Sumona Saha,3,Nice,2022-06-26 00:00:00,Hair becomes brown after using this shampoo otherwise it's good,shampoo,0.2488790452480316,0.3000000119209289,0.3000000119209289,FLIPKART,0,0,"Certified Buyer , Burdwan  District",
SMPFKXTYYBRQGUKZ,Flipkart Customer,3,Decent product,2022-05-26 00:00:00,It's not suitable for dry hair,hair,1.0,-0.2000000029802322,0.2000000029802322,FLIPKART,0,0,"Certified Buyer , Siliguri",
SMPFKXTYYBRQGUKZ,Shilpa sangee,4,Wonderful,2022-05-26 00:00:00,It's a good product to use,product,1.0,0.6000000238418579,1.2999999523162842,FLIPKART,0,0,"Certified Buyer , Krishnarajanagara",Quality
SMPFKXTHQ5M8JMXF,R.K. Upadhyay,1,Did not meet expectations,2022-08-04 00:00:00,Hair dry and rough washes from it and it increases hair falls,Hair,0.8315916657447815,-0.1000000014901161,0.5,FLIPKART,0,0,"Certified Buyer , Arrah",
SMPFKXTHQ5M8JMXF,R.K. Upadhyay,1,Did not meet expectations,2022-08-04 00:00:00,Hair dry and rough washes from it and it increases hair falls,washes,0.1114020720124244,-0.2000000029802322,0.2000000029802322,FLIPKART,0,0,"Certified Buyer , Arrah",
SMPFKXTHQ5M8JMXF,R.K. Upadhyay,1,Did not meet expectations,2022-08-04 00:00:00,Hair dry and rough washes from it and it increases hair falls,hair falls,0.0570062547922134,-0.1000000014901161,0.1000000014901161,FLIPKART,0,0,"Certified Buyer , Arrah",
SMPFKXTHQ5M8JMXF,Flipkart Customer,5,Best in the market!,2022-07-26 00:00:00,Amazing... Awesome product.. I like it very much...,product,1.0,0.8999999761581421,0.8999999761581421,FLIPKART,0,0,"Certified Buyer , Koduvally",Quality
SMPFKXTHQ5M8JMXF,Flipkart Customer,5,Awesome,2022-07-26 00:00:00,Oily hair scalp use this sampoo... Sampoo is very nice,sampoo,0.4780308306217193,0.0,0.0,FLIPKART,0,0,"Certified Buyer , Kanpur",
SMPFKXTHQ5M8JMXF,Flipkart Customer,5,Awesome,2022-07-26 00:00:00,Oily hair scalp use this sampoo... Sampoo is very nice,hair scalp,0.465360164642334,-0.1000000014901161,0.1000000014901161,FLIPKART,0,0,"Certified Buyer , Kanpur",
SMPFKXTHQ5M8JMXF,Flipkart Customer,5,Awesome,2022-07-26 00:00:00,Oily hair scalp use this sampoo... Sampoo is very nice,Sampoo,0.0566089935600757,0.8999999761581421,0.8999999761581421,FLIPKART,0,0,"Certified Buyer , Kanpur",
