ASIN,username,rating,title,date,description,keyword,importance,sentiment_score,magnitude,Marketplace,likes,dislikes,verified,aspect
TLCGBWPDHCZXJDKM,Salahuddin Khan,4,Delightful,08/10/2022 00:00,Nice product but late delivery,delivery,0.349288046,-0.200000003,0.200000003,FLIPKART,0,0,"Certified Buyer , Siddharthnagar",Service
TLCGBWPDHCZXJDKM,Toolika Goyal,1,Did not meet expectations,08/10/2022 00:00,This product is in very terrific condition. Soap is melted this much you even can't hold (grip) in hand.😞😤😤 And From last 3-4 orders i received everything is defected now I'm tired from you Flipkart.,product,0.522608817,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Agra",Quality
TLCGBWPDHCZXJDKM,Toolika Goyal,1,Did not meet expectations,08/10/2022 00:00,This product is in very terrific condition. Soap is melted this much you even can't hold (grip) in hand.😞😤😤 And From last 3-4 orders i received everything is defected now I'm tired from you Flipkart.,condition,0.182533816,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Agra",
TLCGBWPDHCZXJDKM,Toolika Goyal,1,Did not meet expectations,08/10/2022 00:00,This product is in very terrific condition. Soap is melted this much you even can't hold (grip) in hand.😞😤😤 And From last 3-4 orders i received everything is defected now I'm tired from you Flipkart.,Soap,0.089896493,-0.600000024,0.600000024,FLIPKART,0,0,"Certified Buyer , Agra",
TLCGBWPDHCZXJDKM,Toolika Goyal,1,Did not meet expectations,08/10/2022 00:00,This product is in very terrific condition. Soap is melted this much you even can't hold (grip) in hand.😞😤😤 And From last 3-4 orders i received everything is defected now I'm tired from you Flipkart.,grip,0.086714424,-0.600000024,0.600000024,FLIPKART,0,0,"Certified Buyer , Agra",Feature
TLCGBWPDHCZXJDKM,Toolika Goyal,1,Did not meet expectations,08/10/2022 00:00,This product is in very terrific condition. Soap is melted this much you even can't hold (grip) in hand.😞😤😤 And From last 3-4 orders i received everything is defected now I'm tired from you Flipkart.,everything,0.042977273,-0.600000024,0.600000024,FLIPKART,0,0,"Certified Buyer , Agra",
TLCGBWPDHCZXJDKM,Toolika Goyal,1,Did not meet expectations,08/10/2022 00:00,This product is in very terrific condition. Soap is melted this much you even can't hold (grip) in hand.😞😤😤 And From last 3-4 orders i received everything is defected now I'm tired from you Flipkart.,hand.😞😤😤,0.038424775,-0.699999988,0.699999988,FLIPKART,0,0,"Certified Buyer , Agra",
TLCGBWPDHCZXJDKM,Toolika Goyal,1,Did not meet expectations,08/10/2022 00:00,This product is in very terrific condition. Soap is melted this much you even can't hold (grip) in hand.😞😤😤 And From last 3-4 orders i received everything is defected now I'm tired from you Flipkart.,orders,0.018956726,-0.600000024,0.600000024,FLIPKART,0,0,"Certified Buyer , Agra",
TLCGBWPDHCZXJDKM,Toolika Goyal,1,Did not meet expectations,08/10/2022 00:00,This product is in very terrific condition. Soap is melted this much you even can't hold (grip) in hand.😞😤😤 And From last 3-4 orders i received everything is defected now I'm tired from you Flipkart.,Flipkart,0.017887676,-0.600000024,0.600000024,FLIPKART,0,0,"Certified Buyer , Agra",
TLCG8WZFHRA58QNM,Jaspreet  Singh,1,Worthless,08/08/2022 00:00,Worst product I received from Flipkart and also rate is to high from MRP,product,0.607968628,-0.5,0.5,FLIPKART,0,0,"Certified Buyer , New Delhi",Quality
TLCG8WZFHRA58QNM,Jaspreet  Singh,1,Worthless,08/08/2022 00:00,Worst product I received from Flipkart and also rate is to high from MRP,rate,0.214048192,-0.600000024,0.600000024,FLIPKART,0,0,"Certified Buyer , New Delhi",
TLCG8WZFHRA58QNM,Jaspreet  Singh,1,Worthless,08/08/2022 00:00,Worst product I received from Flipkart and also rate is to high from MRP,Flipkart,0.118430741,-0.600000024,0.600000024,FLIPKART,0,0,"Certified Buyer , New Delhi",
TLCG8WZFHRA58QNM,Jaspreet  Singh,1,Worthless,08/08/2022 00:00,Worst product I received from Flipkart and also rate is to high from MRP,MRP,0.059552472,-0.600000024,0.600000024,FLIPKART,0,0,"Certified Buyer , New Delhi",Pricing
TLCG8WZFHRA58QNM,MOHAMMAD IRFAN,1,Worthless,08/07/2022 00:00,Not a bad product waste of money,product waste,0.560641229,0.400000006,0.400000006,FLIPKART,0,0,"Certified Buyer , Ajhuwa",Quality
TLCG8WZFHRA58QNM,MOHAMMAD IRFAN,1,Worthless,08/07/2022 00:00,Not a bad product waste of money,money,0.439358741,0.300000012,0.300000012,FLIPKART,0,0,"Certified Buyer , Ajhuwa",Pricing
TLCG8WZFHRA58QNM,Mahendra Prasad,5,Highly recommended,08/06/2022 00:00,It's one of the best talc for summer .... It gives double cooling 1st when you apply and 2nd when you sweat ...,one,0.648640394,0.5,0.5,FLIPKART,1,0,"Certified Buyer , Chunar",
TLCG8WZFHRA58QNM,Mahendra Prasad,5,Highly recommended,08/06/2022 00:00,It's one of the best talc for summer .... It gives double cooling 1st when you apply and 2nd when you sweat ...,talc,0.281935483,0.899999976,0.899999976,FLIPKART,1,0,"Certified Buyer , Chunar",Fragrance
TLCG8WZFHRA58QNM,Mahendra Prasad,5,Highly recommended,08/06/2022 00:00,It's one of the best talc for summer .... It gives double cooling 1st when you apply and 2nd when you sweat ...,cooling 1st,0.069424093,0.200000003,0.200000003,FLIPKART,1,0,"Certified Buyer , Chunar",Performance
TLCFTZCKXJDFVWQP,Anand  Kumar,5,Awesome,08/05/2022 00:00,Nice..... This is v nice . Like it. 🎯💐💐💐💯✌,🎯💐💐💐💯✌,1,0.100000001,0.100000001,FLIPKART,0,0,"Certified Buyer , Raigarh",
TLCFTZCKXJDFVWQP,Sreya Anilkumar,5,Awesome,08/04/2022 00:00,Price can't be affordable.But it's a good product for the season like summer.,product,0.919987261,0.5,1.600000024,FLIPKART,0,0,"Certified Buyer , Kottuvally",Quality
TLCFTZCKXJDFVWQP,Sreya Anilkumar,5,Awesome,08/04/2022 00:00,Price can't be affordable.But it's a good product for the season like summer.,season,0.080012731,0.400000006,0.400000006,FLIPKART,0,0,"Certified Buyer , Kottuvally",
TLCFTZCKXJDFVWQP,Nafiza Hussain,5,Terrific,30/09/2021 00:00,A miracle on prickly heat. It's like aboon for me. All my heat rashes gone only in threevapplication.,miracle,0.559757054,0.400000006,0.400000006,FLIPKART,0,0,"Certified Buyer , Golaghat",
TLCFTZCKXJDFVWQP,Nafiza Hussain,5,Terrific,30/09/2021 00:00,A miracle on prickly heat. It's like aboon for me. All my heat rashes gone only in threevapplication.,heat,0.269939125,0.600000024,0.600000024,FLIPKART,0,0,"Certified Buyer , Golaghat",Feature
TLCFTZCKXJDFVWQP,Nafiza Hussain,5,Terrific,30/09/2021 00:00,A miracle on prickly heat. It's like aboon for me. All my heat rashes gone only in threevapplication.,aboon,0.082959622,0.300000012,0.300000012,FLIPKART,0,0,"Certified Buyer , Golaghat",
TLCFTZCKXJDFVWQP,Nafiza Hussain,5,Terrific,30/09/2021 00:00,A miracle on prickly heat. It's like aboon for me. All my heat rashes gone only in threevapplication.,heat rashes,0.046846692,0.5,0.5,FLIPKART,0,0,"Certified Buyer , Golaghat",Feature
TLCFTZCKXJDFVWQP,Nafiza Hussain,5,Terrific,30/09/2021 00:00,A miracle on prickly heat. It's like aboon for me. All my heat rashes gone only in threevapplication.,threevapplication,0.040497489,0.600000024,0.600000024,FLIPKART,0,0,"Certified Buyer , Golaghat",
TLCETFVXNGBVKHWV,Punit Kumar,3,Good,08/09/2022 00:00,Good sarvice and good price,sarvice,0.650711954,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , South Delhi",Service
TLCETFVXNGBVKHWV,Punit Kumar,3,Good,08/09/2022 00:00,Good sarvice and good price,price,0.349288046,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , South Delhi",Pricing
TLCETFVXNGBVKHWV,Rupali Verma,1,Useless product,08/08/2022 00:00,It is very poor powder dabba powder is not good likhit and broken dabba,powder dabba powder,0.571075499,-0.699999988,0.699999988,FLIPKART,0,0,"Certified Buyer , Chandigarh",Quantity
TLCETFVXNGBVKHWV,Rupali Verma,1,Useless product,08/08/2022 00:00,It is very poor powder dabba powder is not good likhit and broken dabba,dabba,0.249918997,-0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Chandigarh",Quantity
TLCETFVXNGBVKHWV,Rupali Verma,1,Useless product,08/08/2022 00:00,It is very poor powder dabba powder is not good likhit and broken dabba,likhit,0.179005504,-0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Chandigarh",
TLCETFVXNGBVKHWV,Pradeep kumar Tonk,1,Absolute rubbish!,08/05/2022 00:00,So high rate its horrible,rate,1,-0.400000006,0.800000012,FLIPKART,0,0,"Certified Buyer , Faridabad",
TLCG5PRXTSHHUHDR,Uddhavrao Nimbalkar,4,Wonderful,08/09/2022 00:00,Product is good but Original packing from the company needs improvement. As powder gets leaked from the lid.,Product,0.499626458,0.100000001,0.100000001,FLIPKART,0,0,"Certified Buyer , Satara",Quality
TLCG5PRXTSHHUHDR,Uddhavrao Nimbalkar,4,Wonderful,08/09/2022 00:00,Product is good but Original packing from the company needs improvement. As powder gets leaked from the lid.,packing,0.192686886,0,0,FLIPKART,0,0,"Certified Buyer , Satara",Packaging
TLCG5PRXTSHHUHDR,Uddhavrao Nimbalkar,4,Wonderful,08/09/2022 00:00,Product is good but Original packing from the company needs improvement. As powder gets leaked from the lid.,company,0.136028379,0,0,FLIPKART,0,0,"Certified Buyer , Satara",
TLCG5PRXTSHHUHDR,Uddhavrao Nimbalkar,4,Wonderful,08/09/2022 00:00,Product is good but Original packing from the company needs improvement. As powder gets leaked from the lid.,improvement,0.117176421,0,0,FLIPKART,0,0,"Certified Buyer , Satara",
TLCG5PRXTSHHUHDR,Uddhavrao Nimbalkar,4,Wonderful,08/09/2022 00:00,Product is good but Original packing from the company needs improvement. As powder gets leaked from the lid.,lid,0.033415016,-0.100000001,0.100000001,FLIPKART,0,0,"Certified Buyer , Satara",
TLCG5PRXTSHHUHDR,Uddhavrao Nimbalkar,4,Wonderful,08/09/2022 00:00,Product is good but Original packing from the company needs improvement. As powder gets leaked from the lid.,powder,0.021066841,0,0,FLIPKART,0,0,"Certified Buyer , Satara",
TLCG5PRXTSHHUHDR,Iona White,5,Terrific purchase,08/07/2022 00:00,This fragrance is the best out of all in Nycil thats why I bought three tins. Very good👍,fragrance,0.768611491,0.800000012,1.700000048,FLIPKART,0,0,"Certified Buyer , Madurai",Fragrance
TLCG5PRXTSHHUHDR,Iona White,5,Terrific purchase,08/07/2022 00:00,This fragrance is the best out of all in Nycil thats why I bought three tins. Very good👍,thats,0.07986787,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Madurai",
TLCG5PRXTSHHUHDR,Iona White,5,Terrific purchase,08/07/2022 00:00,This fragrance is the best out of all in Nycil thats why I bought three tins. Very good👍,all,0.078952074,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Madurai",
TLCG5PRXTSHHUHDR,Iona White,5,Terrific purchase,08/07/2022 00:00,This fragrance is the best out of all in Nycil thats why I bought three tins. Very good👍,Nycil,0.048450269,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Madurai",
TLCG5PRXTSHHUHDR,Iona White,5,Terrific purchase,08/07/2022 00:00,This fragrance is the best out of all in Nycil thats why I bought three tins. Very good👍,tins,0.024118325,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Madurai",
TLCG4S55TSDVSARP,Niyamat,1,Utterly Disappointed,08/06/2022 00:00,Very bad product waste of money,product waste,0.578333557,-0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Shahjahanpur",Quality
TLCG4S55TSDVSARP,Niyamat,1,Utterly Disappointed,08/06/2022 00:00,Very bad product waste of money,money,0.421666443,-0.699999988,0.699999988,FLIPKART,0,0,"Certified Buyer , Shahjahanpur",Pricing
TLCG4S55TSDVSARP,Sutapa rishi,4,Value-for-money,08/06/2022 00:00,Good product at reasonable price,product,0.650711954,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Puruliya",Quality
TLCG4S55TSDVSARP,Sutapa rishi,4,Value-for-money,08/06/2022 00:00,Good product at reasonable price,price,0.349288046,0.699999988,0.699999988,FLIPKART,0,0,"Certified Buyer , Puruliya",Pricing
TLCG4S4ZWBQAZNGA,Flipkart Customer,5,Perfect product!,08/09/2022 00:00,Good product and quality is also original,product,0.609565616,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Billawar",Quality
TLCG4S4ZWBQAZNGA,Flipkart Customer,5,Perfect product!,08/09/2022 00:00,Good product and quality is also original,quality,0.390434384,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Billawar",Quality
TLCG4S4ZWBQAZNGA,Flipkart Customer,1,Did not meet expectations,08/08/2022 00:00,Very bad product ☹️ seller also bad because bad packing 😡,product ☹️ seller,0.575832546,-0.699999988,0.699999988,FLIPKART,0,0,"Certified Buyer , Purnia",Quality
TLCG4S4ZWBQAZNGA,Flipkart Customer,1,Did not meet expectations,08/08/2022 00:00,Very bad product ☹️ seller also bad because bad packing 😡,packing,0.424167454,-0.699999988,0.699999988,FLIPKART,0,0,"Certified Buyer , Purnia",Packaging
TLCG28YBGHKUZWP9,Flipkart Customer,5,Simply awesome,30/10/2022 00:00,Good value of the money,value,0.650711954,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Gudur",Quality
TLCG28YBGHKUZWP9,Flipkart Customer,5,Simply awesome,30/10/2022 00:00,Good value of the money,money,0.349288046,0.699999988,0.699999988,FLIPKART,0,0,"Certified Buyer , Gudur",Pricing
TLCFY5HFXXUST39G,Shobha Kathare,1,Horrible,31/08/2021 00:00,All the packs were only half the powder quantity. Pathetic way to cheat customer,powder quantity,0.460239351,0,0,FLIPKART,1,0,"Certified Buyer , Bangalore",Quantity
TLCFY5HFXXUST39G,Shobha Kathare,1,Horrible,31/08/2021 00:00,All the packs were only half the powder quantity. Pathetic way to cheat customer,packs,0.335345417,0,0,FLIPKART,1,0,"Certified Buyer , Bangalore",Packaging
TLCFY5HFXXUST39G,Shobha Kathare,1,Horrible,31/08/2021 00:00,All the packs were only half the powder quantity. Pathetic way to cheat customer,customer,0.125227168,-0.699999988,0.699999988,FLIPKART,1,0,"Certified Buyer , Bangalore",Service
TLCFY5HFXXUST39G,Shobha Kathare,1,Horrible,31/08/2021 00:00,All the packs were only half the powder quantity. Pathetic way to cheat customer,way,0.079188056,-0.699999988,0.699999988,FLIPKART,1,0,"Certified Buyer , Bangalore",
TLCFY5HFXXUST39G,Midhun Midhu,5,Perfect product!,30/06/2021 00:00,I am happy product super,product,1,0.899999976,1.799999952,FLIPKART,0,0,"Certified Buyer , Palakkad District",Quality
TLCFUXXFZHBZXFRD,Flipkart Customer,1,Worst experience ever!,30/06/2021 00:00,Free worth note given. Bad product don't bye it,worth note,0.856506705,0.400000006,0.400000006,FLIPKART,1,1,"Certified Buyer , Kolkata",
TLCFUXXFZHBZXFRD,Flipkart Customer,1,Worst experience ever!,30/06/2021 00:00,Free worth note given. Bad product don't bye it,product,0.143493295,-0.600000024,0.600000024,FLIPKART,1,1,"Certified Buyer , Kolkata",Quality
TLCFUXXFZHBZXFRD,Flipkart Customer,5,Awesome,30/09/2020 00:00,This product is very helpful for me and the customer,product,0.859520733,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Ludhiana",Quality
TLCFUXXFZHBZXFRD,Flipkart Customer,5,Awesome,30/09/2020 00:00,This product is very helpful for me and the customer,customer,0.140479296,0.699999988,0.699999988,FLIPKART,0,0,"Certified Buyer , Ludhiana",Service
TLCFUXS4WKRJ73W4,Flipkart Customer,5,Terrific,08/07/2022 00:00,Very useful product and good quality 👍👍👍,product,0.593488395,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Muzaffarnagar District",Quality
TLCFUXS4WKRJ73W4,Flipkart Customer,5,Terrific,08/07/2022 00:00,Very useful product and good quality 👍👍👍,quality,0.406511575,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Muzaffarnagar District",Quality
TLCFUXS4WKRJ73W4,NEERAJ RAJPAL,1,Utterly Disappointed,08/04/2022 00:00,Costly in terms of weight as compare to market,terms,0.476611972,0,0,FLIPKART,0,0,"Certified Buyer , New Delhi",
TLCFUXS4WKRJ73W4,NEERAJ RAJPAL,1,Utterly Disappointed,08/04/2022 00:00,Costly in terms of weight as compare to market,weight,0.344807893,0,0,FLIPKART,0,0,"Certified Buyer , New Delhi",
TLCFUXS4WKRJ73W4,NEERAJ RAJPAL,1,Utterly Disappointed,08/04/2022 00:00,Costly in terms of weight as compare to market,market,0.17858012,0,0,FLIPKART,0,0,"Certified Buyer , New Delhi",
TLCFRQBWCDTBKK54,Ishika Banerjee,5,Highly recommended,31/05/2021 00:00,Best cooling body powder ever.,cooling body powder,1,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Kolkata",Performance
TLCFRQBWCDTBKK54,Flipkart Customer,5,Wonderful,31/05/2021 00:00,I like this product. Thanks for timely delivery.,product,0.555974364,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Oragadam Industrial Area",Quality
TLCFRQBWCDTBKK54,Flipkart Customer,5,Wonderful,31/05/2021 00:00,I like this product. Thanks for timely delivery.,Thanks,0.260819554,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Oragadam Industrial Area",
TLCFRQBWCDTBKK54,Flipkart Customer,5,Wonderful,31/05/2021 00:00,I like this product. Thanks for timely delivery.,delivery,0.183206096,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Oragadam Industrial Area",Service
TLCGYQDZZZHTYVHW,Flipkart Customer,5,Wonderful,30/06/2021 00:00,Really love this powder.. Amazing fragrance My second purchase... Thanks flipkart & shower to shower😍,powder,0.500789523,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Jaipur",
TLCGYQDZZZHTYVHW,Flipkart Customer,5,Wonderful,30/06/2021 00:00,Really love this powder.. Amazing fragrance My second purchase... Thanks flipkart & shower to shower😍,purchase,0.166795537,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Jaipur",
TLCGYQDZZZHTYVHW,Flipkart Customer,5,Wonderful,30/06/2021 00:00,Really love this powder.. Amazing fragrance My second purchase... Thanks flipkart & shower to shower😍,fragrance,0.164827585,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Jaipur",Fragrance
TLCGYQDZZZHTYVHW,Flipkart Customer,5,Wonderful,30/06/2021 00:00,Really love this powder.. Amazing fragrance My second purchase... Thanks flipkart & shower to shower😍,shower,0.116019748,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Jaipur",
TLCGYQDZZZHTYVHW,Flipkart Customer,5,Wonderful,30/06/2021 00:00,Really love this powder.. Amazing fragrance My second purchase... Thanks flipkart & shower to shower😍,flipkart,0.05156761,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Jaipur",
TLCGCXGEJJCKHRVG,Sanil kumar Sivanandan pillai,5,Mind-blowing purchase,08/06/2022 00:00,"No need of explanation, thanks",need,0.445610791,0.5,0.5,FLIPKART,0,0,"Certified Buyer , Thiruvananthapuram",
TLCGCXGEJJCKHRVG,Sanil kumar Sivanandan pillai,5,Mind-blowing purchase,08/06/2022 00:00,"No need of explanation, thanks",explanation,0.322379887,0.300000012,0.300000012,FLIPKART,0,0,"Certified Buyer , Thiruvananthapuram",
TLCGCXGEJJCKHRVG,Sanil kumar Sivanandan pillai,5,Mind-blowing purchase,08/06/2022 00:00,"No need of explanation, thanks",thanks,0.232009321,0.100000001,0.100000001,FLIPKART,0,0,"Certified Buyer , Thiruvananthapuram",
TLCGBWPDW9QBYGCW,Akshat Raghuwanshi,4,Good choice,08/07/2022 00:00,Best product in low price . Very needed product during summer.,product,0.723057806,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Silwani",Quality
TLCGBWPDW9QBYGCW,Akshat Raghuwanshi,4,Good choice,08/07/2022 00:00,Best product in low price . Very needed product during summer.,price,0.233283862,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Silwani",Pricing
TLCGBWPDW9QBYGCW,Akshat Raghuwanshi,4,Good choice,08/07/2022 00:00,Best product in low price . Very needed product during summer.,product,0.043658309,0,0,FLIPKART,0,0,"Certified Buyer , Silwani",Quality
TLCGB9W2HFHZRE8H,Riya Gaud,3,Fair,08/06/2022 00:00,This is very good item 💓 I love it,item,1,0.899999976,2.799999952,FLIPKART,0,0,"Certified Buyer , Mumbai",
TLCGB9Q2BYTGR2WR,Zubair Mir,1,Did not meet expectations,07/11/2022 00:00,"Just like white dust, smell is too irritating go for other brands",dust,0.402053952,-0.400000006,0.400000006,FLIPKART,0,0,"Certified Buyer , Srinagar",
TLCGB9Q2BYTGR2WR,Zubair Mir,1,Did not meet expectations,07/11/2022 00:00,"Just like white dust, smell is too irritating go for other brands",smell,0.338899612,-0.5,0.5,FLIPKART,0,0,"Certified Buyer , Srinagar",Fragrance
TLCGB9Q2BYTGR2WR,Zubair Mir,1,Did not meet expectations,07/11/2022 00:00,"Just like white dust, smell is too irritating go for other brands",brands,0.146915734,-0.600000024,0.600000024,FLIPKART,0,0,"Certified Buyer , Srinagar",
TLCGB9Q2BYTGR2WR,Zubair Mir,1,Did not meet expectations,07/11/2022 00:00,"Just like white dust, smell is too irritating go for other brands",go,0.112130709,-0.600000024,0.600000024,FLIPKART,0,0,"Certified Buyer , Srinagar",
TLCG3PEXMPFZ2GFG,Chetan Dhacholia,3,Decent product,31/07/2021 00:00,Product is good but the expiry date mentioned of 2023 is incorrect. The product has expiry of Feb 2022,Product,0.931905508,0,0,FLIPKART,2,0,"Certified Buyer , Bengaluru",Quality
TLCG3PEXMPFZ2GFG,Chetan Dhacholia,3,Decent product,31/07/2021 00:00,Product is good but the expiry date mentioned of 2023 is incorrect. The product has expiry of Feb 2022,product,0.06809447,0,0,FLIPKART,2,0,"Certified Buyer , Bengaluru",Quality
TLCG2HDUGHHSZYM5,Flipkart Customer,5,Mind-blowing purchase,08/05/2022 00:00,Good fragrance and good for controlling prickles for children,fragrance,0.768847644,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Sri Potti Sriramulu Nellore District",Fragrance
TLCG2HDUGHHSZYM5,Flipkart Customer,5,Mind-blowing purchase,08/05/2022 00:00,Good fragrance and good for controlling prickles for children,children,0.140757248,0.699999988,0.699999988,FLIPKART,0,0,"Certified Buyer , Sri Potti Sriramulu Nellore District",
TLCG2HDUGHHSZYM5,Flipkart Customer,5,Mind-blowing purchase,08/05/2022 00:00,Good fragrance and good for controlling prickles for children,prickles,0.090395138,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Sri Potti Sriramulu Nellore District",
TLCFUGXYUFMKZKCK,Shirin Hasan,5,Just wow!,08/08/2022 00:00,On time delivery.... As expected..... wonderful product 🤩🤩🤩🤩,delivery,0.737481415,0.699999988,0.699999988,FLIPKART,0,0,"Certified Buyer , Ahmedabad",Service
TLCFUGXYUFMKZKCK,Shirin Hasan,5,Just wow!,08/08/2022 00:00,On time delivery.... As expected..... wonderful product 🤩🤩🤩🤩,product,0.262518585,0.899999976,0.899999976,FLIPKART,0,0,"Certified Buyer , Ahmedabad",Quality
TLCFSDEGHD8T6EPH,Flipkart Customer,5,Brilliant,31/07/2021 00:00,It smells good and soothing to the skin.,skin,1,0.699999988,0.699999988,FLIPKART,1,1,"Certified Buyer , Bengaluru",
TLCFH56FJWZ4MBYG,Rakesh Khanna,5,Perfect product!,27/10/2022 00:00,Navratan cool talcum use in Summer best .,Navratan,0.655124724,0.699999988,0.699999988,FLIPKART,0,0,"Certified Buyer , Chandigarh",
TLCFH56FJWZ4MBYG,Rakesh Khanna,5,Perfect product!,27/10/2022 00:00,Navratan cool talcum use in Summer best .,talcum use,0.344875276,0.600000024,0.600000024,FLIPKART,0,0,"Certified Buyer , Chandigarh",
TLCFE7KUSQHMWWGE,Flipkart Customer,5,Super!,31/08/2021 00:00,I'm satisfied with your product,product,1,0.800000012,0.800000012,FLIPKART,0,0,"Certified Buyer , Kochi",Quality
