ASIN,Question,Answer,Votes,Date
B0963XJG72,We have use washing powder along with shot,"The shots have to be used alone, please do kot put ant other detergent along with the shot.",0,28-01-2022
B0963XJG72,Can we use for woolen cloth  ?,"Yes, it can be used for any type of clothes. It's safe.",0,24-01-2022
B0963XJG72,If i add 1 shot in front load mission directly can i add cloths r after filling water i sud add cloths,"If ur machine opens the door without draining water, u can add load, else don't waste ur Surf shot and close the door only when u have completed loading",0,24-01-2022
B07PXND4T6,Can i use this in front load machine ?,No,0,12-08-2022
B07PXND4T6,Selected item. How to order?,Excellent 4×1kg box,0,28-06-2022
B07PXND4T6,Are there different 1kg pack in box or complete 4kg pack,Yes 1kg×4 pieces,0,09-06-2022
B07PXND4T6,Date off manifested,No,0,12-08-2022
B07PXND4T6,Can I change the order qty to 1?,Don't change your pre Order you can be cancel  your order than submit New order.,0,17-05-2022
B07PXND4T6,Why there aint no mfd on this product?,I think expiry date is essential for medicine and food products.,0,19-04-2022
B07PXND4T6,Picture says it is front load. but the description says it is top load. have told Amazon customer service executive yesterday about it. but no use.,"You please read description, it's written for top load, it's for top load washing machines, don't see picture., I am using it for top load.",0,19-03-2022
B07PXND4T6,On description it's written top load and on picture its written front load (purple colour). Which is correct,"Read description only, don't see picture.",0,19-03-2022
B07PXND4T6,Is it front load or top load washing powder??,Top load washing powder,0,14-03-2022
B07PXND4T6,Is it front load or top load powder as description is different then the image,Description is rightly written.,0,19-03-2022
B07SGS93PJ,What about the expiry date of the item,Thank you for choosing our product. The expiry date of Surf Excel Matic Top Load Detergent Powder is best before 24 months from the date of packaging.,0,15-07-2020
B00U2DUE1A,Can it be used in lg front load automatic washing machine,Yes,0,12-04-2022
B00U2DUE1A,Qjat is the expiry dates of this product if i buy now,Please check with the seller in the product description.,0,14-11-2021
B00U2DUE1A,Is surf excel quick wash can be used in washing machines?,Yes,0,14-11-2021
B00U2DUE1A,Can this be used for washing by hands?,Yes.,0,21-01-2021
B00U2DUE1A,Is Surf excel quick wash white powder,Yes,0,09-11-2020
B00U2DUE1A,"This surf excel has bleach in it, whereas lots of clothes come with clear instructions to not use bleach. Is it going to damage the clothes?",less powder wont hurt the clothes.,0,09-11-2020
B00U2DUE1A,Which clothes we have to use for surfexcel quick wash,I use this for all our clothes since years. Haven’t noticed any issue so far.,0,22-09-2020
B00U2DUE1A,Anything free,No,0,07-10-2019
B00U2DUE1A,Does it have white powder?,Good quality packing safe,0,12-08-2019
B00U2DUE1A,Is that pack of 2 for 2kg,No...It's a 2 kg pack,0,12-06-2019
B00TS89BSW,Is it a mild detergent?,Vgood nice and 😃😃😃😃,0,16-10-2022
B00TS89BSW,Marketing price 120 kg,It is worth for the price,0,16-10-2022
B00TS89BSW,Dispatched in 1 to 2 months means?,Best,0,22-08-2022
B00TS89BSW,Its front loading detergent powder,Normal detergent,0,16-10-2022
B00TS89BSW,Expiry date,"There isn't anything mentioned in the package. This being an item that one uses practically every day ,I haven't seen any deterioration in the product",0,16-10-2022
B00TS89BSW,Whats the expiry date of this product?,There is no expiry date on this product,0,16-10-2022
B00TS89BSW,Manufacturing date kya hai,03/2022,0,15-07-2022
B00TS89BSW,Can i use top load machine ?,Yes,0,16-10-2022
B00TS89BSW,Can it use for front load washing machine,I believe it could,0,16-10-2022
B00TS89BSW,What is the color of this powder?,Light blue,0,16-05-2022
B079GXSVWD,Expiry date of this product?,The product was under expiry date,0,21-08-2022
B079GXSVWD,This pack 6 kg or 5kg,6kg,0,29-01-2022
B079GXSVWD,Whats is difference easy wash or quick wash,Dear CustomerPlease ask to the brand (Customer Care Number on the back side of the Product) they may answer you better in this regard.Stay Home Stay Safe.see less,0,10-01-2022
B079GXSVWD,When expire?,Good,0,02-11-2021
B079GXSVWD,Can this be used in front loading washing machine?,Yes,0,18-07-2021
B079GXSVWD,Is this is one pack ?,No. It's 3 kgs. 2 packs.,0,15-07-2021
B079GXSVWD,Can it be used in fully automatic top load machine,Yes,0,01-02-2020
B079GXSVWD,Does it have free delivery for prime members??,Yes,0,01-02-2020
B079GXSVWD,Can it be used in frontloading machine,yes ir=t can be used,0,16-08-2019
B079GXSVWD,Does it have free delivery for prime members??,Do order on amazon prime,0,14-06-2019
B01ITJ6642,What is the manufacturing date of this surf excel item?,"I must have used many, many such packets purchased from different local shops and also from amazon. I do not recollect which particular pack you must be referring to. Mfg date is always printed on the pack.",0,11-06-2022
B01ITJ6642,I wants the bulk quantity for business  is this availble facility for,Yes available with Amazon। Business ।,0,26-06-2021
B01ITJ6642,Expiry date,I don't know exactly but i know  manufacturing date of the detergent  that was 18/01/2020 . 👍,0,03-03-2020
B01ITJ6642,expire date,Good,0,15-08-2019
B01ITJ6642,What is expire date,Well it was well within the expiry date. I don't have the packet as we already used it. It was packed in month of June.,0,12-08-2019
B01ITJ6642,Expiry date of the product,Beautiful,0,05-07-2019
B01ITJ6642,May I know the expiry date of this product?,"If any validity of said item, please advise.",0,12-05-2019
B01ITJ6642,I want to buy some products from amazon but my pin code is not available at amazone .please add our pin code,761118,0,19-02-2019
B01ITJ6642,I had orderfor 1 of 3 kgs surf excel buy 2 quantityis sent w can i return one packet,1,0,15-08-2019
B01ITJ6642,What is manufacturing date and expiry date ?,Manufaturing date is a date of Product packed for Sell and Expiry date is when the product is not efficient or not Useful for Use,0,06-06-2018
B07RK4NNM3,Is the container a pet jar or packet?,Packet,0,16-10-2022
B07RK4NNM3,His expiri date?,Expiring in September 2023,0,13-07-2022
B00U2DUC9O,Cashpayment on delivery,yes,0,12-10-2020
B00U2DUC9O,Is it 3+1kg,No only 1 kg,0,06-08-2019
B00U2DUC9O,Am  using  this for front load any problem,Nothing Any Problem,0,02-06-2017
B00U2DUC9O,i have 7.2kg fully automatic top load.how many quautity i need for normal and strong wash on 6 to 8 clothes do i need to add vanish with this?if yes,5,0,20-01-2017
B00U2DUC9O,Why my higher price at Amazon not getting posted?,Because this product directly purchased from the company,0,13-02-2017
B00U2DUC9O,1kg Amazon price is 207 and in shop it is 185.Where is saving using Amazon?,Being foolish at  Amazon..,-1,06-03-2017
B00U2DUC9O,What is the mrp of this surf?,215,0,11-09-2016
B00U2DUC9O,what is 1kg top load washing powder mrp cost,180,0,20-02-2017
B00U2DUC9O,Is Front Load washing powder be used in top load machine?,"Yes, you can.",0,21-04-2016
B079QKXP84,1 kg tide ka price,Price always mentioned in every product while selecting the product in Amazon.,0,27-05-2022
B079QKXP84,Is there any difference between this tide and tide natural ( yellow pack ) ?,Yes there is difference of smell and tide plus is superior than tide natural.,0,12-05-2022
B079QKXP84,Kya delivery charges alag se Hain,"Pin code pe depend krta h,amazon prime pe depend krta h,offers pe depend krta hai",0,27-05-2022
B079QKXP84,can it be used in fully automatic washing machines?,I am sure it can be,0,27-05-2022
B079QKXP84,I am purchasing in bulk..but delivery charges are 77 per item..why so?,Depends on seller...its his wish if he wants to take delivery charge,0,27-05-2022
B079QKXP84,Big pack is available or not,available,0,08-04-2021
B079QKXP84,8 kg tide surf?,only  2 kg available,0,08-04-2021
B079QKXP84,Offer free delivery but shipping charge added in 'tide detergent'?,Could be possible,0,27-05-2022
B079QKXP84,I want 5 kg packet which has a free bucket,There will be a search option in amazon..try that once,0,27-05-2022
B079QKXP84,"Why you dont upload mrp, expiry, mfg pictures of product????","Sellers don't do it because they don't want you to know the actual mrp of product...you can check it in nearby store and if you feel its on offer,then buy",0,27-05-2022
B00NOZ3ZOQ,Is it safe for top load washing machines ?,Absolutely it is safe,0,08-05-2021
B00NOZ3ZOQ,"Is it chlorine free detergent,Or not.",Yes,0,30-11-2019
B00NOZ3ZOQ,Free delivery,Yes,0,30-11-2019
B00NOZ3ZOQ,Why did you charge Rs. 80 for delivery.Its your policy you only charged your delivery charges when product cost below 500.,No,0,03-10-2019
B00NOZ3ZOQ,Is extra delivery charge?,"No, it is purchased within a pantry bucket size and hence no delivery charges added",0,12-08-2019
B00NOZ3ZOQ,Is extra delivery charge?,No,0,12-08-2019
B00NOZ3ZOQ,What is the expiry date?,"Yes, it's so half-full and original",0,27-05-2019
B00NOZ3ZOQ,Manufacturing and expiry date,As per use,0,04-04-2019
B07ZQDFG9R,Why this product isn't going in the cart?,Might be out of stock or unavailable.,0,24-07-2022
B07ZQDFG9R,Can i use automatic washing machine?,Yes sure with full confidence you can use for a good result and you will get shining clothes,0,05-04-2022
B07ZQDFG9R,Mrp how much with offers,Dont buy this product.,0,23-07-2022
B07ZQDFG9R,can it be used in fully automatic top  load machine ?,Dont buy this product.,0,23-07-2022
B07ZQDFG9R,Manufacturing  date is mentioned in the packet or not,Yes,0,05-02-2022
B07ZQDFG9R,Can i use this front load washing machine,Good,0,25-01-2022
B07ZQDFG9R,May i know how this is a deal when i am getting the same product for Rs 790(tide 7+3kgfree,Good,0,25-01-2022
B07ZQDFG9R,How many kg inside that,Good,0,25-01-2022
B07ZQDFG9R,Why so costly.. local shop giving tide rose jasmine 2 kg 190 rs... made mistake to buy from Amazon fresh,Tide Jasmine Rose's MRP has changed,0,10-12-2021
B07ZQDFG9R,why you raised price so much lat i buyed it at 722 now it is 878?,Good itam ok,0,25-01-2022
B079QJMVPX,is this woshing soda  insirted,Yes,0,03-06-2021
B079QJMVPX,Can I use in front load washing machine,"Instructions given in tide packet how to use, please follow the company rules as given",0,11-07-2020
B079QKYMTY,How much i use it or expiry date of product tide 8 kg  detergent powder,Good product,0,08-10-2022
B079QKYMTY,Does it contain 8 individual packets?,"NO, you will only get 8 Kg Detergent in one packing",0,04-10-2022
B079QKYMTY,Does it contain 1kg packs packs of 8??,"Nice, at discounted price",0,04-10-2022
B079QKYMTY,Can this be used for fully automatic washing machine,"Yes, I'm using too..",0,01-10-2022
B079QKYMTY,Is it suitable for top loading automatic washing machine,"Yes, I'm using too.. Getting positive good results.",0,05-08-2022
B079QKYMTY,Expiry date as for now,Nice product at reasonable price,0,23-07-2022
B079QKYMTY,Pese to pure 8 kgs ke le rhe ho?,Dont buy this product.,0,23-07-2022
B079QKYMTY,Is this single packet? or is packaging in single 1 kg packets?,Dont buy this product.,0,23-07-2022
B079QKYMTY,Please took on cash on delivery,Dont buy this product.,0,23-07-2022
B079QKYMTY,What is the MRP of this product,Rs 779,0,12-02-2022
B00WUCSDI2,Total weight of the package ???,4Kg,0,11-02-2017
B00WUCSDI2,Is in this pack one kg free,No. I feel I paid for the entire 5 KG Pack,0,30-11-2016
B079QBSYSX,Is it total 10 kg or 8 kg ? Please confirm,8 kg,0,25-07-2022
B079QBSYSX,Actually packet is 8kg or 6kg.?,8kg,0,25-06-2022
B079QBSYSX,Manfacture and expiry date is not mention. How ca n we purchase,Seven hundred four only,0,31-12-2021
B079QBSYSX,What is MRP?,704,0,31-12-2021
B079QBSYSX,Is d soap powder product supplied wholly one pocket or 1kg each*8?,Whole one packet,0,25-12-2021
B079QBSYSX,Is it for automatic machine,8kg single packing,0,22-12-2021
B079QBSYSX,Use in front lode whasing machine....,Yes,0,25-12-2021
B079QBSYSX,Is it suitable for front load fully automatic washing machine,good,0,29-10-2021
B079QBSYSX,The same product is available with big bazar @rs. 590. Why amazon is so costly,Amazon is brdt,0,29-10-2021
B079QBSYSX,Can we use on converse shoes,Amazon is best,0,29-10-2021
B08HNN86T4,Can i use this powder for bosch front load washing machine?,Yes... It's highly recommend,0,11-06-2022
B08HNN86T4,Can we use this detergent washing powder to wash clothes with hand?,Yes,0,29-12-2021
B08HNN86T4,Can i use this powder for Ifb fully automatic 3dwash,It's works fine.,0,30-11-2021
B08HNN86T4,Is it matic detergent?,Hi..,0,07-11-2021
B08HNN86T4,the picture show 1scoop for front and 3scoop for top why,"Top load actually uses more detergent compared to front, i feel fron load gets a better was as well...",0,11-06-2022
B08HNN86T4,Is Tide double power/ extra power better than Tide ultra?,Yes,0,30-12-2021
B08HNN86T4,how many grams of detergent is used per wash in top load machine?,Can't answer how many grams but... Use from half a scoop to full scoop depending on your machine weight,0,11-06-2022
B08HNN86T4,"Is it high efficiency Detergent? If yes, why do you say that?",Yes.... It cleans my clothes well and I also have a clean washing machine by the end of the wash.... which is very important.... I've been using the same washing machine for 8 years and I've used many detergents tide is one of the best.,0,11-06-2022
B08HNN86T4,How to make the payment,U can make a payment using card ya COD.see there are many options,0,08-11-2021
B08HNN86T4,it is available for 10kgPack?,No at present it is come byeb,0,08-11-2021
B085SFKVVH,Can we use this for fully automatic machine also?,Yes. Can be used,0,05-07-2022
B085SFKVVH,What is the mrp in this product,420,0,05-07-2022
B085SFKVVH,Can use in front load washing machine??,If you want to you can but when i was using this for top load it's giving best results.,0,27-08-2021
B085SFKVVH,It's enable to top loaded,Yes,0,09-12-2020
B085SFKVVH,What is the difference between tide ultra and tide plus?,The difference is ultra and plus. (Tide is common) 🤣,0,28-06-2020
B085SFKVVH,product received today is found in damaged condition. what am I supposed to do?,You can just return it.,0,11-08-2020
B085SFKVVH,What is the mrp of this product?,600,0,13-09-2019
B079QKMX9D,Mrp of 4kg,490 rs,0,19-11-2020
B079QKMX9D,expiery date ?,All ok go for it,0,15-02-2017
B07RNRQMJQ,Can it be used for hand wash?,Yes,0,14-03-2020
B07RNRQMJQ,Expiry date?,None,0,13-03-2020
B07RNRQMJQ,Can we use it in top load washing machine?,Yes,0,13-03-2020
B07RNRQMJQ,This is liquid,It a powder meant for top loading machine.,0,02-12-2019
B07RNRQMJQ,Can you use with Front Loading machine?,It is specified for top loading machines.  I have usd for front loading machines also with good rersults.,1,02-12-2019
B07RNRQMJQ,Can we use it for front load,Yes,0,13-03-2020
B07RNRQMJQ,Can we use it in front load washing machine?,Surely,0,04-08-2019
B07RNRQMJQ,Can I use this for front-load machines ??,Yes,0,13-03-2020
B07RNRQMJQ,Can it be used for Front loading washing machines?,Yes,0,13-03-2020
B07RNRQMJQ,Does it suitable for front load machines as well?,Yes,0,13-03-2020
B01CIC3V26,Is this powder useful for bosch washing machine?,Yes. It's for all brand.,0,18-10-2019
B01CIC3V26,Is this powder useful for Bosch washing machine?,Yes. It's for all brand.,0,18-10-2019
B01CIC3V26,Is this powder useful for bosch washing machine?,Yes,0,26-10-2019
B01CIC3V26,Free Shipping,Depends on seller,0,26-10-2019
B01CIC3V26,Is it not costly from d mart mega store,Yes,0,03-06-2018
B07BDN3CCG,Is this 1kg or 800grams ?,1 kg,0,08-09-2022
B07BDN3CCG,Tide liqidd available  ?,Yes,0,20-12-2020
B07BDN3CCG,Can it be a delivery charge free item?,you have to pay for delivery !,0,17-11-2020
B07BDN3CCG,Expiry date??,April 2022.,0,16-11-2020
B07BDN3CCG,Is it original product,Yes Sir !,0,25-08-2020
B07N6NP5K2,What is the manufacturing date?,05/09/2022,0,23-09-2022
B07N6NP5K2,विवरण देखने से 7ग्राम वजन लिखकर भेजा गया है जबकि वज़न 7किलोग्राम रखना चाहिए,Weight of item it self speaks with its volume.,0,05-09-2022
B07N6NP5K2,Is it for washingmachine,you can use in both,0,27-12-2021
B07N6NP5K2,Is there is any fees for delivery,no,0,27-12-2021
B07N6NP5K2,Wish to buy but don't wish to pay delivery charges,"try adding some other necessary item from the list of ""free delivery above ₹499"" to avoid delivery charges",0,28-10-2021
B07N6NP5K2,7 gram or 7 kg gram,7 kilograms,0,14-10-2021
B07N6NP5K2,Is it white powder or blue?,White,0,10-10-2021
B07N6NP5K2,Is it a original Rin powder????,Yes! It is a genuine product,0,08-10-2021
B07N6NP5K2,Which type of packaging provided by you?? As shown in picture or a transparent polybag??,The product comes packed in original Rin Detergent Packet as shown in the picture above & then they pack it in a cardboard box,0,08-10-2021
B07N6NP5K2,What is the manufacturing date,"Everytime they send a recently manufactured product, & if its already expired you may choose to return or exchange it without any hassle",0,08-10-2021
B01G4UJZK0,Can this be used for front load washing machines,"Every type of washing machine has different types of detergent wash, and front load machines are recommended for 'mix the detergent (Rin detergent) to machine detergent'.",0,26-10-2021
B01G4UJZK0,4 kg or 7 kg?,"The best surf i have used till date, you can just go for it.",0,31-07-2021
B01G4UJZK0,"Other seller's are selling at 330 and you are selling this at 250 ,Is this genune Product or not?",Original,0,30-10-2020
B01G4UJZK0,Kya ye all tips cothes k liy h...imean color cloth,All clothes used,0,27-08-2020
B01G4UJZK0,Ye all tips cloths k liy sahi h,Yes,0,27-08-2020
B01G4UJZK0,May i know the expiry date of 7 kg rin detergent powder?,Every pack has different date.. U can chk the dt after receive the packt,0,21-07-2020
B01G4UJZK0,Is it make in India product?,Yes,0,25-06-2020
B01G4UJZK0,Is this is suitable for semi automatic washing machine?,Yes..I have a LG 6.5 ltr Semi automatic machine..and i have been using Rin Refresh for the last 7 months to wash my daily use clothes in the machine..Works fine..,0,05-03-2020
B01G4UJZK0,Rin 7kg detergent powder.pls,Yes i am entrusted,0,25-06-2020
B01G4UJZK0,Does it has for free home delivery,Yes,0,21-07-2020
B00U2DU5BE,Rin soap,Yes,0,16-08-2022
B00U2DU5BE,Rinsoap 4 It comes in pack of 4 - 250 gms each,Yes,0,10-08-2022
B00U2DU5BE,The price increased on amazon from 64 to 104? in last 6 months. Why is amazon inflating the price like this,Yes,0,10-08-2022
B00U2DU5BE,Rin soap 4,रिंन सोप 4 का ही पैकेट है,0,14-07-2022
B00U2DU5BE,Rin soap 4 hu,yes - 4 nos of 250 gms each,0,14-07-2022
B00U2DU5BE,Rin soap 6,Please check with amazon,0,14-07-2022
B00U2DU5BE,Is it 4x250gm?,Yes,0,28-04-2022
B00U2DU5BE,What is the procedure for place order?,you can order on amazon,0,11-04-2022
B00U2DU5BE,Rin soap 10 250 2500,please check with amazon,0,14-07-2022
B00U2DU5BE,Rin doap 10 soap  1 peku,Please check with amazon,0,14-07-2022
B07ZNQNBZN,This is use for front load top machine,Top load,0,09-07-2020
B07ZNQNBZN,Mrp is Rs.99 but here Rs.199/- Why,I got it for 99/_ only,0,09-07-2020
B01NALS5VE,Wat is the best before date for this product,Dhulai krey aachey sey,0,04-10-2021
B01NALS5VE,I want a 2 kg replacement of top loading arielmatic with a front loading arielmatic detergent powder,I trust on it,0,04-10-2021
B01NALS5VE,Does it produce foam while washing,No  such foam is there,0,18-08-2019
B01NALS5VE,"I see the same 2kg front load with less price, what is the difference between these two?",frond load vs toap load. front load is little bit expensive,0,27-06-2019
B01NALS5VE,"Exp is 20th feb, 2019 but today is March 14. How you are selling expired products",Can't check the date. Mostly new dated.,0,28-06-2019
B01NALS5VE,What is the difference between top load and front load matic washing powder.,Normally front load washing machine consumes lesser water for washing and rinse. So it required washing powder with high efficiency and low foam. This difference will be there in top load and front load washing machine.,0,22-02-2019
B01NALS5VE,what if clothes soaked in normal rin powder put for rince in front load washing machine????,No issues as such. But it is better if you use front load recommended powder.,0,26-07-2019
B01NALS5VE,expiry date of this product?,The received product manufactured date is Jan 2018.,0,18-05-2018
B01NALS5VE,expiry date,2019,0,19-03-2018
B01NALS5VE,How many packets does it contains  of detergent?,2 packets of 1 Kg each .,0,13-02-2018
B0937TN8Y2,When it's expires ?,Look at the bottom of the bottle. You alone can find it.,0,06-11-2022
B0937TN8Y2,Can i use this for hand wash,No only for clothes,0,01-10-2022
B0937TN8Y2,PKD DDMMYYYY,Check your bottle,0,06-11-2022
B0937TN8Y2,Ariel liquid vs surf excel liquid for front load which is a better option,Ariel liquid,0,09-08-2022
B0937TN8Y2,Amazon payments?,Ok,0,30-07-2022
B0937TN8Y2,Why costumers review Duplicate?,"It may happen but Amozon completely responsible for such thing. Amazon only looks for their share not inpects the product. Therefore, many duplicate products, used product, broken or damage products also delivered to customers. It happened to me so I left purchasing from Amazon.",0,27-06-2022
B0937TN8Y2,What is the expury date?,Seller/Amazon will never say this after purchasing only you can be sure about this.,0,27-06-2022
B0937TN8Y2,I ordered it but its not delivered yet. Its been 3 more days than expected date.,Some times Amazon seller team cancells order by their own discrepency without any prior notice to customer. This may happed to you.,0,27-06-2022
B0937TN8Y2,How much ML liquid we need to use for 1 bucket daily clothes in washing machine?,60ml.,0,22-04-2022
B0937TN8Y2,Why amazon is not mentioning the MRP of this product?,This is a secrect of Amazon.,0,27-06-2022
B071ZYNV95,350 for 6 kg ?,"Don't know exactly, whenever I tried to buy it was never available at my pincode, I tired with many other pincodes, God knows where it is available?",0,19-01-2020
B071ZYNV95,What is difference in 4+2 kg arial top loading costing rs. 824  instead of rs. 350.00,Difference is only of quantity,0,10-12-2019
B071ZYNV95,Is it 6 kg pack in 350 rupees,Nope,0,16-11-2019
B071ZYNV95,Is it original?cover packing doesn't look the same...,Yes It's a Originally One. Also i have Full trust on Amazon,0,26-10-2019
B071ZYNV95,Is this original ariel?,Yes it is,0,27-10-2019
B071ZYNV95,why I cannot order it??is there any limit,No door delivery,0,19-10-2019
B071ZYNV95,What is the cost of delivery charge?,No delivery charge,0,18-10-2019
B071ZYNV95,What is difference in 4+2 kg arial top loading costing rs. 824  instead of rs. 350.00,In offer,0,18-10-2019
B071ZYNV95,What amount to paid for 6 kg carton ariel matic,759,0,14-10-2019
B071ZYNV95,is it 6 kg pack?,Yes,0,11-10-2019
B078BCFQ7P,Does it comes with scoop?,No it doesn't contain any scoop,0,24-09-2021
B078BCFQ7P,Used for only white clothes??,You can used it for all types of clothes,0,24-09-2021
B07BHHCG3M,Will it be 3X 1 kg packets??,"Yes,3 number 1 kg packets.",0,15-02-2021
B07BHHCG3M,Does it come with 500ml free ariel liquid as available in dmart?,NO,0,10-11-2020
B07BHHCG3M,Expiry. Date ?,Two years,0,05-03-2020
B07BHHCG3M,Can front load powder can be used for top load because by mistake i have ordeted,nothing special.. It is like daily washing powder..,0,05-03-2020
B07BHHCG3M,Its not delivered yet,Lack of consumer,0,05-03-2020
B07BHHCG3M,I have ordered 3 kg but 1kg is missing. How can this happen with cloudtail seller? How they ship the item without checking?,Return the product,0,05-03-2020
B07BHHCG3M,Can i use it for normally washing cloth by hand.,Of course yes. But this is a bit expensive for that. There are cheaper options available. This is designed for the front load machine (to wash with less water and to enhance easy rotation as it produces less lather) it can be used for any washing Like any other detergent powder. Go ahead. Have a happy washing.,0,17-10-2019
B07BHHCG3M,In my order they gift shipment means what,No,0,12-08-2019
B07BHHCG3M,Is it safe to use matic for bosch front load 8 kg,"Yes, it is safe for all front load machine",0,03-08-2019
B07BHHCG3M,What is the expiry date,Manufacturing date 20/04/2019,0,20-06-2019
